sample_id,Strain_Name,Read_Fraction,Percent_Coverage,Coverage_Depth
24_hr_Carb_1,Bryantella-formatexigens-DSM-14469-MAF-2,0.00311605790067626,2.23182,0.1586
24_hr_Carb_1,Burkholderiales-bacterium-1-1-47-MAF-2,6.454297593106467e-5,0.149039,0.0021
24_hr_Carb_1,Butyricimonas-virosa-DSM-23226-MAF-2,0.00332038478639706,2.21094,0.0274
24_hr_Carb_1,Butyrivibrio-crossotus-DSM-2876-MAF-2,7.26179435259923e-5,0.549711,0.2452
24_hr_Carb_1,Catenibacterium-mitsuokai-DSM-15897-MAF-2,2.868580264811868e-5,0.0914272,0.0053
24_hr_Carb_1,Clostridiales-bacterium-VE202-03,0.00188917602284308,1.7727,0.0298359
24_hr_Carb_1,Clostridiales-bacterium-VE202-14-MAF-2,0.01016965552996812,10.7261,0.4511
24_hr_Carb_1,Clostridiales-bacterium-VE202-27-MAF-3,0.41778117956184785,82.7025,2.37464
24_hr_Carb_1,Clostridium-asparagiforme-DSM-15981-MAF-2,0.6866759113420324,95.5679,4.2831
24_hr_Carb_1,Clostridium-bartlettii-DSM-16795-MAF-2,0,0.156437,0.0088
24_hr_Carb_1,Clostridium-bolteae-ATCC-BAA-613-MAF-2,0.03282126835098155,15.9313,0.40542
24_hr_Carb_1,Clostridium-hathewayi-DSM-13479-MAF-2,0.02092285365124091,10.1666,0.9751
24_hr_Carb_1,Clostridium-hylemonae-DSM-15053-MAF-2,9.251647180866e-4,0.934385,0.1569
24_hr_Carb_1,Clostridium-leptum-DSM-753-MAF-2,7.95520118157025e-5,0.485768,0.0111
24_hr_Carb_1,Clostridium-methylpentosum-DSM-5476,1.4420497189747285e-5,0.102604,0.00175912
24_hr_Carb_1,Clostridium-nexile-DSM-1787-MAF-2,3.1376177280574e-4,1.6336,0.169268
24_hr_Carb_1,Clostridium-saccharolyticum-WM1-MAF-2,75.16487348776924,99.9999,605.73
24_hr_Carb_1,Clostridium-scindens-ATCC-35704-MAF-2,0.00271631399790554,3.33772,0.122907
24_hr_Carb_1,Clostridium-sp-ATCC-29733-VPI-C48-50-MAF-2,3.2003059503875e-4,0.581034,0.0097732200000000009
24_hr_Carb_1,Clostridium-sp-L2-50-MAF-3,0,0.307116,0.1628
24_hr_Carb_1,Clostridium-sp-M62-1-MAF-2,0.00122124330460358,2.56891,0.581696
24_hr_Carb_1,Clostridium-spiroforme-DSM-1552-MAF-2,6.454306036481552e-5,0.126638,0.0054
24_hr_Carb_1,Clostridium-sporogenes-ATCC-15579-MAF-2,0,0.0174253,5e-4
24_hr_Carb_1,Collinsella-aerofaciens-ATCC-25986-MAF-2,1.6852902410255e-4,0.284907,0.00337434
24_hr_Carb_1,Collinsella-stercoris-DSM-13279-MAF-2,0,0.024586,3e-4
24_hr_Carb_1,Coprococcus-comes-ATCC-27758-MAF-2,1.2944980669e-4,0.739149,0.2051
24_hr_Carb_1,Coprococcus-eutactus-ATCC-27759-MAF-2,3.639213756915344e-5,1.36969,0.2121
24_hr_Carb_1,Desulfovibrio-piger-ATCC-29098-MAF-2,1.2191462934908e-4,0.17992,0.0022
24_hr_Carb_1,Dorea-formicigenerans-ATCC-27755-MAF-2,4.049017260783389e-5,1.35502,0.34
24_hr_Carb_1,Dorea-longicatena-DSM-13814-MAF-2,0,0.769941,0.3298
24_hr_Carb_1,Eggerthella-lenta-DSM-2243-MAF-2,0.6157017098013943,98.1362,6.35413
24_hr_Carb_1,Enterococcus-faecium-NCTC7171,1.0040030459753e-4,0.237364,0.00668056
24_hr_Carb_1,Ethanoligens-harbinense-YUAN-3,1.3625746905489e-4,0.324107,0.004
24_hr_Carb_1,Eubacterium-biforme-DSM-3989-MAF-2,7.172498357941473e-5,0.138057,0.00379833
24_hr_Carb_1,Eubacterium-dolichum-DSM-3991,7.239245003289208e-6,0.910339,0.0195852
24_hr_Carb_1,Eubacterium-eligens-ATCC-27750-MAF-2,0.00828807779839995,9.01294,0.571146
24_hr_Carb_1,Eubacterium-hallii-DSM-3353-MAF-2,0,0.288135,0.10413
24_hr_Carb_1,Eubacterium-rectale-ATCC-33656-MAF-3,0,0.310975,0.156773
24_hr_Carb_1,Eubacterium-siraeum-DSM-15702-MAF-2,7.664833192631e-4,1.26161,0.0197
24_hr_Carb_1,Eubacterium-ventriosum-ATCC-27560-MAF-2,0.00169398522948698,2.27528,0.7236
24_hr_Carb_1,Faecalibacterium-prausnitzii-A2-165-MAF-2,7.78731441521292e-6,1.22961,0.3066
24_hr_Carb_1,Granulicatella-adiacens-ATCC-49175-MAF-2,1.0757215341388e-4,0.294135,0.0163
24_hr_Carb_1,Holdemania-filiformis-DSM-12042-MAF-2,0.00131137806074292,1.47839,0.0217
24_hr_Carb_1,Intestinimonas-butyriciproducens-DSM-26588-MAF-2,0.00518010367435334,5.05962,0.0620814
24_hr_Carb_1,Lactobacillus-ruminis-ATCC-25644-MAF-2,1.5777231346218e-4,0.300243,0.0119
24_hr_Carb_1,Megasphaera-DSMZ-102144-MAF-2,2.883214598228201e-5,0.14245,0.0029
24_hr_Carb_1,Mitsuokella-multacida-DSM-20544-MAF-2,2.8685803507771218e-5,0.0838202,0.00182788
24_hr_Carb_1,Odoribacter-splanchnicus-DSM-20712-MAF-2,0.03598933184249644,23.4051,0.3161
24_hr_Carb_1,Olsenella-uli-DSM-7084-MAF-2,0,0.00536133,1e-4
24_hr_Carb_1,Oscillibacter-sp-KLE-1728-MAF-2,1.3725978584662e-4,0.622647,0.0158049
24_hr_Carb_1,Parabacteroides-distasonis-ATCC-8503-MAF-2,0.00505676177955075,6.84708,0.093
24_hr_Carb_1,Parabacteroides-johnsonii-DSM-18315-MAF-2,0.00571980086492165,4.6906,0.0777
24_hr_Carb_1,Parabacteroides-merdae-ATCC-43184-MAF-2,0.00868977179680927,7.15139,0.1068
24_hr_Carb_1,Parabacteroides-sp-D13-MAF-2,0.01297083859406346,9.29373,0.126471
24_hr_Carb_1,Prevotella-buccae-D17-MAF-2,0.00128728408136001,1.64815,0.0213
24_hr_Carb_1,Prevotella-buccalis-ATCC-35310-MAF-2,0.00218254810468211,3.14024,0.0514
24_hr_Carb_1,Prevotella-copri-DSM-18205-MAF-2,2.1520680796753984e-5,0.160667,0.0071
24_hr_Carb_1,Roseburia-intestinalis-L1-82-MAF-2,0,0.633725,0.1351
24_hr_Carb_1,Roseburia-inulinivorans-DSM-16841-MAF-2,5.4582446737903e-4,1.53034,0.358397
24_hr_Carb_1,Ruminococcus-albus-strain-8-MAF-2,0,0.103762,0.0025
24_hr_Carb_1,Ruminococcus-bromii-ATCC-27255-MAF-2,4.5897260973165e-4,0.647575,0.0093
24_hr_Carb_1,Ruminococcus-flavefaciens-FD-1,0,0.00585971,3.49243e-4
24_hr_Carb_1,Ruminococcus-gauvreauii-DSM-19829-MAF-2,0.00786520569686781,6.0991,0.5311
24_hr_Carb_1,Ruminococcus-gnavus-ATCC-29149-MAF-2,0,1.16186,0.3086
24_hr_Carb_1,Ruminococcus-lactaris-ATCC-29176-MAF-2,4.8747786286379e-4,1.00225,0.2728
24_hr_Carb_1,Ruminococcus-obeum-ATCC-29174-MAF-2,0.00104892601218132,1.47314,0.4162
24_hr_Carb_1,Ruminococcus-torques-ATCC-27756-MAF-2,0.00170825330204153,2.37109,0.1923
24_hr_Carb_1,Slackia-exigua-ATCC-700122-MAF-2,1.5777172332268e-4,0.240694,0.0027
24_hr_Carb_1,Slackia-heliotrinireducens-DSM-20476-MAF-2,0,0.0188329,3e-4
24_hr_Carb_1,Solobacterium-moorei-DSM-22971-MAF-2,5.6548810346973e-4,1.20597,0.0151
24_hr_Carb_1,Streptococcus-thermophilus-ATCC-19258-MAF-2,7.171469184059957e-6,0.0793,0.006
24_hr_Carb_1,Subdoligranulum-sp-4-3-54A2FAA-MAF-2,0.00714540731455409,6.10287,0.0816
24_hr_Carb_1,Subdoligranulum-variabile-DSM-15176-MAF-2,9.0714436600598e-4,1.01857,0.0142
24_hr_Carb_1,Veillonella-dispar-ATCC-17748-MAF-2,1.4342906388939671e-5,0.0347206,0.0011
24_hr_Carb_10,Acidaminococcus-fermentans-DSM-20731-MAF-2,3.1474271956798e-4,0.554029,0.0091
24_hr_Carb_10,Acidaminococcus-sp-D21-MAF-2,1.3518982847049e-4,1.51247,0.7343
24_hr_Carb_10,Adlercreutzia-equolifaciens-DSM-19450,0,0.0164191,6e-4
24_hr_Carb_10,Akkermansia-muciniphila-ATCC-BAA-835-MAF-2,5.515961697884881e-5,0.0736162,0.0011
24_hr_Carb_10,Alistipes-finegoldii-DSM-17242,0.00101385664953303,1.35647,0.1725
24_hr_Carb_10,Alistipes-ihumii-AP11-MAF-2,7.9369050839258e-4,1.00251,0.0152
24_hr_Carb_10,Alistipes-indistinctus-YIT-12060-DSM-22520-MAF-2,0.00147399493234752,1.83829,0.0253
24_hr_Carb_10,Alistipes-onderdonkii-DSM-19147-MAF-2,1.1813340981252e-4,2.48435,1.2509
24_hr_Carb_10,Alistipes-putredinis-DSM-17216-MAF-2,0,0.847659,0.348449
24_hr_Carb_10,Alistipes-senegalensis-JC50-DSM-25460-MAF-2,0,0.0428515,0.0014
24_hr_Carb_10,Alistipes-shahii-WAL-8301-DSM-19121-MAF-2,0,1.38906,0.2037
24_hr_Carb_10,Anaerofustis-stercorihominis-DSM-17244,0.00238413207160623,3.6192,0.0451701
24_hr_Carb_10,Anaerostipes-caccae-DSM-14662-MAF-2,0.37225126449833856,96.8893,4.9075
24_hr_Carb_10,Anaerotruncus-colihominis-DSM-17241-MAF-2,0.01763935568489637,16.4896,0.808
24_hr_Carb_10,Bacteroides-caccae-ATCC-43185-MAF-2,1.6275199477073e-4,0.531986,0.4946
24_hr_Carb_10,Bacteroides-cellulosilyticus-DSM-14838-MAF-2,32.79618880197556,99.9998,207.34
24_hr_Carb_10,Bacteroides-coprocola-DSM-17136-MAF-2,1.4144926054139e-4,3.0068,1.47067
24_hr_Carb_10,Bacteroides-coprophilus-DSM-18228-MAF-2,1.2506154834593e-4,3.33815,2.43166
24_hr_Carb_10,Bacteroides-dorei-5-1-36-MAF-2,0.00354458642285762,75.8848,37.055
24_hr_Carb_10,Bacteroides-dorei-DSM-17855-MAF-2,7.616893477203817,99.9989,62.9358
24_hr_Carb_10,Bacteroides-eggerthii-DSM-20697-MAF-2,9.455514005578116e-6,3.17872,1.6939
24_hr_Carb_10,Bacteroides-finegoldii-DSM-17565-MAF-2,3.6419505938723e-4,1.28018,0.660101
24_hr_Carb_10,Bacteroides-fragilis-3-1-12-MAF-2,8.0403796704409e-4,2.65282,1.87327
24_hr_Carb_10,Bacteroides-intestinalis-DSM-17393-MAF-2,5.06130470665709,99.9967,40.1522
24_hr_Carb_10,Bacteroides-ovatus-ATCC-8483-MAF-2,7.799997517228226e-5,1.72221,0.3519
24_hr_Carb_10,Bacteroides-pectinophilus-ATCC-43243-MAF-2,3.481296275653345e-5,0.238104,0.0328
24_hr_Carb_10,Bacteroides-plebeius-DSM-17135-MAF-2,0.01471860836684325,4.92922,4.75121
24_hr_Carb_10,Bacteroides-rodentium-DSM-26882-MAF-2,3.288538815493143e-5,1.67004,2.01417
24_hr_Carb_10,Bacteroides-sp-1-1-6-MAF-2,0,3.23895,2.25625
24_hr_Carb_10,Bacteroides-sp-2-1-16-MAF-2,5.0014090074137594e-5,1.72301,1.82443
24_hr_Carb_10,Bacteroides-sp-2-1-22-MAF-2,3.3712732911152346e-5,1.36569,1.35074
24_hr_Carb_10,Bacteroides-sp-3-1-19-MAF-2,7.118336559742106e-5,5.92365,0.904673
24_hr_Carb_10,Bacteroides-sp-9-1-42FAA-MAF-2,0.00178040058807715,74.7573,36.659
24_hr_Carb_10,Bacteroides-sp-D2-MAF-2,0.01273010758222271,6.51011,0.4102
24_hr_Carb_10,Bacteroides-stercoris-ATCC-43183-MAF-2,8.279110002068313e-5,2.30528,1.5229
24_hr_Carb_10,Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,2.4442326674485e-4,2.24929,1.03353
24_hr_Carb_10,Bacteroides-uniformis-ATCC-8492-MAF-2,8.112538206183083e-5,1.15331,0.7141
24_hr_Carb_10,Bacteroides-vulgatus-ATCC-8482,0.00816909844846301,29.5934,5.0924
24_hr_Carb_10,Bacteroides-xylanisolvens-DSMZ-18836-MAF-2,7.725464226805734e-6,0.711104,0.3824
24_hr_Carb_10,Bifidobacterium-breve-DSM-20213-MAF-2,6.741727012273743e-5,0.0937777,0.0011
24_hr_Carb_10,Bifidobacterium-catenulatum-DSM-16992-MAF-2,1.0148656998883e-4,0.17956,0.0024
24_hr_Carb_10,Bifidobacterium-pseudocatenulatum-DSM-20438-MAF-2,8.851082010833089e-5,0.244697,0.0087
24_hr_Carb_10,Bilophila-wadsworthia-ATCC-49260-MAF-3,3.9839860977047e-4,0.374985,0.0595291
24_hr_Carb_10,Blautia-hansenii-DSM-20583-MAF-2,7.75395760884779e-6,0.933499,0.5257
24_hr_Carb_10,Blautia-hydrogenotrophica-DSM-10507-MAF-2,0,0.469852,0.166168
24_hr_Carb_10,Blautia-sp-KLE-1732-HM-1032-MAF-2,6.570061198456894e-6,1.08686,0.4069
24_hr_Carb_10,Blautia-wexlerae-DSM-19850-MAF-2,0,2.39357,1.1485
24_hr_Carb_10,Bryantella-formatexigens-DSM-14469-MAF-2,0.9956795556330422,99.8869,9.4237
24_hr_Carb_10,Burkholderiales-bacterium-1-1-47-MAF-2,0,0.0265327,0.0012
24_hr_Carb_10,Butyricimonas-virosa-DSM-23226-MAF-2,0.00113918694009422,0.942855,0.0135
24_hr_Carb_10,Butyrivibrio-crossotus-DSM-2876-MAF-2,0,0.560698,0.2067
24_hr_Carb_10,Catenibacterium-mitsuokai-DSM-15897-MAF-2,0,0.0735795,0.0026
24_hr_Carb_10,Clostridiales-bacterium-VE202-03,1.4649677853956e-4,1.29481,1.3825
24_hr_Carb_10,Clostridiales-bacterium-VE202-14-MAF-2,0.0019771645214284,3.8651,1.1216
24_hr_Carb_10,Clostridiales-bacterium-VE202-27-MAF-3,15.184767641057432,99.9917,92.2478
24_hr_Carb_10,Clostridium-asparagiforme-DSM-15981-MAF-2,2.775691332857101,99.969,19.4639
24_hr_Carb_10,Clostridium-bartlettii-DSM-16795-MAF-2,0,0.210764,0.0152
24_hr_Carb_10,Clostridium-bolteae-ATCC-BAA-613-MAF-2,0.03841328780044476,19.9618,3.09134
24_hr_Carb_10,Clostridium-hathewayi-DSM-13479-MAF-2,17.85698175349402,99.9993,117.622
24_hr_Carb_10,Clostridium-hylemonae-DSM-15053-MAF-2,1.1646554870289e-4,0.333306,0.1142
24_hr_Carb_10,Clostridium-leptum-DSM-753-MAF-2,1.2372018320147212e-5,0.745843,0.3637
24_hr_Carb_10,Clostridium-methylpentosum-DSM-5476,2.261561153765925,97.8166,26.9372
24_hr_Carb_10,Clostridium-nexile-DSM-1787-MAF-2,5.42799461660064e-5,3.14716,1.2814
24_hr_Carb_10,Clostridium-saccharolyticum-WM1-MAF-2,3.600882969688353,99.9974,33.8615
24_hr_Carb_10,Clostridium-scindens-ATCC-35704-MAF-2,2.7376860618574e-4,1.453,0.513816
24_hr_Carb_10,Clostridium-sp-ATCC-29733-VPI-C48-50-MAF-2,1.876630540452296e-5,0.502667,0.163708
24_hr_Carb_10,Clostridium-sp-L2-50-MAF-3,0,0.468149,0.1234
24_hr_Carb_10,Clostridium-sp-M62-1-MAF-2,1.2659744372035e-4,2.89088,1.40395
24_hr_Carb_10,Clostridium-spiroforme-DSM-1552-MAF-2,6.12900256302992e-6,0.137118,0.0065
24_hr_Carb_10,Clostridium-sporogenes-ATCC-15579-MAF-2,0,0.0146996,6e-4
24_hr_Carb_10,Collinsella-aerofaciens-ATCC-25986-MAF-2,1.2257693293054211e-5,0.0287888,6.93413e-4
24_hr_Carb_10,Collinsella-stercoris-DSM-13279-MAF-2,0,0.00780251,4e-4
24_hr_Carb_10,Coprococcus-comes-ATCC-27758-MAF-2,1.5854145381478e-4,1.62748,0.5113
24_hr_Carb_10,Coprococcus-eutactus-ATCC-27759-MAF-2,2.6712852664882e-4,1.80665,1.0187
24_hr_Carb_10,Desulfovibrio-piger-ATCC-29098-MAF-2,7.854302771802014,99.9598,124.419
24_hr_Carb_10,Dorea-formicigenerans-ATCC-27755-MAF-2,1.280695975277967e-5,2.16865,0.9667
24_hr_Carb_10,Dorea-longicatena-DSM-13814-MAF-2,0,0.914155,0.5717
24_hr_Carb_10,Eggerthella-lenta-DSM-2243-MAF-2,0.03049922035729379,24.1085,1.27
24_hr_Carb_10,Enterococcus-faecium-NCTC7171,6.128859769843353e-6,0.0841704,0.00445748
24_hr_Carb_10,Ethanoligens-harbinense-YUAN-3,0,0.0327065,7e-4
24_hr_Carb_10,Eubacterium-biforme-DSM-3989-MAF-2,6.129414646050496e-6,0.15168,0.0157366
24_hr_Carb_10,Eubacterium-dolichum-DSM-3991,0,2.48606,0.92115
24_hr_Carb_10,Eubacterium-eligens-ATCC-27750-MAF-2,1.4243517112878e-4,0.470034,0.0908366
24_hr_Carb_10,Eubacterium-hallii-DSM-3353-MAF-2,0,0.325613,0.0430266
24_hr_Carb_10,Eubacterium-rectale-ATCC-33656-MAF-3,8.255011666291419e-6,0.526223,0.150361
24_hr_Carb_10,Eubacterium-siraeum-DSM-15702-MAF-2,7.690028380971561e-5,0.578015,0.3488
24_hr_Carb_10,Eubacterium-ventriosum-ATCC-27560-MAF-2,3.075066583066947e-5,0.788841,0.3881
24_hr_Carb_10,Faecalibacterium-prausnitzii-A2-165-MAF-2,6.472333854710724e-6,1.65002,0.632
24_hr_Carb_10,Granulicatella-adiacens-ATCC-49175-MAF-2,3.6773471506331675e-5,0.166224,0.0135
24_hr_Carb_10,Holdemania-filiformis-DSM-12042-MAF-2,1.8326101915384e-4,1.43758,0.9553
24_hr_Carb_10,Intestinimonas-butyriciproducens-DSM-26588-MAF-2,6.4614347542316e-4,1.31938,0.275194
24_hr_Carb_10,Lactobacillus-ruminis-ATCC-25644-MAF-2,1.8386661790163465e-5,0.11102,0.0083
24_hr_Carb_10,Megasphaera-DSMZ-102144-MAF-2,0.26331994653753504,95.972,4.8717
24_hr_Carb_10,Mitsuokella-multacida-DSM-20544-MAF-2,2.7580434151128155e-5,0.171002,0.00404057
24_hr_Carb_10,Odoribacter-splanchnicus-DSM-20712-MAF-2,0.00163303918708607,1.48552,0.0216
24_hr_Carb_10,Olsenella-uli-DSM-7084-MAF-2,0,0.00311932,2e-4
24_hr_Carb_10,Oscillibacter-sp-KLE-1728-MAF-2,3.711228856422753e-5,0.94969,0.451752
24_hr_Carb_10,Parabacteroides-distasonis-ATCC-8503-MAF-2,4.2077439953808e-4,5.33529,0.1047
24_hr_Carb_10,Parabacteroides-johnsonii-DSM-18315-MAF-2,7.2445098640821e-4,1.90776,0.7875
24_hr_Carb_10,Parabacteroides-merdae-ATCC-43184-MAF-2,4.9569428660967e-4,2.79776,1.469
24_hr_Carb_10,Parabacteroides-sp-D13-MAF-2,0.01757572187650633,11.972,0.363006
24_hr_Carb_10,Prevotella-buccae-D17-MAF-2,1.4096605943107e-4,0.271957,0.0178
24_hr_Carb_10,Prevotella-buccalis-ATCC-35310-MAF-2,1.9608033965593e-4,1.92756,1.2714
24_hr_Carb_10,Prevotella-copri-DSM-18205-MAF-2,0,0.190347,0.0511
24_hr_Carb_10,Roseburia-intestinalis-L1-82-MAF-2,0,1.14181,0.4435
24_hr_Carb_10,Roseburia-inulinivorans-DSM-16841-MAF-2,3.2224490864098e-4,1.80799,0.488673
24_hr_Carb_10,Ruminococcus-albus-strain-8-MAF-2,0,0.253792,0.0746
24_hr_Carb_10,Ruminococcus-bromii-ATCC-27255-MAF-2,5.82581499639451e-5,0.173579,0.0138
24_hr_Carb_10,Ruminococcus-flavefaciens-FD-1,0,0.0473587,0.00185309
24_hr_Carb_10,Ruminococcus-gauvreauii-DSM-19829-MAF-2,2.16682298689666,99.9968,22.6567
24_hr_Carb_10,Ruminococcus-gnavus-ATCC-29149-MAF-2,0,1.56008,0.8138
24_hr_Carb_10,Ruminococcus-lactaris-ATCC-29176-MAF-2,1.7462079942609932e-5,0.527862,0.2088
24_hr_Carb_10,Ruminococcus-obeum-ATCC-29174-MAF-2,6.148966088255568e-6,0.870558,0.3874
24_hr_Carb_10,Ruminococcus-torques-ATCC-27756-MAF-2,1.0122265374234e-4,0.551163,0.0808
24_hr_Carb_10,Slackia-exigua-ATCC-700122-MAF-2,6.128844644807315e-6,0.013653,3e-4
24_hr_Carb_10,Slackia-heliotrinireducens-DSM-20476-MAF-2,0,0.00537181,3e-4
24_hr_Carb_10,Solobacterium-moorei-DSM-22971-MAF-2,9.04272575345566e-5,0.44992,0.0895
24_hr_Carb_10,Streptococcus-thermophilus-ATCC-19258-MAF-2,0,0.0666938,0.0028
24_hr_Carb_10,Subdoligranulum-sp-4-3-54A2FAA-MAF-2,0.00362437723483554,5.28181,1.7019
24_hr_Carb_10,Subdoligranulum-variabile-DSM-15176-MAF-2,2.473634076849223e-5,1.08054,0.2514
24_hr_Carb_10,Veillonella-dispar-ATCC-17748-MAF-2,0,0.0565922,0.0017
24_hr_Carb_11,Acidaminococcus-fermentans-DSM-20731-MAF-2,0.24620506214066212,95.8112,4.6182
24_hr_Carb_11,Acidaminococcus-sp-D21-MAF-2,1.9129025229746148e-5,1.61922,6.9645
24_hr_Carb_11,Adlercreutzia-equolifaciens-DSM-19450,2.186631001804363e-5,0.0492921,0.0011
24_hr_Carb_11,Akkermansia-muciniphila-ATCC-BAA-835-MAF-2,1.8741011342434884e-5,0.028981,3e-4
24_hr_Carb_11,Alistipes-finegoldii-DSM-17242,0.0092040608814585,8.78179,0.154
24_hr_Carb_11,Alistipes-ihumii-AP11-MAF-2,0.0069405022215985,8.0933,0.1041
24_hr_Carb_11,Alistipes-indistinctus-YIT-12060-DSM-22520-MAF-2,0.00263937900581231,3.08191,0.0381
24_hr_Carb_11,Alistipes-onderdonkii-DSM-19147-MAF-2,1.967503195127489e-5,2.11175,0.3298
24_hr_Carb_11,Alistipes-putredinis-DSM-17216-MAF-2,0,0.738047,0.0992999
24_hr_Carb_11,Alistipes-senegalensis-JC50-DSM-25460-MAF-2,6.31172647020202e-6,0.173842,0.0032
24_hr_Carb_11,Alistipes-shahii-WAL-8301-DSM-19121-MAF-2,0,1.28651,0.0284
24_hr_Carb_11,Anaerofustis-stercorihominis-DSM-17244,0.00189284566429881,2.87285,0.036505
