"","RC_-13","RC_-3","RC_0","RC_0.5","RC_1","RC_1.5","RC_11","RC_13","RC_15","RC_2","RC_3","RC_4","RC_5","RC_6","RC_7","RC_8","WD_-13","WD_-3","WD_0","WD_0.5","WD_1","WD_1.5","WD_11","WD_13","WD_15","WD_2","WD_3","WD_4","WD_5","WD_6","WD_7","WD_8"
"ASV00156;seqs=197166;samples=252",0.0559354388006122,0.0320595410833162,0.00080948298229526,5.04788277373947e-05,0.000195526356952917,3.65717629418326e-05,0,0,0,4.59295501315227e-05,0,0,0,0,0,0,0.0480954352278446,0.0369430083580387,0,1.83026849946937e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00067;seqs=474502;samples=484",0.0242148436152031,0.0295769902982101,0.0092286493213273,0.0101217896548085,0.00491405469806102,0.00738431005978494,0,0,0,0.00632634788998393,0,0,0,0,0,0,0.0538282693367709,0.0266753534928736,0.00267685964328588,0.00121852632966245,0,0.000494723208703359,0,0,0,0.000650508555983475,0.000314760559090094,0.000331134668510812,0.00105340764751239,0.000252676109994738,0,0
"ASV00088;seqs=366574;samples=521",0.0366959707652007,0.0378654581978661,0.000396566555727888,1.43104509223086e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0625957746064119,1.30088069623135e-05,0,0,0,1.41420312482322e-05,0,0,0,0,0,0,0,0,0,0
"ASV00057;seqs=537929;samples=1455",0.00906132788080705,0.00627485437991078,0.00411217507923205,0.00523878240562227,0.00254066967891312,0.00341742952337215,0.0446687183245554,0.0207587510257441,0.0648127115428858,0.00214726750471326,0.0196681319379895,0.0449337573231783,0.00962587690969925,0.0190357540842974,0.0341368178904267,0.0659034573784708,0.00563639654873107,0.000522520412986258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00078;seqs=438957;samples=1175",0.00458638817318238,0.0115316255374983,0.00280362002091108,0.0016705314417992,0.000209148949037513,0.000163421982273459,0.0520762568718518,0.0284822294424139,0.0357769193531282,4.3252659354533e-05,9.51877816963415e-06,5.2285536181417e-05,0.00455918599861483,0.0426705441804436,0.0493036343581381,0.0330228712626071,0.00186896425990999,0,0,0,0,0,1.83614263155962e-05,0,2.8916108585771e-05,0,0,0,8.18799639728159e-06,0,0,0
"ASV00132;seqs=225150;samples=621",0.00888646390815808,0.00731343393763699,8.39380077714833e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218924130177065,0.0590083988189277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00206;seqs=137097;samples=363",0.0181018370831189,0.0166806095860708,0.000372727853877727,0,0,0,0.00490411059444612,0.0123201961041799,0.0142909336486248,0,0,0.000698371949260214,0.00320980367951168,0.0192401477518908,0.0433629413845318,0.0259631473588552,0.00885401400332636,0,0,0,0,0,0,0,9.25315474744671e-05,0,0,0,0,0,1.14390299702585e-05,0
"ASV00030;seqs=967751;samples=1354",0.0136117462404992,0.0149850637817567,0.0030121217018629,0.00289494666670389,0.00120304442184289,0.00267672764682793,0.0481787998664775,0.00948905633488348,0.048748344139405,0.00107780985327106,0,4.49268820373362e-05,0,0,6.93356537156164e-05,0.00173677406932789,0.0255260547914871,0.00106274652527799,0,6.31760275323726e-05,0,1.69704374978787e-05,0,0,2.31328868686168e-05,2.81080728983443e-05,0,1.12318156903972e-05,2.06700400171975e-05,0,0,0
"ASV00292;seqs=83313;samples=88",0.0290714264573187,0.0193142190487653,6.66945841587098e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202524044698388,0.00336130993285101,0,1.65197588115214e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00240;seqs=106587;samples=647",4.63421031054927e-05,2.53667805865722e-05,0,0,0,0,0.0502551493746572,0.0206802425411866,0.0420012542176109,0,0,2.44980134338197e-05,0,0.00668393444276058,0.0386412544421471,0.035286982896597,9.55198844442373e-05,0.000603211825390696,0,0,0,0,4.86516556432837e-05,0,8.67483257573129e-05,0,0,0,0,0,1.14390299702585e-05,0
"ASV00059;seqs=533155;samples=1097",0.0111760460790265,0.00115100146456956,0.000381219243574431,0.000208622251257231,0,0.00068365386333257,0.00122441409408338,0.00225231154234913,0.00409603711950925,5.65821168178218e-05,0,5.11778549271913e-05,1.02966463822733e-05,0,3.23907621546335e-05,0.000284469723259622,0.0029776913264767,0.0474140325749653,0.00318612833749313,0.00254544494441763,0.00117375606306019,0.00201696694880519,4.13132092100914e-05,0,0.00010988121262593,0.00163197202031731,0.00152278295107678,0.00143816314249873,0.00257823447192797,0.00138813149635356,0.00132501706931887,0.000146129638205199
"ASV00416;seqs=50440;samples=84",0,2.68585664934752e-05,0.0397105378243163,0.0414693366632349,0.0227749853184503,0.0377029767048881,0,0.000139305591234291,0.000165055768413289,0.0166664563523226,0.000834801292017143,7.51784498994983e-05,0.000296545672753961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00098;seqs=298058;samples=640",0.00886526832990014,0.00140126781793352,0.000170802331113937,0,5.88550026752274e-05,0,0.000728644058184781,0.00274419315482419,0.00543571109601151,0.000223335980228775,0,0,0,0,4.86686966639328e-05,0.00022531222714897,0.00359560496528964,0.0544570649097189,0.00337509392755515,0.00417551104075789,0.00152323427202261,0.00164214291821125,6.30903453745764e-05,0,0,0.00109112612081263,0.00135327427819219,0.00122143627532594,0.00254872327927905,0.00102588396897607,0.000139556165637154,5.55994498580751e-05
"ASV00177;seqs=166476;samples=595",0.00569142367624866,0.0051583216485367,0.000107459048503819,0,0,0,0.0142516555098213,0.00299737108741468,0.0124036392062311,1.61663190908062e-05,0,0,5.18242122719735e-05,0.00551308543020692,0.0183066005248407,0.015917952324373,0.00946311902760085,0.0288100969036458,0.000214001545538583,0.000165197588115214,6.57786548265088e-05,6.95004309026716e-05,1.40730107799263e-05,0,0,3.50711347527353e-05,9.52507953441411e-06,0,0,0,4.57561198810341e-06,0
"ASV00110;seqs=269536;samples=1023",0.0189802890028232,0.0180647565350356,0.000261704385080164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159208120489008,0.00892133424684458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00273;seqs=90378;samples=314",0.01214735065603,0.0119525312665465,0.000916364817664674,0,2.84884052190758e-05,0,0.0345880952500521,0.0340104054862441,0.0283019238749961,1.59052808713549e-05,0,0,0,0,0.00108845022639292,0.00427614875884141,0.00583432713714729,0.000409152037886073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00184;seqs=158271;samples=790",0.0142411949781949,0.0205314175293794,0.000101297876370174,0.00010089544709295,0,0,0,0,0,0,0,0,0,0,0,0,0.0112201016295528,0.001024841720336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00230;seqs=112299;samples=814",2.31962944467354e-05,8.08092562946979e-05,0.0342366570871868,0.0304202579071934,0.0507269322124297,0.0447782752623995,3.3537689655635e-06,3.43849183777225e-05,0,0.0277526546383032,0.00295521836990634,0.000880735795590815,0.000403640906834128,5.02265443927481e-05,0,9.82138492056473e-05,0,0,3.16535831856166e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00178;seqs=166167;samples=748",0.0167537759253409,0.0138889478031073,0.00011904484128319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182855052508578,0.00106801684329951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00457;seqs=44231;samples=87",0.000690571424912351,0.00212188734528268,0,0,0,0,0.0346711771284462,0.0586024491634866,0.021061340645662,0,0,0,0,0.000533475009809281,0.00618107854465028,0.00677430326168621,0.000373373690902504,0.0072123932145109,0,3.18595348507912e-05,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00287;seqs=86777;samples=286",0.0166844644271343,0.0135115574411946,7.92920416586047e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177231276207272,0.000303194921151804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00069;seqs=467480;samples=774",0.0158493754092329,0.013984267442972,0.00426073621270761,0.00413297592401913,0.00154742580759655,0.00264048464726546,0,0,0,0.00220008144270816,0,0,0,0,0,0,0.00725631309457949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00311;seqs=77281;samples=570",0.000149095075098714,0.000130046913013743,0,0,0,0,0.000497726590295047,0.000879568623814709,0.000678348808250416,0,0,0.0028131005158754,0.0302760547072851,0.0262397061768346,0.0191163721355596,0.0159162090838005,1.27067224915341e-05,0.00014963310111093,0,0,0,0,0,0.00691634232887423,0.00987736440829998,0,0,0,1.22819945959224e-05,0,0,0
"ASV00363;seqs=60399;samples=333",0.00257224431662873,0.00144319166890971,9.94424805445599e-05,0,0,0,0.0363238055939994,0.0445571501809117,0.0271462943925951,0,0,0,0,0.00180160544028783,0.0111953751766933,0.00922556369780178,0.000451972136150782,0.0020126250046641,0,0,0,0,0,0,9.25315474744671e-05,0,0,0,0,0,0,0
"ASV00337;seqs=66966;samples=239",0.0139243998029471,0.00771687608057969,0.00015130226878554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108853071704807,0.00863829982061003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00130;seqs=228955;samples=1444",0.0108758625551885,0.00909440891652343,7.21759939436321e-05,0,0,0,0.00926180770070035,0.0167474985968323,0.0134389550545349,0,0,0,0,1.96253905452719e-05,0.000951379068376161,0.00222886695000934,0.0056330338749706,0.00250761513361228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00562;seqs=33995;samples=129",0.00720758686211527,0.00654076727790463,2.54788872675052e-05,2.52238617732375e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00339220820346907,0.023228896809738,0,5.89991386125763e-06,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00419;seqs=50209;samples=152",0.00818749054749112,0.0129094321916381,5.0255877264455e-05,1.43104509223086e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0115918466749147,0.00243385514702351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00512;seqs=38419;samples=94",0.00253114252059677,0.00156863250599468,0.000380708578756585,0,0,0,0.0127389105542618,0.00609319975679654,0.0189703269775623,0.000390473604015888,0.00596880694759238,0.0125495126346152,0.0025532913199145,0.00522089361391803,0.00896123476595029,0.0191613412773042,0.00160205241107972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00250;seqs=103918;samples=976",0.00674724587388414,0.00800676155880935,0.000148075887377304,3.78357926598562e-05,2.55154113084303e-05,0,0.00686994744074538,0.0318453740077649,0.0161573915052981,2.94070804913055e-05,0,0,0,0,0,0.000271274363801723,0.00249567722452641,0.000255085057144045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00258;seqs=100540;samples=321",0.000969355774038307,0.00402651376550436,0,0,0,0,0.0207925296566604,0.0411701232161203,0.0312807259578599,0,0,0,0,0,0.000687417290451937,0.00194745606077762,0.000338637700707408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00263;seqs=99245;samples=308",0.00813822478430891,0.0111055559988597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145928656191744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00142;seqs=206835;samples=502",0.00348960914482676,0.00473244445545764,4.21223539503109e-05,0,0,2.77246388865785e-05,0,0,0,2.72590977238653e-05,0,0,0,0,0,0,0.00288941039638906,0.0272373786712336,0,9.4398621780122e-06,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00008;seqs=3358093;samples=2591",0.00973049944858508,0.00936779709150777,0.00241120475271578,0.00114123968411758,0,0.00133695375231375,0,0,0,0.00132948614817353,0,0,0,0,0,0,0.00860853031644641,0.00019946837342214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00226;seqs=120532;samples=169",0.00481719565595955,0.006915563802058,8.39380077714833e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494889786822832,0.0182574293908697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00265;seqs=98048;samples=701",0.00738812138644483,0.0064298635314554,0.00023867478565528,0,0,0,0.0018947022964855,0.00455247884842376,0.00552022889470796,0,0,0.000137397149474613,0.00123408246908855,0.00786094651595481,0.0158090158242427,0.00971064805123335,0.00336024349997436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV00552;seqs=35366;samples=109",0.00722837259581623,0.00614801244950458,0.000170549200503842,0,0,0,0.00185132976272861,0.00438812992413447,0.00561856129172098,5.17751257766493e-05,2.52585391904277e-05,0,0.000932028356751767,0.00695197452721372,0.0153806687729892,0.00880833345563972,0.00332706362549033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
