Sample,AI_Mod,DBE,NOSC,lambda,HtoC,OtoC,NtoC,PtoC,NtoP,Richness
S19S_0012,0.290872861777191,9.99824253075571,-0.0889217106882244,0.050980436419313,1.15127634781972,0.516966155452003,0.0172104072619486,0.00740546014052404,0.27816091954023,2845
S19S_0049,0.275022900586021,9.32523364485981,-0.161465503116302,0.0500988231344497,1.19129209910163,0.509162333986388,0.0166451285453638,0.00888277640294288,0.127604166666667,2140
S19S_0027,0.274175714005521,10.1967676767677,-0.162419324245527,0.0470764586811727,1.17926411426494,0.500324014748245,0.0127651736020778,0.00818397690251572,0.248306997742664,2475
S19S_0074,0.269908676531442,9.43624406284253,-0.142807314928736,0.0510922703469542,1.19382538319152,0.511556707507945,0.0172089685132262,0.00649557088148821,0.168044077134986,2737
S19S_0036,0.258869899369556,9.33699489996077,-0.155264824581522,0.050599070230639,1.20422516195995,0.516130686323513,0.0166171229650599,0.00850846953501304,0.189066059225513,2549
S19S_0075,0.26352658598613,9.26618990862137,-0.134131126347356,0.0521659481948631,1.19740987575499,0.519473985912521,0.0177182628002237,0.00769652935408805,0.168367346938776,2517
S19S_0076,0.263907872450574,9.55593803786575,-0.160040912851244,0.0504071743280272,1.20094627579879,0.510062047661679,0.016521260093332,0.0080370592388914,0.222689075630252,2905
S19S_0072,0.27246818796195,9.10692541856925,-0.12848369696746,0.052885583025195,1.18393624445584,0.511510216535013,0.0153794589218044,0.00698304655582119,0.128415300546448,2628
S19S_0073,0.285175591152853,9.48912015137181,-0.0831747830237324,0.0532684047227407,1.16004942999708,0.521971202179408,0.0165918173002569,0.00716569030112152,0.168122270742358,3171
S19S_0050,0.289422382969694,9.89970748015044,-0.102118937714373,0.050505642252161,1.15411734492534,0.520660128443811,0.0127386918862582,0.00687904741532344,0.129793510324484,2393
S19S_0063,0.256679852661097,9.16310739709068,-0.167982282597399,0.0524147595742536,1.21680714240571,0.499414868175705,0.023479790626545,0.00727215150178135,0.263917525773196,3231
S19S_0030,0.267977653825185,9.4406779661017,-0.181771734695712,0.0487517149644133,1.20792548524222,0.514470939117268,0.0155785318608568,0.0111797298256375,0.252941176470588,1593
S19S_0071,0.277735849356739,10.2786112301757,-0.166641930859617,0.0461215503142726,1.1764146115641,0.501314914927383,0.0119770731754505,0.00805000489039818,0.190709046454768,2333
S19S_0051,0.296312158173719,10.4173083975064,-0.0679606992943378,0.0495814842651027,1.13961359387595,0.526618231432219,0.014507133167866,0.00751152236317147,0.319047619047619,2727
S19S_0047,0.284919030011592,9.93233082706767,-0.0965981589751507,0.0501622881519053,1.15970101996672,0.521907767455787,0.0144423713750524,0.00715847483842007,0.223918575063613,2660
S19S_0062,0.287215067694631,10.014419852448,-0.0934499657368147,0.0504493887920684,1.15766220114128,0.518508341202329,0.0173732299513441,0.00730695817246678,0.274336283185841,2982
S19S_0070,0.299554655865064,10.3931490852472,-0.0949902545072311,0.0484794576769664,1.13923460618225,0.518212082855299,0.0132016876438712,0.00844777188528848,0.264900662251656,2569
S19S_0068,0.282710214811289,10.1107981220657,-0.136779634274961,0.0474014884424932,1.16951946484316,0.520080393713346,0.0108237594941911,0.00910123985433404,0.167539267015707,2130
S19S_0069,0.277786936742747,9.991254919108,-0.180960676040225,0.0470327542304304,1.19108110302434,0.505326619062494,0.0144101587369546,0.0104697798859504,0.227848101265823,2287
S19S_0066,0.283522534251067,9.55137944822071,-0.0912067340387211,0.0522447668136015,1.16062407427679,0.522571568137356,0.0160006711458613,0.00654231303306796,0.138138138138138,2501
S19S_0077,0.281370821893374,9.64753706360593,-0.100555731726907,0.0507918484271119,1.16301176759693,0.528144637657483,0.0112537137416174,0.00723398080361334,0.165584415584416,2091
S19S_0098,0.250785481270023,9.37527400263042,-0.265517166389294,0.047125397977033,1.24527618344632,0.483026318501585,0.018526711629403,0.0105163143370139,0.228865979381443,2281
S19S_0097,0.263484670293853,9.10674759014638,-0.197476228226834,0.0507974207181376,1.22212898151013,0.491748512906453,0.0235643401776542,0.00828453717164336,0.266524520255864,2801
S19S_0013,0.307758917404318,10.4872103520915,-0.0506379846743385,0.0500418231300609,1.12674990878583,0.51838502063812,0.0200455466365274,0.00649821771732313,0.315450643776824,3323
S19S_0085,0.286625598633226,9.53190519598906,-0.126199837748756,0.051170722967589,1.16835611088507,0.511546858809172,0.0152576090207499,0.00716443722059098,0.1875,2194
S19S_0020,0.280959532078303,9.62340812613705,-0.118065532996805,0.0520407025876611,1.17228669576475,0.510989228467936,0.0166200330052275,0.00722291311781734,0.219712525667351,3298
S19S_0086,0.258094751900337,9.42207792207792,-0.218518215832528,0.0472412664992445,1.21445815726312,0.497584007375209,0.0149788920243579,0.0100805883839485,0.186131386861314,1386
S19S_0084,0.284879066156423,10.4177372565271,-0.10809538612563,0.0472738185891693,1.15590085158541,0.519935530198178,0.0132706276845299,0.00837273074872592,0.179856115107914,2413
S19S_0099,0.231998840195087,7.71676501214856,-0.218093921352779,0.0562707442141653,1.27580931056449,0.497149506208781,0.0222856279037836,0.00639591403195612,0.160458452722063,2881
S19S_0083,0.26121643736359,8.63882760794201,-0.114986536955086,0.0557470533877418,1.21020742968827,0.514248460038181,0.0266587142720428,0.00625819717951913,0.225641025641026,3173
S19S_0014,0.226673307472109,8.0718954248366,-0.335288750731136,0.0504161589982189,1.29792063230712,0.470376875238684,0.0222852428887958,0.0120292448348969,0.258660508083141,1836
S19S_0024,0.217130004995106,7.35333333333333,-0.484563452046938,0.0487244301362351,1.36227534021335,0.439945111657235,0.0189899221127627,0.0144249477627841,0.204081632653061,900
S19S_0094,0.283482020586544,10.0127363952142,-0.169656162780481,0.0477927647782773,1.17729328433158,0.502626149431065,0.0134294386125339,0.00915443780872876,0.154786150712831,2591
S19S_0093,0.308644351913584,10.0788024776325,-0.00191948087148177,0.0531679298377801,1.11540991221764,0.52393028882474,0.0244588661386936,0.00513754362910646,0.370860927152318,2906
S19S_0082,0.259215561501551,8.46236559139785,-0.103458459122747,0.0564912884489515,1.20706153611996,0.525680859213091,0.0215128704335683,0.007070537615968,0.166666666666667,2697
S19S_0081,0.265680204856457,8.66331168831169,-0.193198148594333,0.0537695434908003,1.21467929760627,0.488470332415093,0.0169830540548223,0.00680065632140218,0.160092807424594,3080
S19S_0060,0.275406554800729,8.96188963874553,-0.0885898432496753,0.0551431098677175,1.17922774702846,0.520219437290424,0.0236258205520373,0.00653769847597165,0.218068535825545,2519
S19S_0021,0.262533111436428,9.08056304282719,-0.185278513743454,0.0523507490715331,1.21565379709747,0.49405333786807,0.0210544162213122,0.00737219655858606,0.209803921568627,3339
S19S_0052,0.278244212360347,9.32617342879873,-0.0987124036862815,0.0524313510786114,1.17276727423715,0.52074468742882,0.0192917329364114,0.00707178493077201,0.185393258426966,2514
S19S_0031,0.268108421606485,9.45932415519399,-0.208233107917602,0.0474004418910376,1.20952885915223,0.507523764543348,0.0123227812354239,0.0114548979688268,0.179271708683473,1598
S19S_0087,0.295267330922261,10.2266891891892,-0.0903407616037693,0.0494336078634348,1.1471773875601,0.516325084733296,0.0171073030046163,0.00723624896855051,0.23841059602649,2960
S19S_0059,0.265029416839655,10.2965194109772,-0.166885391971548,0.0462448640921752,1.19042588671166,0.511667680242629,0.0121713866683978,0.00937413404786159,0.212837837837838,2988
S19S_0045,0.238835330142972,7.84442934782609,-0.159644648146764,0.05848036424355,1.25385811424043,0.503883632748007,0.0271280854963864,0.00588137631542755,0.335443037974684,2944
S19S_0017,0.281418979293347,9.5491831769204,-0.088387788874102,0.052125928892212,1.16702254801906,0.51879850893019,0.0199866075180096,0.00604624760003455,0.184357541899441,2877
S19S_0089,0.257763601008985,8.07668898356665,-0.243273681384899,0.0548123355322709,1.24771594495518,0.473827585088743,0.0171028374203028,0.00583688597781657,0.169712793733681,3286
S19S_0032,0.281173150779432,10.1421736158578,-0.174475943685407,0.0471720678423258,1.18054072756599,0.50510063200823,0.0128127507312021,0.01009242943103,0.168852459016393,2926
S19S_0046,0.165516326721574,5.01401869158879,-0.590552696784936,0.0570800615949179,1.53408653771615,0.429888467726085,0.0420782157718762,0.0159868382964998,0.517857142857143,214
S19S_0053,0.262706652692265,8.86307692307692,-0.142198379684688,0.0545484365444821,1.20658637456873,0.507290799895807,0.0190187143365584,0.00637319111902116,0.164251207729469,3250
S19S_0058,0.251070161015186,7.98708487084871,-0.183016923583895,0.0557526409313471,1.24571574512796,0.512983477101086,0.023569959234186,0.00838319823875945,0.186507936507937,1626
S19S_0100,0.262915658662569,8.4578313253012,-0.141076364361085,0.0543951600248773,1.20714884064111,0.529999211756721,0.0141397025348932,0.00808570655761178,0.145161290322581,1245
S19S_0091,0.243300608384889,7.74254143646409,-0.212384491048274,0.0552238895656292,1.25046572985455,0.524871697878959,0.00903505031611698,0.00873127297431332,0.152173913043478,905
S19S_0096,0.227344226183801,7.66369489846459,-0.232354162455529,0.0556790747171022,1.29193508167639,0.502404346643363,0.025769228875091,0.00877942085136518,0.235649546827795,2019
S19S_0057,0.289711929347265,9.49642090193271,-0.081287542249529,0.0525977607426591,1.15723159907321,0.524713069582378,0.0137568476502689,0.0061518784559148,0.23546511627907,2794
S19S_0092,0.197976106679441,6.87693389592124,-0.220559731703233,0.0606735925789876,1.33942342717047,0.500438004901638,0.0367525370342861,0.00648151808011862,0.402439024390244,2844
S19S_0065,0.275879666388529,9.48873291466568,-0.122943993555114,0.0511786200908152,1.18196209441271,0.521684335012682,0.0157688516821243,0.00781591484085695,0.154205607476636,2707
S19S_0079,0.251809033502705,8.42063492063492,-0.15807989929967,0.0548777185870089,1.23710450351639,0.51811088707351,0.0233920047097908,0.0076477311218617,0.164556962025316,2646
S19S_0078,0.270141316912322,9.47722263041881,-0.155763499934763,0.049783113459033,1.19659642530111,0.517387520393327,0.0142250382002302,0.0086304552717897,0.132352941176471,2722
S19S_0054,0.274661720772253,8.97781363453005,-0.123386303503386,0.0539330841583009,1.18665296737878,0.517111404922141,0.0176863764405699,0.00766336263478602,0.111405835543767,2479
S19S_0004,0.260548913717224,9.42139037433155,-0.136683988278271,0.0511585741322731,1.20223037781316,0.522738627715967,0.0166254588452125,0.00770997109210271,0.208715596330275,2805
S19S_0003,0.268151017398714,9.40945512820513,-0.130879736648249,0.051272245275916,1.19002533839768,0.521817178707874,0.0152641367539353,0.00776451408688855,0.221932114882507,2496
S19S_0005,0.26128022790516,8.87716709701217,-0.0397275882646785,0.0561975593878009,1.17989750710896,0.541300581863123,0.0236484408294341,0.00643502383535019,0.160606060606061,2711
S19S_0018,0.266129075237792,9.43325917686318,-0.226797972430579,0.0475759506362344,1.21359398612185,0.497794142355466,0.0134875003130311,0.011612853949333,0.193317422434368,1798
S19S_0019,0.233828852084548,8.11010101010101,-0.423928547518325,0.0468553880545679,1.31836622406595,0.455349672862259,0.0159280191243067,0.0152913141952353,0.244147157190635,990
S19S_0015,0.259972521596781,8.94190476190476,-0.160528829182526,0.0527325785341222,1.21523585753779,0.513197898070146,0.0179504697308799,0.00802503552393517,0.136546184738956,3150
S19S_0090,0.307674710505482,9.73489425981873,-0.0433259675994706,0.0533743446115511,1.12636765940294,0.522085147286226,0.0185144543287597,0.00608870399314873,0.289719626168224,2648
S19S_0080,0.274616860989676,9.22600492206727,-0.0994598137893414,0.0530375543761809,1.17464930155648,0.524217631092038,0.0153457255681837,0.00648929949344114,0.120634920634921,2438
