,44.20,19683091,19683091.1,U,0,unclassified
34,0.01,5077,5077,S,831,Butyrivibrio fibrisolvens
35,0.01,4273,0,S,43305,Butyrivibrio proteoclasticus
36,0.01,4273,4273,S1,515622,Butyrivibrio proteoclasticus B316
37,0.01,3544,3544,S,185008,Butyrivibrio hungatei
38,0.01,3495,0,G,2039240,Anaerotignum
39,0.01,3495,0,S,28446,Anaerotignum propionicum
40,0.01,3495,3495,S1,991789,Anaerotignum propionicum DSM 1682
41,0.01,3424,0,G,1663717,Herbinix
42,0.01,3424,3424,S,1679721,Herbinix luporum
43,0.0,1220,0,G,698776,Cellulosilyticum
44,0.0,1220,0,S,29360,Cellulosilyticum lentocellum
45,0.0,1220,1220,S1,642492,Cellulosilyticum lentocellum DSM 5427
46,0.19,85102,8,F,186806,Eubacteriaceae
47,0.19,83653,326,G,1730,Eubacterium
48,0.1,42760,42760,S,39488,[Eubacterium] hallii
49,0.04,16936,5871,S,1736,Eubacterium limosum
50,0.02,11065,11065,S1,903814,Eubacterium limosum KIST612
51,0.03,12613,0,S,39485,[Eubacterium] eligens
52,0.03,12613,12613,S1,515620,[Eubacterium] eligens ATCC 27750
53,0.02,11018,0,S,29322,[Eubacterium] cellulosolvens
54,0.02,11018,11018,S1,633697,[Eubacterium] cellulosolvens 6
55,0.0,1441,92,G,33951,Acetobacterium
56,0.0,825,825,S,2184575,Acetobacterium sp. KB-1
57,0.0,524,0,S,33952,Acetobacterium woodii
58,0.0,524,524,S1,931626,Acetobacterium woodii DSM 1030
59,0.18,79084,412,F,31979,Clostridiaceae
60,0.09,42041,3152,G,1485,Clostridium
61,0.05,21730,21730,S,1042156,Clostridium sp. SY8519
62,0.0,2050,1872,S,1502,Clostridium perfringens
63,0.0,155,155,S1,195102,Clostridium perfringens str. 13
64,0.0,23,23,S1,883064,Clostridium perfringens F262
65,0.0,2049,1143,S,1491,Clostridium botulinum
66,0.0,268,268,S1,929506,Clostridium botulinum BKT015925
67,0.0,248,0,S1,36826,Clostridium botulinum A
68,0.0,248,248,S2,498214,Clostridium botulinum A3 str. Loch Maree
69,0.0,196,196,S1,1408284,Clostridium botulinum Prevot_594
70,0.0,91,91,S1,36831,Clostridium botulinum F
71,0.0,88,0,S1,36827,Clostridium botulinum B
72,0.0,88,88,S2,935198,Clostridium botulinum B str. Eklund 17B (NRP)
73,0.0,14,14,S1,1415774,Clostridium botulinum 202F
74,0.0,1,1,S1,941968,Clostridium botulinum H04402 065
75,0.0,1394,1394,S,1534,Clostridium kluyveri
76,0.0,1365,1121,S,36745,Clostridium saccharoperbutylacetonicum
77,0.0,244,0,S1,1335640,Clostridium saccharoperbutylacetonicum N1-4
78,0.0,244,244,S2,931276,Clostridium saccharoperbutylacetonicum N1-4(HMT)
79,0.0,1273,1273,S,755731,Clostridium sp. BNL1100
80,0.0,943,14,S,1513,Clostridium tetani
81,0.0,758,758,S1,1231072,Clostridium tetani 12124569
82,0.0,171,171,S1,212717,Clostridium tetani E88
83,0.0,897,897,S,1492,Clostridium butyricum
84,0.0,843,320,S,1501,Clostridium pasteurianum
85,0.0,523,523,S1,86416,Clostridium pasteurianum BC1
86,0.0,740,740,S,641107,Clostridium sp. DL-VIII
87,0.0,659,628,S,1520,Clostridium beijerinckii
88,0.0,30,30,S1,1428454,Clostridium beijerinckii NRRL B-598
89,0.0,1,1,S1,290402,Clostridium beijerinckii NCIMB 8052
90,0.0,608,0,S,1493,Clostridium cellulovorans
91,0.0,608,608,S1,573061,Clostridium cellulovorans 743B
92,0.0,510,345,S,1561,Clostridium baratii
93,0.0,165,165,S1,1415775,Clostridium baratii str. Sullivan
94,0.0,415,415,S,1216932,Clostridium bornimense
95,0.0,406,406,S,1497,Clostridium formicaceticum
96,0.0,388,0,S,238834,Clostridium estertheticum
97,0.0,388,388,S1,1552,Clostridium estertheticum subsp. estertheticum
98,0.0,384,0,S,217159,Clostridium carboxidivorans
99,0.0,384,384,S1,536227,Clostridium carboxidivorans P7
100,0.0,370,0,S,1542,Clostridium novyi
101,0.0,370,370,S1,386415,Clostridium novyi NT
102,0.0,362,362,S,1488,Clostridium acetobutylicum
103,0.0,259,259,S,1494,Clostridium cochlearium
104,0.0,232,232,S,46867,Clostridium chauvoei
105,0.0,212,212,S,169679,Clostridium saccharobutylicum
106,0.0,191,191,S,29341,Clostridium argentinense
107,0.0,148,0,S,84023,Clostridium autoethanogenum
108,0.0,148,148,S1,1341692,Clostridium autoethanogenum DSM 10061
109,0.0,143,143,S,1548,Clostridium scatologenes
110,0.0,93,93,S,394958,Clostridium taeniosporum
111,0.0,83,83,S,84022,Clostridium aceticum
112,0.0,69,69,S,1519,Clostridium tyrobutyricum
113,0.0,59,0,S,1538,Clostridium ljungdahlii
114,0.0,59,59,S1,748727,Clostridium ljungdahlii DSM 13528
115,0.0,11,11,S,332101,Clostridium drakei
116,0.0,2,2,S,1702238,Clostridium sp. MF28
117,0.0,1,1,S,1509,Clostridium sporogenes
118,0.08,34146,0,G,1981033,Mordavella
119,0.08,34146,34146,S,2086584,Mordavella sp. Marseille-P3756
120,0.0,1274,0,G,390805,Geosporobacter
121,0.0,1274,1274,S,1424294,Geosporobacter ferrireducens
122,0.0,970,0,G,114627,Alkaliphilus
123,0.0,546,0,S,461876,Alkaliphilus oremlandii
124,0.0,546,546,S1,350688,Alkaliphilus oremlandii OhILAs
125,0.0,424,0,S,208226,Alkaliphilus metalliredigens
126,0.0,424,424,S1,293826,Alkaliphilus metalliredigens QYMF
127,0.0,129,123,G,49082,Candidatus Arthromitus
128,0.0,6,6,S,1041504,Candidatus Arthromitus sp. SFB-rat-Yit
129,0.0,112,0,F1,189971,unclassified Clostridiaceae
130,0.0,112,112,S,2082193,Clostridiaceae bacterium 14S0207
131,0.16,72924,278,F,541000,Ruminococcaceae
132,0.08,34186,0,G,216851,Faecalibacterium
133,0.08,34186,34186,S,853,Faecalibacterium prausnitzii
134,0.06,26312,0,G,946234,Flavonifractor
135,0.06,26312,26312,S,292800,Flavonifractor plautii
136,0.02,6957,43,G,1263,Ruminococcus
137,0.01,3624,0,S,1161942,Ruminococcus champanellensis
138,0.01,3624,3624,S1,213810,Ruminococcus champanellensis 18P13 = JCM 17042
139,0.0,2041,2041,S,1160721,Ruminococcus bicirculans
140,0.0,1249,0,S,1264,Ruminococcus albus
141,0.0,1249,1249,S1,697329,Ruminococcus albus 7 = DSM 20455
142,0.01,2930,0,F1,552397,unclassified Ruminococcaceae
143,0.0,1560,0,F2,2305133,unclassified Ruminococcaceae (miscellaneous)
144,0.0,1560,1560,S,1572656,Ruminococcaceae bacterium CPB6
145,0.0,1370,1370,S,29343,[Clostridium] cellulosi
146,0.01,2261,0,G,253238,Ethanoligenens
147,0.01,2261,0,S,253239,Ethanoligenens harbinense
148,0.01,2261,2261,S1,663278,Ethanoligenens harbinense YUAN-3
149,0.07,32360,23,F,186804,Peptostreptococcaceae
150,0.07,30264,0,G,1870884,Clostridioides
151,0.07,30264,24005,S,1496,Clostridioides difficile
152,0.01,5848,5848,S1,479831,Clostridioides difficile QCD-63q42
153,0.0,398,398,S1,499175,Clostridioides difficile ATCC 43255
154,0.0,6,6,S1,699037,Clostridioides difficile M68
155,0.0,5,5,S1,272563,Clostridioides difficile 630
156,0.0,1,1,S1,645462,Clostridioides difficile CD196
157,0.0,1,1,S1,699035,Clostridioides difficile M120
158,0.0,613,0,G,44259,Filifactor
159,0.0,613,0,S,143361,Filifactor alocis
160,0.0,613,613,S1,546269,Filifactor alocis ATCC 35896
161,0.0,590,0,G,1481960,Peptoclostridium
162,0.0,590,0,S,1731,Peptoclostridium acidaminophilum
163,0.0,590,590,S1,1286171,Peptoclostridium acidaminophilum DSM 3953
164,0.0,415,0,F1,200630,unclassified Peptostreptococcaceae
165,0.0,415,415,S,2081703,Peptostreptococcaceae bacterium oral taxon 929
166,0.0,362,0,G,186831,Acetoanaerobium
167,0.0,362,362,S,1511,Acetoanaerobium sticklandii
168,0.0,93,0,G,1849828,Paeniclostridium
169,0.0,93,93,S,1505,Paeniclostridium sordellii
170,0.06,24536,775,O1,186813,unclassified Clostridiales
171,0.03,14796,0,G,1392389,Intestinimonas
172,0.03,14796,14796,S,1297617,Intestinimonas butyriciproducens
173,0.02,8965,0,G,2039302,Monoglobus
174,0.02,8965,8965,S,1981510,Monoglobus pectinilyticus
175,0.02,9758,120,F,186807,Peptococcaceae
176,0.01,2871,91,G,36853,Desulfitobacterium
177,0.0,1399,716,S,49338,Desulfitobacterium hafniense
178,0.0,397,397,S1,138119,Desulfitobacterium hafniense Y51
179,0.0,286,286,S1,272564,Desulfitobacterium hafniense DCB-2
180,0.0,652,0,S,36854,Desulfitobacterium dehalogenans
181,0.0,652,652,S1,756499,Desulfitobacterium dehalogenans ATCC 51507
182,0.0,392,0,S,142877,Desulfitobacterium metallireducens
183,0.0,392,392,S1,871968,Desulfitobacterium metallireducens DSM 15288
184,0.0,337,0,S,233055,Desulfitobacterium dichloroeliminans
185,0.0,337,337,S1,871963,Desulfitobacterium dichloroeliminans LMG P-21439
186,0.0,2081,5,G,79206,Desulfosporosinus
187,0.0,660,0,S,1563,Desulfosporosinus orientis
188,0.0,660,660,S1,768706,Desulfosporosinus orientis DSM 765
189,0.0,660,0,S,339862,Desulfosporosinus youngiae
190,0.0,660,660,S1,768710,Desulfosporosinus youngiae DSM 17734
191,0.0,437,0,S,79209,Desulfosporosinus meridiei
192,0.0,437,437,S1,768704,Desulfosporosinus meridiei DSM 13257
193,0.0,319,0,S,885581,Desulfosporosinus acidiphilus
194,0.0,319,319,S1,646529,Desulfosporosinus acidiphilus SJ4
195,0.0,1131,10,G,1562,Desulfotomaculum
196,0.0,515,0,S,1564,Desulfotomaculum ruminis
197,0.0,515,515,S1,696281,Desulfotomaculum ruminis DSM 2154
198,0.0,362,0,S,1565,Desulfotomaculum nigrificans
199,0.0,362,362,S1,868595,Desulfotomaculum nigrificans CO-1-SRB
200,0.0,135,0,S,59610,Desulfotomaculum reducens
201,0.0,135,135,S1,349161,Desulfotomaculum reducens MI-1
202,0.0,109,109,S,1833852,Desulfotomaculum ferrireducens
203,0.0,802,652,G,56112,Dehalobacter
204,0.0,132,0,S,55583,Dehalobacter restrictus
205,0.0,132,132,S1,871738,Dehalobacter restrictus DSM 9455
206,0.0,16,16,S,1131462,Dehalobacter sp. CF
207,0.0,2,2,S,1147129,Dehalobacter sp. DCA
208,0.0,686,0,G,51196,Syntrophobotulus
209,0.0,686,0,S,51197,Syntrophobotulus glycolicus
210,0.0,686,686,S1,645991,Syntrophobotulus glycolicus DSM 8271
211,0.0,543,0,G,2282740,Desulfallas
212,0.0,543,0,S,102134,Desulfallas gibsoniae
213,0.0,543,543,S1,767817,Desulfallas gibsoniae DSM 7213
214,0.0,516,0,G,278993,Thermincola
215,0.0,516,0,S,863643,Thermincola potens
216,0.0,516,516,S1,635013,Thermincola potens JR
217,0.0,460,0,G,51514,Dehalobacterium
218,0.0,460,460,S,51515,Dehalobacterium formicoaceticum
219,0.0,333,0,G,2282742,Desulfofarcimen
220,0.0,333,0,S,58138,Desulfofarcimen acetoxidans
221,0.0,333,333,S1,485916,Desulfofarcimen acetoxidans DSM 771
222,0.0,215,0,G,471826,Candidatus Desulforudis
223,0.0,215,0,S,471827,Candidatus Desulforudis audaxviator
224,0.0,215,215,S1,477974,Candidatus Desulforudis audaxviator MP104C
225,0.02,7203,9,F,2304686,Hungateiclostridiaceae
226,0.01,3262,31,G,2304692,Hungateiclostridium
227,0.0,1226,0,S,288965,Hungateiclostridium clariflavum
228,0.0,1226,1226,S1,720554,Hungateiclostridium clariflavum DSM 19732
229,0.0,1175,1163,S,1515,Hungateiclostridium thermocellum
230,0.0,12,12,S1,203119,Hungateiclostridium thermocellum ATCC 27405
231,0.0,830,830,S,1677857,Hungateiclostridium saccincola
232,0.0,1387,0,G,2304693,Pseudoclostridium
233,0.0,1387,1387,S,84032,Pseudoclostridium thermosuccinogenes
234,0.0,1151,0,G,2304691,Thermoclostridium
235,0.0,1151,1149,S,1510,Thermoclostridium stercorarium
236,0.0,2,0,S1,29351,Thermoclostridium stercorarium subsp. thermolacticum
237,0.0,2,2,S2,1121336,Thermoclostridium stercorarium subsp. thermolacticum DSM 2910
238,0.0,1071,0,G,1508657,Ruminiclostridium
239,0.0,1071,0,S,1521,Ruminiclostridium cellulolyticum
240,0.0,1071,1071,S1,394503,Ruminiclostridium cellulolyticum H10
241,0.0,275,0,G,1637257,Mageeibacillus
242,0.0,275,0,S,884684,Mageeibacillus indolicus
243,0.0,275,275,S1,699246,Mageeibacillus indolicus UPII9-5
244,0.0,47,0,G,236752,Fastidiosipila
245,0.0,47,47,S,236753,Fastidiosipila sanguinis
246,0.0,1,0,F1,2305130,unclassified Hungateiclostridiaceae
247,0.0,1,1,S,1834198,Hungateiclostridiaceae bacterium KB18
248,0.01,3011,0,O1,538999,Clostridiales incertae sedis
249,0.0,1986,9,F,543314,Clostridiales Family XIII. Incertae Sedis
250,0.0,1172,91,G,86331,Mogibacterium
251,0.0,576,576,S,114527,Mogibacterium diversum
252,0.0,505,505,S,86332,Mogibacterium pumilum
253,0.0,805,0,S,143393,[Eubacterium] sulci
254,0.0,805,805,S1,888727,Eubacterium sulci ATCC 35585
255,0.0,787,0,F,543347,Clostridiales Family XVI. Incertae Sedis
256,0.0,787,0,G,178898,Carboxydocella
257,0.0,787,787,S,178899,Carboxydocella thermautotrophica
258,0.0,238,0,F,539000,Clostridiales Family XVII. Incertae Sedis
259,0.0,238,0,G,73918,Thermaerobacter
260,0.0,238,0,S,73919,Thermaerobacter marianensis
261,0.0,238,238,S1,644966,Thermaerobacter marianensis DSM 12885
262,0.01,2698,0,F,216572,Oscillospiraceae
263,0.01,2698,0,G,459786,Oscillibacter
264,0.01,2698,0,S,351091,Oscillibacter valericigenes
265,0.01,2698,2698,S1,693746,Oscillibacter valericigenes Sjm18-20
266,0.01,2521,0,F,990719,Christensenellaceae
267,0.01,2521,0,G,990721,Christensenella
268,0.01,2521,2521,S,1805714,Christensenella massiliensis
269,0.0,643,0,F,543349,Symbiobacteriaceae
270,0.0,643,0,G,2733,Symbiobacterium
271,0.0,643,0,S,2734,Symbiobacterium thermophilum
272,0.0,643,643,S1,292459,Symbiobacterium thermophilum IAM 14863
273,0.0,576,0,F,68298,Syntrophomonadaceae
274,0.0,446,0,G,862,Syntrophomonas
275,0.0,446,0,S,863,Syntrophomonas wolfei
276,0.0,446,0,S1,370885,Syntrophomonas wolfei subsp. wolfei
277,0.0,446,446,S2,335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
278,0.0,130,0,G,129001,Syntrophothermus
279,0.0,130,0,S,86170,Syntrophothermus lipocalidus
280,0.0,130,130,S1,643648,Syntrophothermus lipocalidus DSM 12680
281,0.0,458,0,F,31984,Heliobacteriaceae
282,0.0,458,0,G,2697,Heliobacterium
283,0.0,458,0,S,35701,Heliobacterium modesticaldum
284,0.0,458,458,S1,498761,Heliobacterium modesticaldum Ice1
285,0.01,4628,3,O,68295,Thermoanaerobacterales
286,0.0,2174,1,F,186814,Thermoanaerobacteraceae
287,0.0,692,343,G,1754,Thermoanaerobacter
288,0.0,131,131,S,2325,Thermoanaerobacter kivui
289,0.0,106,0,S,46354,Thermoanaerobacter wiegelii
290,0.0,106,106,S1,697303,Thermoanaerobacter wiegelii Rt8.B1
291,0.0,84,0,S,106578,Thermoanaerobacter siderophilus
292,0.0,84,84,S1,880478,Thermoanaerobacter siderophilus SR4
293,0.0,18,0,S,583357,Thermoanaerobacter mathranii
294,0.0,18,0,S1,57481,Thermoanaerobacter mathranii subsp. mathranii
295,0.0,18,18,S2,583358,Thermoanaerobacter mathranii subsp. mathranii str. A3
296,0.0,10,0,S,108150,Thermoanaerobacter italicus
297,0.0,10,10,S1,580331,Thermoanaerobacter italicus Ab9
298,0.0,350,0,F1,42857,Moorella group
299,0.0,302,0,G,44260,Moorella
300,0.0,302,302,S,1525,Moorella thermoacetica
301,0.0,48,0,G,42837,Ammonifex
302,0.0,48,0,S,42838,Ammonifex degensii
303,0.0,48,48,S1,429009,Ammonifex degensii KC4
304,0.0,282,0,G,249529,Caldanaerobacter
305,0.0,282,0,S,911092,Caldanaerobacter subterraneus
306,0.0,282,0,S1,119072,Caldanaerobacter subterraneus subsp. tengcongensis
307,0.0,282,282,S2,273068,Caldanaerobacter subterraneus subsp. tengcongensis MB4
308,0.0,266,0,G,140458,Thermacetogenium
309,0.0,266,0,S,85874,Thermacetogenium phaeum
310,0.0,266,266,S1,1089553,Thermacetogenium phaeum DSM 12270
311,0.0,252,0,G,499228,Tepidanaerobacter
312,0.0,252,0,S,499229,Tepidanaerobacter acetatoxydans
313,0.0,252,252,S1,1209989,Tepidanaerobacter acetatoxydans Re1
314,0.0,227,0,G,129957,Carboxydothermus
315,0.0,227,0,S,129958,Carboxydothermus hydrogenoformans
316,0.0,227,227,S1,246194,Carboxydothermus hydrogenoformans Z-2901
317,0.0,104,0,G,202949,Thermanaeromonas
318,0.0,104,0,S,161154,Thermanaeromonas toyohensis
319,0.0,104,104,S1,698762,Thermanaeromonas toyohensis ToBE
320,0.0,1814,1,F,543371,Thermoanaerobacterales Family III. Incertae Sedis
321,0.0,820,264,G,44000,Caldicellulosiruptor
322,0.0,267,0,S,44001,Caldicellulosiruptor saccharolyticus
323,0.0,267,267,S1,351627,Caldicellulosiruptor saccharolyticus DSM 8903
324,0.0,101,0,S,52766,Caldicellulosiruptor lactoaceticus
325,0.0,101,101,S1,632516,Caldicellulosiruptor lactoaceticus 6A
326,0.0,87,0,S,717609,Caldicellulosiruptor obsidiansis
327,0.0,87,87,S1,608506,Caldicellulosiruptor obsidiansis OB47
328,0.0,68,0,S,413888,Caldicellulosiruptor hydrothermalis
329,0.0,68,68,S1,632292,Caldicellulosiruptor hydrothermalis 108
330,0.0,18,0,S,55205,Caldicellulosiruptor owensensis
331,0.0,18,18,S1,632518,Caldicellulosiruptor owensensis OL
332,0.0,9,0,S,52765,Caldicellulosiruptor kristjanssonii
333,0.0,9,9,S1,632335,Caldicellulosiruptor kristjanssonii I77R1B
334,0.0,5,0,S,413889,Caldicellulosiruptor kronotskyensis
335,0.0,5,5,S1,632348,Caldicellulosiruptor kronotskyensis 2002
336,0.0,1,0,S,31899,Caldicellulosiruptor bescii
337,0.0,1,1,S1,521460,Caldicellulosiruptor bescii DSM 6725
338,0.0,660,3,G,28895,Thermoanaerobacterium
339,0.0,297,294,S,1517,Thermoanaerobacterium thermosaccharolyticum
340,0.0,2,2,S1,580327,Thermoanaerobacterium thermosaccharolyticum DSM 571
341,0.0,1,1,S1,698948,Thermoanaerobacterium thermosaccharolyticum M0795
342,0.0,240,240,S,1550240,Thermoanaerobacterium sp. RBIITD
343,0.0,120,0,S,29329,Thermoanaerobacterium xylanolyticum
344,0.0,120,120,S1,858215,Thermoanaerobacterium xylanolyticum LX-11
345,0.0,333,0,G,291988,Thermosediminibacter
346,0.0,333,0,S,291990,Thermosediminibacter oceani
347,0.0,333,333,S1,555079,Thermosediminibacter oceani DSM 16646
348,0.0,572,0,F,543372,Thermoanaerobacterales Family IV. Incertae Sedis
349,0.0,572,0,G,252965,Mahella
350,0.0,572,0,S,252966,Mahella australiensis
351,0.0,572,572,S1,697281,Mahella australiensis 50-1 BON
352,0.0,65,0,F,227387,Thermodesulfobiaceae
353,0.0,65,6,G,227388,Thermodesulfobium
354,0.0,50,0,S,184064,Thermodesulfobium narugense
355,0.0,50,50,S1,747365,Thermodesulfobium narugense DSM 14796
356,0.0,9,9,S,1794699,Thermodesulfobium acidiphilum
357,0.0,1277,0,O,53433,Halanaerobiales
358,0.0,828,0,F,53434,Halobacteroidaceae
359,0.0,728,0,G,28186,Acetohalobium
360,0.0,728,0,S,28187,Acetohalobium arabaticum
361,0.0,728,728,S1,574087,Acetohalobium arabaticum DSM 5501
362,0.0,100,0,G,42417,Halobacteroides
363,0.0,100,0,S,42422,Halobacteroides halobius
364,0.0,100,100,S1,748449,Halobacteroides halobius DSM 5150
365,0.0,449,0,F,972,Halanaerobiaceae
366,0.0,393,0,G,2330,Halanaerobium
367,0.0,325,325,S,656519,Halanaerobium hydrogeniformans
368,0.0,68,0,S,2331,Halanaerobium praevalens
369,0.0,68,68,S1,572479,Halanaerobium praevalens DSM 2228
370,0.0,56,0,G,32636,Halothermothrix
371,0.0,56,0,S,31909,Halothermothrix orenii
372,0.0,56,56,S1,373903,Halothermothrix orenii H 168
373,0.0,51,0,O,485256,Natranaerobiales
374,0.0,51,0,F,485255,Natranaerobiaceae
375,0.0,51,0,G,375928,Natranaerobius
376,0.0,51,0,S,375929,Natranaerobius thermophilus
377,0.0,51,51,S1,457570,Natranaerobius thermophilus JW/NM-WN-LF
378,1.01,451220,425,C,909932,Negativicutes
379,0.77,343137,0,O,1843489,Veillonellales
380,0.77,343137,93,F,31977,Veillonellaceae
381,0.77,341547,3042,G,906,Megasphaera
382,0.75,335100,335100,S,2144175,Megasphaera sp. AJH120
383,0.0,2054,1190,S,907,Megasphaera elsdenii
384,0.0,475,475,S1,1064535,Megasphaera elsdenii DSM 20460
385,0.0,389,389,S1,1458465,Megasphaera elsdenii 14-14
386,0.0,1351,1351,S,1675036,Megasphaera hexanoica
387,0.0,917,0,G,39948,Dialister
388,0.0,779,779,S,2161821,Dialister sp. Marseille-P5638
389,0.0,138,138,S,39950,Dialister pneumosintes
390,0.0,380,1,G,29465,Veillonella
391,0.0,205,205,S,29466,Veillonella parvula
392,0.0,174,174,S,248315,Veillonella rodentium
393,0.0,200,0,G,909928,Negativicoccus
394,0.0,200,200,S,1702287,Negativicoccus massiliensis
395,0.22,98905,0,O,1843488,Acidaminococcales
396,0.22,98905,0,F,909930,Acidaminococcaceae
397,0.22,98905,137,G,904,Acidaminococcus
398,0.14,61846,0,S,187327,Acidaminococcus intestini
399,0.14,61846,61846,S1,568816,Acidaminococcus intestini RyC-MR95
400,0.08,36922,0,S,905,Acidaminococcus fermentans
401,0.08,36922,36922,S1,591001,Acidaminococcus fermentans DSM 20731
402,0.02,8753,5,O,909929,Selenomonadales
403,0.02,8278,10,F,1843491,Selenomonadaceae
404,0.02,7938,1233,G,970,Selenomonas
405,0.01,2397,0,S,971,Selenomonas ruminantium
406,0.01,2397,0,S1,114197,Selenomonas ruminantium subsp. lactilytica
407,0.01,2397,2397,S2,927704,Selenomonas ruminantium subsp. lactilytica TAM6421
408,0.0,1615,1615,S,712528,Selenomonas sp. oral taxon 126
409,0.0,1603,0,S,69823,Selenomonas sputigena
410,0.0,1603,1603,S1,546271,Selenomonas sputigena ATCC 35185
411,0.0,445,445,S,1884263,Selenomonas sp. oral taxon 920
412,0.0,376,376,S,712538,Selenomonas sp. oral taxon 478
413,0.0,269,269,S,713030,Selenomonas sp. oral taxon 136
414,0.0,330,0,G,158846,Megamonas
415,0.0,330,330,S,158847,Megamonas hypermegale
416,0.0,470,0,F,1843490,Sporomusaceae
417,0.0,470,10,G,365348,Pelosinus
418,0.0,231,0,S,365349,Pelosinus fermentans
419,0.0,231,231,S1,1192197,Pelosinus fermentans JBW45
420,0.0,229,229,S,484770,Pelosinus sp. UFO1
421,0.29,127882,2022,C,91061,Bacilli
422,0.2,90523,2784,O,1385,Bacillales
423,0.09,42054,498,F,186822,Paenibacillaceae
424,0.08,37624,5749,G,44249,Paenibacillus
425,0.0,2037,2037,S,1464,Paenibacillus larvae
426,0.0,1926,954,S,44251,Paenibacillus durus
427,0.0,972,972,S1,1333534,Paenibacillus durus ATCC 35681
428,0.0,1815,1147,S,61624,Paenibacillus mucilaginosus
429,0.0,458,458,S1,997761,Paenibacillus mucilaginosus K02
430,0.0,196,196,S1,1036673,Paenibacillus mucilaginosus KNP414
431,0.0,14,14,S1,1116391,Paenibacillus mucilaginosus 3016
432,0.0,1659,1659,S,414771,Paenibacillus donghaensis
433,0.0,1375,1375,S,1536773,Paenibacillus sp. FSL R7-0331
434,0.0,1264,1264,S,1695218,Paenibacillus sp. 32O-W
435,0.0,1200,1200,S,1536772,Paenibacillus sp. FSL R7-0273
436,0.0,1200,1200,S,169760,Paenibacillus stellifer
437,0.0,1101,1101,S,59843,Paenibacillus glucanolyticus
438,0.0,1023,1023,S,1870819,Paenibacillus sp. BIHB4019
439,0.0,1022,1022,S,1616788,Paenibacillus bovis
440,0.0,984,984,S,1870820,Paenibacillus ihbetae
441,0.0,978,978,S,1536774,Paenibacillus sp. FSL H7-0357
442,0.0,973,973,S,1462996,Paenibacillus yonginensis
443,0.0,886,886,S,528191,Paenibacillus xylanexedens
444,0.0,885,885,S,481743,Paenibacillus sp. Y412MC10
445,0.0,860,860,S,1178515,Paenibacillus swuensis
446,0.0,858,0,G1,2044880,Paenibacillus sonchi group
447,0.0,858,0,S,483937,Paenibacillus riograndensis
448,0.0,858,858,S1,1073571,Paenibacillus riograndensis SBR5
449,0.0,836,836,S,160799,Paenibacillus borealis
450,0.0,726,680,S,1406,Paenibacillus polymyxa
451,0.0,25,25,S1,886882,Paenibacillus polymyxa SC2
452,0.0,12,12,S1,349520,Paenibacillus polymyxa E681
453,0.0,9,9,S1,1429244,Paenibacillus polymyxa CR1
454,0.0,716,716,S,2023772,Paenibacillus sp. RUD330
455,0.0,692,692,S,1126833,Paenibacillus beijingensis
456,0.0,689,689,S,189425,Paenibacillus graminis
457,0.0,602,602,S,1619311,Paenibacillus physcomitrellae
458,0.0,572,572,S,324057,Paenibacillus sp. JDR-2
459,0.0,562,562,S,1763538,Paenibacillus crassostreae
460,0.0,546,0,S,365617,Paenibacillus sabinae
461,0.0,546,546,S1,1268072,Paenibacillus sabinae T27
462,0.0,522,522,S,1536771,Paenibacillus sp. FSL R5-0912
