,38.71,19483860,19483860.1,U,0,unclassified
247,0.0,1,1,S,1250153,Maribacter sp. MAR_2009_60
248,0.0,1,1,S,1644130,Maribacter sp. 1_2014MBL_MicDiv
249,0.0,560,45,G,76831,Myroides
250,0.0,361,0,S,256,Myroides odoratus
251,0.0,361,361,S1,929704,Myroides odoratus DSM 2801
252,0.0,148,148,S,480520,Myroides profundi
253,0.0,5,5,S,1583100,Myroides sp. A21
254,0.0,1,1,S,76832,Myroides odoratimimus
255,0.0,442,0,G,104264,Cellulophaga
256,0.0,250,250,S,979,Cellulophaga lytica
257,0.0,136,82,S,76594,Cellulophaga baltica
258,0.0,54,54,S1,1348585,Cellulophaga baltica NN016038
259,0.0,56,0,S,59600,Cellulophaga algicola
260,0.0,56,56,S1,688270,Cellulophaga algicola DSM 14237
261,0.0,429,0,G,1204360,Siansivirga
262,0.0,429,0,S,762954,Siansivirga zeaxanthinifaciens
263,0.0,429,429,S1,1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1
264,0.0,412,0,G,112040,Zobellia
265,0.0,412,412,S,63186,Zobellia galactanivorans
266,0.0,400,0,G,244698,Gillisia
267,0.0,400,400,S,1336796,Gillisia sp. Hel1_33_143
268,0.0,392,0,G,178469,Arenibacter
269,0.0,392,392,S,616991,Arenibacter algicola
270,0.0,384,0,G,1649495,Seonamhaeicola
271,0.0,384,384,S,1936081,Seonamhaeicola sp. S2-3
272,0.0,367,33,G,326319,Dokdonia
273,0.0,178,178,S,1239415,Dokdonia sp. PRO95
274,0.0,150,150,S,983548,Dokdonia sp. 4H-3-7-5
275,0.0,4,0,S,326320,Dokdonia donghaensis
276,0.0,4,4,S1,1300343,Dokdonia donghaensis DSW-1
277,0.0,2,2,S,2173169,Dokdonia sp. Dokd-P16
278,0.0,358,0,G,216431,Croceibacter
279,0.0,358,0,S,313588,Croceibacter atlanticus
280,0.0,358,358,S1,216432,Croceibacter atlanticus HTCC2559
281,0.0,235,0,G,291183,Lacinutrix
282,0.0,215,215,S,1486034,Lacinutrix venerupis
283,0.0,16,16,S,2057808,Lacinutrix sp. Bg11-31
284,0.0,4,4,S,983544,Lacinutrix sp. 5H-3-7-4
285,0.0,227,0,G,336276,Olleya
286,0.0,168,168,S,2058135,Olleya sp. Bg11-27
287,0.0,59,59,S,639310,Olleya aquimaris
288,0.0,222,0,G,1518147,Wenyingzhuangia
289,0.0,222,222,S,1790137,Wenyingzhuangia fucanilytica
290,0.0,218,0,G,393005,Tamlana
291,0.0,218,218,S,2069432,Tamlana sp. UJ94
292,0.0,186,0,G,358023,Lutibacter
293,0.0,181,181,S,1622118,Lutibacter profundi
294,0.0,5,5,S,1850246,Lutibacter sp. LPB0138
295,0.0,184,0,G,389486,Sediminicola
296,0.0,184,184,S,1453352,Sediminicola sp. YIK13
297,0.0,176,0,G,34084,Riemerella
298,0.0,176,176,S,34085,Riemerella anatipestifer
299,0.0,66,0,G,252306,Robiginitalea
300,0.0,66,0,S,252307,Robiginitalea biformata
301,0.0,66,66,S1,313596,Robiginitalea biformata HTCC2501
302,0.0,63,0,G,221065,Kordia
303,0.0,63,63,S,2282170,Kordia sp. SMS9
304,0.0,63,0,G,1176327,Aureitalea
305,0.0,63,63,S,2094025,Aureitalea sp. RR4-38
306,0.0,54,0,G,1209327,Flavivirga
307,0.0,54,54,S,1803846,Flavivirga eckloniae
308,0.0,41,0,G,444459,Flagellimonas
309,0.0,41,41,S,1383885,Flagellimonas sp. HME9304
310,0.0,39,0,G,1013,Weeksella
311,0.0,39,0,S,1014,Weeksella virosa
312,0.0,39,39,S1,865938,Weeksella virosa DSM 16922
313,0.0,34,0,G,261827,Algibacter
314,0.0,34,34,S,1736674,Algibacter alginicilyticus
315,0.0,13,0,G,379070,Gilvibacter
316,0.0,13,13,S,754429,Gilvibacter sp. SZ-19
317,0.0,7,0,G,153265,Aequorivita
318,0.0,7,0,S,101385,Aequorivita sublithincola
319,0.0,7,7,S1,746697,Aequorivita sublithincola DSM 14238
320,0.0,5,0,G,83612,Psychroflexus
321,0.0,5,0,S,57029,Psychroflexus torquis
322,0.0,5,5,S1,313595,Psychroflexus torquis ATCC 700755
323,0.0,196,0,F,246874,Cryomorphaceae
324,0.0,196,0,G,267986,Owenweeksia
325,0.0,196,0,S,253245,Owenweeksia hongkongensis
326,0.0,196,196,S1,926562,Owenweeksia hongkongensis DSM 17368
327,0.0,60,0,F,39782,Blattabacteriaceae
328,0.0,60,25,G,34098,Blattabacterium
329,0.0,26,26,S,1316444,Blattabacterium sp. (Nauphoeta cinerea)
330,0.0,3,3,S,1186051,Blattabacterium sp. (Blaberus giganteus)
331,0.0,2,0,S,624186,Blattabacterium sp. (Blattella germanica)
332,0.0,2,2,S1,331104,Blattabacterium sp. (Blattella germanica) str. Bge
333,0.0,2,2,S,1653831,Blattabacterium cuenoti
334,0.0,1,1,S,164514,Blattabacterium punctulatus
335,0.0,1,0,S,367806,Blattabacterium sp. (Blatta orientalis)
336,0.0,1,1,S1,1072467,Blattabacterium sp. (Blatta orientalis) str. Tarazona
337,0.0,36,0,F,1853230,Crocinitomicaceae
338,0.0,36,0,G,332102,Fluviicola
339,0.0,36,0,S,191579,Fluviicola taffensis
340,0.0,36,36,S1,755732,Fluviicola taffensis DSM 16823
341,0.0,9,0,O1,313602,unclassified Flavobacteriales
342,0.0,7,0,G,336809,Candidatus Sulcia
343,0.0,7,6,S,336810,Candidatus Sulcia muelleri
344,0.0,1,1,S1,1189303,Candidatus Sulcia muelleri PSPU
345,0.0,2,0,G,1940138,Candidatus Walczuchella
346,0.0,2,2,S,1415657,Candidatus Walczuchella monophlebidarum
347,0.0,5,0,F,1755828,Ichthyobacteriaceae
348,0.0,5,0,G,1755829,Ichthyobacterium
349,0.0,5,5,S,242600,Ichthyobacterium seriolicida
350,0.02,12474,0,C,768503,Cytophagia
351,0.02,12474,204,O,768507,Cytophagales
352,0.01,4004,34,F,89373,Cytophagaceae
353,0.0,1997,69,G,107,Spirosoma
354,0.0,836,836,S,2057025,Spirosoma pollinicola
355,0.0,478,478,S,1211326,Spirosoma aerolatum
356,0.0,348,348,S,1379870,Spirosoma radiotolerans
357,0.0,222,222,S,564064,Spirosoma rigui
358,0.0,44,44,S,1178516,Spirosoma montaniterrae
359,0.0,798,0,G,105,Runella
360,0.0,425,0,S,106,Runella slithyformis
361,0.0,425,425,S1,761193,Runella slithyformis DSM 19594
362,0.0,373,373,S,2259595,Runella sp. HYN0085
363,0.0,375,0,G,861914,Fibrella
364,0.0,300,0,S,651143,Fibrella aestuarina
365,0.0,300,300,S1,1166018,Fibrella aestuarina BUZ 2
366,0.0,75,75,S,1834519,Fibrella sp. ES10-3-2-2
367,0.0,263,0,G,319458,Leadbetterella
368,0.0,263,0,S,316068,Leadbetterella byssophila
369,0.0,263,263,S1,649349,Leadbetterella byssophila DSM 17132
370,0.0,226,0,G,120831,Dyadobacter
371,0.0,226,0,S,94254,Dyadobacter fermentans
372,0.0,226,226,S1,471854,Dyadobacter fermentans DSM 18053
373,0.0,196,0,G,1664383,Pseudarcicella
374,0.0,196,196,S,2183547,Pseudarcicella sp. HME7025
375,0.0,78,0,G,978,Cytophaga
376,0.0,78,0,S,985,Cytophaga hutchinsonii
377,0.0,78,78,S1,269798,Cytophaga hutchinsonii ATCC 33406
378,0.0,37,0,G,2173039,Arcticibacterium
379,0.0,37,37,S,1784714,Arcticibacterium luteifluviistationis
380,0.01,3286,0,F,563798,Cyclobacteriaceae
381,0.0,1215,187,G,390846,Echinicola
382,0.0,621,621,S,1795355,Echinicola strongylocentroti
383,0.0,407,0,S,390884,Echinicola vietnamensis
384,0.0,407,407,S1,926556,Echinicola vietnamensis DSM 17526
385,0.0,916,17,G,68288,Cyclobacterium
386,0.0,697,697,S,320787,Cyclobacterium amurskyense
387,0.0,202,0,S,104,Cyclobacterium marinum
388,0.0,202,202,S1,880070,Cyclobacterium marinum DSM 745
389,0.0,614,0,G,280472,Aquiflexum
390,0.0,614,0,S,280473,Aquiflexum balticum
391,0.0,614,614,S1,758820,Aquiflexum balticum DSM 16537
392,0.0,359,0,G,232244,Belliella
393,0.0,359,0,S,232259,Belliella baltica
394,0.0,359,359,S1,866536,Belliella baltica DSM 15883
395,0.0,182,0,G,246875,Algoriphagus
396,0.0,169,169,S,388413,Algoriphagus machipongonensis
397,0.0,13,13,S,1727163,Algoriphagus sp. M8-2
398,0.01,2636,2,F,1853232,Hymenobacteraceae
399,0.0,1229,72,G,89966,Hymenobacter
400,0.0,440,440,S,1411621,Hymenobacter sedentarius
401,0.0,322,322,S,1484116,Hymenobacter sp. PAMC 26554
402,0.0,139,139,S,1385664,Hymenobacter sp. DG25B
403,0.0,63,63,S,1356852,Hymenobacter sp. APR13
404,0.0,62,0,S,1446467,Hymenobacter swuensis
405,0.0,62,62,S1,1227739,Hymenobacter swuensis DY53
406,0.0,50,50,S,1385663,Hymenobacter sp. DG25A
407,0.0,50,50,S,1850093,Hymenobacter nivis
408,0.0,31,31,S,1484118,Hymenobacter sp. PAMC 26628
409,0.0,922,1,G,1379908,Rufibacter
410,0.0,539,539,S,512763,Rufibacter tibetensis
411,0.0,366,366,S,1379910,Rufibacter sp. DG31D
412,0.0,16,16,S,1379909,Rufibacter sp. DG15C
413,0.0,483,0,G,323449,Pontibacter
414,0.0,359,359,S,400092,Pontibacter korlensis
415,0.0,124,124,S,388950,Pontibacter akesuensis
416,0.0,1124,0,F,200667,Flammeovirgaceae
417,0.0,786,0,G,59739,Flammeovirga
418,0.0,786,786,S,1191459,Flammeovirga sp. MY04
419,0.0,310,0,F1,340671,unclassified Flammeovirgaceae
420,0.0,310,310,S,1257021,Flammeovirgaceae bacterium 311
421,0.0,28,0,G,869806,Marivirga
422,0.0,28,0,S,1006,Marivirga tractuosa
423,0.0,28,28,S1,643867,Marivirga tractuosa DSM 4126
424,0.0,908,0,F,1853234,Persicobacteraceae
425,0.0,908,0,G,59740,Persicobacter
426,0.0,908,908,S,1085624,Persicobacter sp. JZB09
427,0.0,225,0,F,1937968,Bernardetiaceae
428,0.0,225,0,G,1937972,Bernardetia
429,0.0,225,0,S,999,Bernardetia litoralis
430,0.0,225,225,S1,880071,Bernardetia litoralis DSM 6794
431,0.0,75,0,O1,1124781,unclassified Cytophagales
432,0.0,75,0,O2,1751870,unclassified Cytophagales (miscellaneous)
433,0.0,75,75,S,1945892,Cytophagales bacterium TFI 002
434,0.0,12,0,F,1501348,Amoebophilaceae
435,0.0,9,4,G,273135,Candidatus Cardinium
436,0.0,3,3,S,247481,Candidatus Cardinium hertigii
437,0.0,1,0,S,249402,Cardinium endosymbiont of Encarsia pergandiella
438,0.0,1,1,S1,1231626,Cardinium endosymbiont cEper1 of Encarsia pergandiella
439,0.0,1,1,S,650378,Cardinium endosymbiont of Sogatella furcifera
440,0.0,3,0,G,281119,Candidatus Amoebophilus
441,0.0,3,0,S,281120,Candidatus Amoebophilus asiaticus
442,0.0,3,3,S1,452471,Candidatus Amoebophilus asiaticus 5a2
443,0.02,10195,0,C,117747,Sphingobacteriia
444,0.02,10195,0,O,200666,Sphingobacteriales
445,0.02,10195,195,F,84566,Sphingobacteriaceae
446,0.01,3204,12,G,84567,Pedobacter
447,0.0,912,0,S,984,Pedobacter heparinus
448,0.0,912,912,S1,485917,Pedobacter heparinus DSM 2366
449,0.0,752,752,S,1727164,Pedobacter sp. PACM 27299
450,0.0,536,536,S,188932,Pedobacter cryoconitis
451,0.0,529,529,S,430522,Pedobacter steynii
452,0.0,463,463,S,363852,Pedobacter ginsengisoli
453,0.0,2411,207,G,28453,Sphingobacterium
454,0.0,1007,1007,S,1538644,Sphingobacterium sp. ML3W
455,0.0,514,514,S,743722,Sphingobacterium sp. 21
456,0.0,255,255,S,1933220,Sphingobacterium sp. B29
457,0.0,235,235,S,1010,Sphingobacterium mizutaii
458,0.0,193,193,S,2003121,Sphingobacterium sp. G1-14
459,0.0,2276,75,G,423349,Mucilaginibacter
460,0.0,872,872,S,652787,Mucilaginibacter mallensis
461,0.0,556,556,S,1300914,Mucilaginibacter sp. PAMC 26640
462,0.0,492,0,S,423351,Mucilaginibacter paludis
463,0.0,492,492,S1,714943,Mucilaginibacter paludis DSM 18603
464,0.0,218,218,S,1234841,Mucilaginibacter sp. BJC16-A31
465,0.0,63,63,S,1550579,Mucilaginibacter gotjawali
466,0.0,1281,0,G,929509,Solitalea
467,0.0,1281,0,S,995,Solitalea canadensis
468,0.0,1281,1281,S1,929556,Solitalea canadensis DSM 3403
469,0.0,691,0,G,1649482,Pseudopedobacter
470,0.0,691,0,S,151895,Pseudopedobacter saltans
471,0.0,691,691,S1,762903,Pseudopedobacter saltans DSM 12145
472,0.0,137,0,F1,84568,unclassified Sphingobacteriaceae
473,0.0,137,137,S,1986952,Sphingobacteriaceae bacterium GW460-11-11-14-LB5
474,0.01,4160,0,C,1853228,Chitinophagia
475,0.01,4160,0,O,1853229,Chitinophagales
476,0.01,4160,1,F,563835,Chitinophagaceae
477,0.0,1693,0,G,354354,Niastella
478,0.0,1693,0,S,354356,Niastella koreensis
479,0.0,1693,1693,S1,700598,Niastella koreensis GR20-10
480,0.0,1217,0,G,79328,Chitinophaga
481,0.0,855,0,S,79329,Chitinophaga pinensis
482,0.0,855,855,S1,485918,Chitinophaga pinensis DSM 2588
