,49.35,19130842,19130842.1,U,0,unclassified
91,0.02,7404,0,G,1918540,Muribaculum
92,0.02,7404,7404,S,1796646,Muribaculum intestinale
93,0.01,4081,0,F,2005520,Dysgonamonadaceae
94,0.01,4081,0,G,294702,Proteiniphilum
95,0.01,4081,4081,S,1642647,Proteiniphilum saccharofermentans
96,0.01,3073,0,F,2005523,Paludibacteraceae
97,0.01,3073,0,G,346096,Paludibacter
98,0.01,3073,0,S,185300,Paludibacter propionicigenes
99,0.01,3073,3073,S1,694427,Paludibacter propionicigenes WB4
100,0.01,3036,0,O1,333046,unclassified Bacteroidales
101,0.0,1584,0,O2,185291,unclassified Bacteroidales (miscellaneous)
102,0.0,1584,1584,S,1400053,Bacteroidales bacterium CF
103,0.0,1452,0,G,511434,Candidatus Azobacteroides
104,0.0,1452,511,S,511435,Candidatus Azobacteroides pseudotrichonymphae
105,0.0,941,941,S1,511995,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
106,0.01,4848,56,O,1970189,Marinilabiliales
107,0.01,1981,0,F,1471398,Prolixibacteraceae
108,0.01,1981,0,G,1471399,Draconibacterium
109,0.01,1981,1981,S,1168034,Draconibacterium orientale
110,0.0,1092,0,F,1573805,Marinifilaceae
111,0.0,1092,0,F1,1717716,unclassified Marinifilaceae
112,0.0,1092,1092,S,1717717,Marinifilaceae bacterium SPP2
113,0.0,872,0,F,1970190,Salinivirgaceae
114,0.0,872,0,G,1970191,Salinivirga
115,0.0,872,872,S,1307839,Salinivirga cyanobacteriivorans
116,0.0,847,0,F,558415,Marinilabiliaceae
117,0.0,847,0,G,1193324,Alkalitalea
118,0.0,847,847,S,889453,Alkalitalea saponilacus
119,0.14,54473,0,C,117743,Flavobacteriia
120,0.14,54473,263,O,200644,Flavobacteriales
121,0.14,52875,2536,F,49546,Flavobacteriaceae
122,0.02,8740,413,G,237,Flavobacterium
123,0.0,786,321,S,986,Flavobacterium johnsoniae
124,0.0,465,465,S1,376686,Flavobacterium johnsoniae UW101
125,0.0,768,768,S,2172098,Flavobacterium sp. HYN0049
126,0.0,620,620,S,1492737,Flavobacterium gilvum
127,0.0,620,620,S,2175091,Flavobacterium sp. HYN0059
128,0.0,600,600,S,2294119,Flavobacterium sp. CJ74
129,0.0,581,581,S,2162713,Flavobacterium sp. HYN0048
130,0.0,576,576,S,1981981,Flavobacterium sp. AJ004
131,0.0,516,516,S,1306519,Flavobacterium commune
132,0.0,495,495,S,1355330,Flavobacterium faecale
133,0.0,474,474,S,2201181,Flavobacterium sp. MEBiC07310
134,0.0,466,367,S,96345,Flavobacterium psychrophilum
135,0.0,98,98,S1,1452724,Flavobacterium psychrophilum FPG3
136,0.0,1,1,S1,1452725,Flavobacterium psychrophilum FPG101
137,0.0,438,438,S,2183896,Flavobacterium sp. HYN0056
138,0.0,367,367,S,996,Flavobacterium columnare
139,0.0,272,272,S,2249356,Flavobacterium sp. HYN0086
140,0.0,270,0,S,312277,Flavobacterium indicum
141,0.0,270,270,S1,1094466,Flavobacterium indicum GPTSA100-9 = DSM 17447
142,0.0,207,207,S,1784713,Flavobacterium arcticum
143,0.0,195,0,S,55197,Flavobacterium branchiophilum
144,0.0,195,195,S1,1034807,Flavobacterium branchiophilum FL-15
145,0.0,76,76,S,1763534,Flavobacterium crassostreae
146,0.02,7516,1484,G,1016,Capnocytophaga
147,0.0,1626,1626,S,1019,Capnocytophaga sputigena
148,0.0,685,685,S,1848904,Capnocytophaga stomatis
149,0.0,609,609,S,45243,Capnocytophaga haemolytica
150,0.0,520,520,S,1316596,Capnocytophaga sp. oral taxon 878
151,0.0,504,420,S,28188,Capnocytophaga canimorsus
152,0.0,84,84,S1,860228,Capnocytophaga canimorsus Cc5
153,0.0,417,417,S,1017,Capnocytophaga gingivalis
154,0.0,377,377,S,327575,Capnocytophaga leadbetteri
155,0.0,346,346,S,28189,Capnocytophaga cynodegmi
156,0.0,275,275,S,209053,Capnocytophaga sp. ChDC OS43
157,0.0,231,231,S,1316593,Capnocytophaga sp. oral taxon 864
158,0.0,163,0,S,1018,Capnocytophaga ochracea
159,0.0,163,163,S1,521097,Capnocytophaga ochracea DSM 7271
160,0.0,131,131,S,1945658,Capnocytophaga sp. H4358
161,0.0,123,123,S,1705617,Capnocytophaga sp. oral taxon 323
162,0.0,25,25,S,1945657,Capnocytophaga sp. H2931
163,0.02,6449,244,G,59732,Chryseobacterium
164,0.0,1866,1866,S,1324352,Chryseobacterium gallinarum
165,0.0,1155,1155,S,253,Chryseobacterium indologenes
166,0.0,736,736,S,2015076,Chryseobacterium sp. T16E-39
167,0.0,589,589,S,1265445,Chryseobacterium camelliae
168,0.0,418,418,S,1685010,Chryseobacterium glaciei
169,0.0,401,401,S,1721091,Chryseobacterium sp. IHB B 17019
170,0.0,371,371,S,558152,Chryseobacterium piperi
171,0.0,335,335,S,536441,Chryseobacterium taklimakanense
172,0.0,334,334,S,878220,Chryseobacterium sp. StRB126
173,0.02,5943,0,G,28250,Ornithobacterium
174,0.02,5943,224,S,28251,Ornithobacterium rhinotracheale
175,0.01,5719,5719,S1,1401325,Ornithobacterium rhinotracheale ORT-UMN 88
176,0.01,2335,23,G,292691,Gramella
177,0.0,756,756,S,2126553,Gramella sp. SH35
178,0.0,536,0,S,1486245,Gramella flava
179,0.0,536,536,S1,1229726,Gramella flava JLT2011
180,0.0,347,347,S,1250231,Gramella sp. MAR_2010_102
181,0.0,253,0,S,411153,Gramella forsetii
182,0.0,253,253,S1,411154,Gramella forsetii KT0803
183,0.0,218,218,S,1913577,Gramella salexigens
184,0.0,202,202,S,1250205,Gramella sp. MAR_2010_147
185,0.01,2126,554,G,308865,Elizabethkingia
186,0.0,660,490,S,1117645,Elizabethkingia anophelis
187,0.0,101,101,S1,1352940,Elizabethkingia anophelis FMS-007
188,0.0,69,69,S1,1338011,Elizabethkingia anophelis NUHP1
189,0.0,551,551,S,238,Elizabethkingia meningoseptica
190,0.0,162,162,S,172045,Elizabethkingia miricola
191,0.0,156,156,S,1756150,Elizabethkingia ursingii
192,0.0,43,43,S,1756149,Elizabethkingia bruuniana
193,0.0,1505,197,G,52959,Polaribacter
194,0.0,259,259,S,2058137,Polaribacter sp. ALD11
195,0.0,228,228,S,1312072,Polaribacter sp. SA4-12
196,0.0,157,157,S,996801,Polaribacter reichenbachii
197,0.0,141,141,S,1529069,Polaribacter sp. BM10
198,0.0,120,120,S,1774273,Polaribacter vadi
199,0.0,115,115,S,1336804,Polaribacter sp. Hel1_33_78
200,0.0,104,104,S,754397,Polaribacter sp. SA4-10
201,0.0,95,95,S,1855336,Polaribacter sp. KT25b
202,0.0,47,47,S,1896175,Polaribacter sp. KT 15
203,0.0,42,42,S,313598,Polaribacter sp. MED152
204,0.0,1112,121,G,363408,Nonlabens
205,0.0,357,357,S,1336802,Nonlabens sp. Hel1_33_55
206,0.0,173,173,S,331648,Nonlabens spongiae
207,0.0,140,140,S,2058134,Nonlabens sp. MB-3u-79
208,0.0,131,0,S,930802,Nonlabens marinus
209,0.0,131,131,S1,1454201,Nonlabens marinus S1-08
210,0.0,108,0,S,328515,Nonlabens dokdonensis
211,0.0,108,108,S1,592029,Nonlabens dokdonensis DSW-6
212,0.0,44,44,S,319236,Nonlabens sediminis
213,0.0,38,38,S,1476901,Nonlabens sp. MIC269
214,0.0,1073,22,G,104267,Tenacibaculum
215,0.0,474,474,S,754423,Tenacibaculum sp. SZ-18
216,0.0,233,233,S,584609,Tenacibaculum jejuense
217,0.0,183,183,S,669041,Tenacibaculum dicentrarchi
218,0.0,88,88,S,1850252,Tenacibaculum todarodis
219,0.0,73,73,S,107401,Tenacibaculum maritimum
220,0.0,1060,0,F1,61432,unclassified Flavobacteriaceae
221,0.0,535,535,S,531844,Flavobacteriaceae bacterium 3519-10
222,0.0,320,320,S,1250295,Flavobacteriaceae bacterium MAR_2010_188
223,0.0,205,205,S,1150389,Flavobacteriaceae bacterium UJ101
224,0.0,968,132,G,252356,Maribacter
225,0.0,351,351,S,1178778,Maribacter cobaltidurans
226,0.0,237,237,S,1836467,Maribacter sp. T28
227,0.0,142,142,S,313603,Maribacter sp. HTCC2170
228,0.0,87,87,S,1250153,Maribacter sp. MAR_2009_60
229,0.0,19,19,S,1644130,Maribacter sp. 1_2014MBL_MicDiv
230,0.0,808,266,G,76831,Myroides
231,0.0,146,146,S,76832,Myroides odoratimimus
232,0.0,132,0,S,256,Myroides odoratus
233,0.0,132,132,S1,929704,Myroides odoratus DSM 2801
234,0.0,117,117,S,480520,Myroides profundi
235,0.0,114,114,S,1583100,Myroides sp. A21
236,0.0,33,33,S,1458492,Myroides sp. ZB35
237,0.0,709,2,G,225842,Formosa
238,0.0,228,0,S,320324,Formosa agariphila
239,0.0,228,228,S1,1347342,Formosa agariphila KMM 3901
240,0.0,167,167,S,1336794,Formosa sp. Hel1_33_131
241,0.0,160,160,S,1798225,Formosa sp. Hel1_31_208
242,0.0,152,152,S,1336795,Formosa sp. Hel3_A1_48
243,0.0,684,0,G,252306,Robiginitalea
244,0.0,684,0,S,252307,Robiginitalea biformata
245,0.0,684,684,S1,313596,Robiginitalea biformata HTCC2501
246,0.0,677,0,G,111500,Muricauda
247,0.0,457,0,S,111501,Muricauda ruestringensis
248,0.0,457,457,S1,886377,Muricauda ruestringensis DSM 13258
249,0.0,220,220,S,516051,Muricauda lutaonensis
250,0.0,660,87,G,143222,Salegentibacter
251,0.0,383,383,S,143223,Salegentibacter salegens
252,0.0,190,190,S,1729720,Salegentibacter sp. T436
253,0.0,632,18,G,286104,Winogradskyella
254,0.0,195,195,S,1936080,Winogradskyella sp. J14-2
255,0.0,162,162,S,1249933,Winogradskyella sp. RHA_55
256,0.0,137,137,S,754417,Winogradskyella sp. PC-19
257,0.0,120,120,S,754409,Winogradskyella sp. PG-2
258,0.0,618,29,G,104264,Cellulophaga
259,0.0,221,148,S,76594,Cellulophaga baltica
260,0.0,72,72,S1,1348584,Cellulophaga baltica 18
261,0.0,1,1,S1,1348585,Cellulophaga baltica NN016038
262,0.0,207,0,S,59600,Cellulophaga algicola
263,0.0,207,207,S1,688270,Cellulophaga algicola DSM 14237
264,0.0,161,152,S,979,Cellulophaga lytica
265,0.0,9,9,S1,867900,Cellulophaga lytica DSM 7489
266,0.0,576,0,G,112040,Zobellia
267,0.0,576,576,S,63186,Zobellia galactanivorans
268,0.0,501,0,G,417127,Zunongwangia
269,0.0,501,0,S,398743,Zunongwangia profunda
270,0.0,501,501,S1,655815,Zunongwangia profunda SM-A87
271,0.0,449,0,G,34084,Riemerella
272,0.0,449,387,S,34085,Riemerella anatipestifer
273,0.0,62,62,S1,1228997,Riemerella anatipestifer RA-CH-1
274,0.0,386,97,G,326319,Dokdonia
275,0.0,82,0,S,326320,Dokdonia donghaensis
276,0.0,82,82,S1,1300343,Dokdonia donghaensis DSW-1
277,0.0,70,70,S,1239415,Dokdonia sp. PRO95
278,0.0,58,58,S,2173169,Dokdonia sp. Dokd-P16
279,0.0,42,42,S,313590,Dokdonia sp. MED134
280,0.0,37,37,S,983548,Dokdonia sp. 4H-3-7-5
281,0.0,356,0,G,221065,Kordia
282,0.0,356,356,S,2282170,Kordia sp. SMS9
283,0.0,341,0,G,358023,Lutibacter
284,0.0,171,171,S,1850246,Lutibacter sp. LPB0138
285,0.0,170,170,S,1622118,Lutibacter profundi
286,0.0,333,0,G,444459,Flagellimonas
287,0.0,333,333,S,1383885,Flagellimonas sp. HME9304
288,0.0,305,0,G,178469,Arenibacter
289,0.0,305,305,S,616991,Arenibacter algicola
290,0.0,304,0,G,389486,Sediminicola
291,0.0,304,304,S,1453352,Sediminicola sp. YIK13
292,0.0,302,0,G,1209327,Flavivirga
293,0.0,302,302,S,1803846,Flavivirga eckloniae
294,0.0,285,0,G,1176327,Aureitalea
295,0.0,285,285,S,2094025,Aureitalea sp. RR4-38
296,0.0,267,0,G,291183,Lacinutrix
297,0.0,113,113,S,1486034,Lacinutrix venerupis
298,0.0,85,85,S,2057808,Lacinutrix sp. Bg11-31
299,0.0,69,69,S,983544,Lacinutrix sp. 5H-3-7-4
300,0.0,262,0,G,1518147,Wenyingzhuangia
301,0.0,262,262,S,1790137,Wenyingzhuangia fucanilytica
302,0.0,258,0,G,379070,Gilvibacter
303,0.0,258,258,S,754429,Gilvibacter sp. SZ-19
304,0.0,239,0,G,244698,Gillisia
305,0.0,239,239,S,1336796,Gillisia sp. Hel1_33_143
306,0.0,227,0,G,1649495,Seonamhaeicola
307,0.0,227,227,S,1936081,Seonamhaeicola sp. S2-3
308,0.0,226,0,G,393005,Tamlana
309,0.0,226,226,S,2069432,Tamlana sp. UJ94
310,0.0,206,0,G,336276,Olleya
311,0.0,146,146,S,639310,Olleya aquimaris
312,0.0,60,60,S,2058135,Olleya sp. Bg11-27
313,0.0,206,0,G,1204360,Siansivirga
314,0.0,206,0,S,762954,Siansivirga zeaxanthinifaciens
315,0.0,206,206,S1,1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1
316,0.0,181,0,G,153265,Aequorivita
317,0.0,181,0,S,101385,Aequorivita sublithincola
318,0.0,181,181,S1,746697,Aequorivita sublithincola DSM 14238
319,0.0,174,0,G,83612,Psychroflexus
320,0.0,174,0,S,57029,Psychroflexus torquis
321,0.0,174,174,S1,313595,Psychroflexus torquis ATCC 700755
322,0.0,166,0,G,261827,Algibacter
323,0.0,166,166,S,1736674,Algibacter alginicilyticus
324,0.0,115,0,G,1013,Weeksella
325,0.0,115,0,S,1014,Weeksella virosa
326,0.0,115,115,S1,865938,Weeksella virosa DSM 16922
327,0.0,59,0,G,216431,Croceibacter
328,0.0,59,0,S,313588,Croceibacter atlanticus
329,0.0,59,59,S1,216432,Croceibacter atlanticus HTCC2559
330,0.0,449,0,F,39782,Blattabacteriaceae
331,0.0,449,213,G,34098,Blattabacterium
332,0.0,100,0,S,624186,Blattabacterium sp. (Blattella germanica)
333,0.0,100,100,S1,331104,Blattabacterium sp. (Blattella germanica) str. Bge
334,0.0,39,39,S,1186051,Blattabacterium sp. (Blaberus giganteus)
335,0.0,27,0,S,39768,Blattabacterium sp. (Mastotermes darwiniensis)
336,0.0,27,27,S1,1074889,Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR
337,0.0,24,24,S,1653831,Blattabacterium cuenoti
338,0.0,22,22,S,1316444,Blattabacterium sp. (Nauphoeta cinerea)
339,0.0,13,9,S,164514,Blattabacterium punctulatus
340,0.0,4,4,S1,1075399,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
341,0.0,9,9,S,298656,Blattabacterium sp. (Cryptocercus kyebangensis)
342,0.0,2,0,S,367488,Blattabacterium sp. (Periplaneta americana)
343,0.0,2,2,S1,600809,Blattabacterium sp. (Periplaneta americana) str. BPLAN
344,0.0,372,0,F,1853230,Crocinitomicaceae
345,0.0,372,0,G,332102,Fluviicola
346,0.0,372,0,S,191579,Fluviicola taffensis
347,0.0,372,372,S1,755732,Fluviicola taffensis DSM 16823
348,0.0,365,0,F,246874,Cryomorphaceae
349,0.0,365,0,G,267986,Owenweeksia
350,0.0,365,0,S,253245,Owenweeksia hongkongensis
351,0.0,365,365,S1,926562,Owenweeksia hongkongensis DSM 17368
352,0.0,95,2,O1,313602,unclassified Flavobacteriales
353,0.0,89,0,G,336809,Candidatus Sulcia
354,0.0,89,77,S,336810,Candidatus Sulcia muelleri
355,0.0,12,12,S1,1189303,Candidatus Sulcia muelleri PSPU
356,0.0,4,0,G,1940138,Candidatus Walczuchella
357,0.0,4,4,S,1415657,Candidatus Walczuchella monophlebidarum
358,0.0,54,0,F,1755828,Ichthyobacteriaceae
359,0.0,54,0,G,1755829,Ichthyobacterium
360,0.0,54,54,S,242600,Ichthyobacterium seriolicida
361,0.07,28795,0,C,768503,Cytophagia
362,0.07,28795,421,O,768507,Cytophagales
363,0.03,11418,213,F,1853232,Hymenobacteraceae
364,0.02,7189,1533,G,89966,Hymenobacter
365,0.0,942,942,S,1411621,Hymenobacter sedentarius
366,0.0,900,900,S,1484116,Hymenobacter sp. PAMC 26554
367,0.0,872,0,S,1446467,Hymenobacter swuensis
368,0.0,872,872,S1,1227739,Hymenobacter swuensis DY53
369,0.0,824,824,S,1356852,Hymenobacter sp. APR13
370,0.0,624,624,S,1850093,Hymenobacter nivis
371,0.0,559,559,S,1484118,Hymenobacter sp. PAMC 26628
372,0.0,505,505,S,1385664,Hymenobacter sp. DG25B
373,0.0,430,430,S,1385663,Hymenobacter sp. DG25A
374,0.01,2113,35,G,323449,Pontibacter
375,0.0,1085,1085,S,388950,Pontibacter akesuensis
376,0.0,993,993,S,400092,Pontibacter korlensis
377,0.0,1903,6,G,1379908,Rufibacter
378,0.0,811,811,S,1379910,Rufibacter sp. DG31D
379,0.0,639,639,S,512763,Rufibacter tibetensis
380,0.0,447,447,S,1379909,Rufibacter sp. DG15C
381,0.03,9899,131,F,89373,Cytophagaceae
382,0.01,2991,9,G,107,Spirosoma
383,0.0,767,767,S,1178516,Spirosoma montaniterrae
384,0.0,752,752,S,2057025,Spirosoma pollinicola
385,0.0,636,636,S,564064,Spirosoma rigui
386,0.0,415,415,S,1379870,Spirosoma radiotolerans
387,0.0,412,412,S,1211326,Spirosoma aerolatum
388,0.01,2109,43,G,861914,Fibrella
389,0.0,1253,0,S,651143,Fibrella aestuarina
390,0.0,1253,1253,S1,1166018,Fibrella aestuarina BUZ 2
391,0.0,813,813,S,1834519,Fibrella sp. ES10-3-2-2
392,0.0,1724,4,G,105,Runella
393,0.0,975,0,S,106,Runella slithyformis
394,0.0,975,975,S1,761193,Runella slithyformis DSM 19594
395,0.0,745,745,S,2259595,Runella sp. HYN0085
396,0.0,1526,0,G,120831,Dyadobacter
397,0.0,1526,0,S,94254,Dyadobacter fermentans
398,0.0,1526,1526,S1,471854,Dyadobacter fermentans DSM 18053
399,0.0,518,0,G,978,Cytophaga
400,0.0,518,0,S,985,Cytophaga hutchinsonii
401,0.0,518,518,S1,269798,Cytophaga hutchinsonii ATCC 33406
402,0.0,381,0,G,319458,Leadbetterella
403,0.0,381,0,S,316068,Leadbetterella byssophila
404,0.0,381,381,S1,649349,Leadbetterella byssophila DSM 17132
405,0.0,316,0,G,1664383,Pseudarcicella
406,0.0,316,316,S,2183547,Pseudarcicella sp. HME7025
407,0.0,203,0,G,2173039,Arcticibacterium
408,0.0,203,203,S,1784714,Arcticibacterium luteifluviistationis
409,0.01,3729,30,F,563798,Cyclobacteriaceae
410,0.0,1344,124,G,390846,Echinicola
411,0.0,635,635,S,1795355,Echinicola strongylocentroti
412,0.0,585,0,S,390884,Echinicola vietnamensis
413,0.0,585,585,S1,926556,Echinicola vietnamensis DSM 17526
414,0.0,979,0,G,246875,Algoriphagus
415,0.0,679,679,S,388413,Algoriphagus machipongonensis
416,0.0,300,300,S,1727163,Algoriphagus sp. M8-2
417,0.0,756,86,G,68288,Cyclobacterium
418,0.0,368,0,S,104,Cyclobacterium marinum
419,0.0,368,368,S1,880070,Cyclobacterium marinum DSM 745
420,0.0,302,302,S,320787,Cyclobacterium amurskyense
421,0.0,392,0,G,280472,Aquiflexum
422,0.0,392,0,S,280473,Aquiflexum balticum
423,0.0,392,392,S1,758820,Aquiflexum balticum DSM 16537
424,0.0,228,0,G,232244,Belliella
425,0.0,228,0,S,232259,Belliella baltica
426,0.0,228,228,S1,866536,Belliella baltica DSM 15883
427,0.0,1821,0,F,200667,Flammeovirgaceae
428,0.0,823,0,F1,340671,unclassified Flammeovirgaceae
429,0.0,823,823,S,1257021,Flammeovirgaceae bacterium 311
430,0.0,732,0,G,59739,Flammeovirga
431,0.0,732,732,S,1191459,Flammeovirga sp. MY04
432,0.0,266,0,G,869806,Marivirga
433,0.0,266,0,S,1006,Marivirga tractuosa
434,0.0,266,266,S1,643867,Marivirga tractuosa DSM 4126
435,0.0,817,0,F,1853234,Persicobacteraceae
436,0.0,817,0,G,59740,Persicobacter
437,0.0,817,817,S,1085624,Persicobacter sp. JZB09
438,0.0,320,0,O1,1124781,unclassified Cytophagales
439,0.0,320,0,O2,1751870,unclassified Cytophagales (miscellaneous)
440,0.0,320,320,S,1945892,Cytophagales bacterium TFI 002
441,0.0,198,0,F,1937968,Bernardetiaceae
442,0.0,198,0,G,1937972,Bernardetia
443,0.0,198,0,S,999,Bernardetia litoralis
444,0.0,198,198,S1,880071,Bernardetia litoralis DSM 6794
445,0.0,172,0,F,1501348,Amoebophilaceae
446,0.0,143,45,G,273135,Candidatus Cardinium
447,0.0,57,57,S,650378,Cardinium endosymbiont of Sogatella furcifera
448,0.0,37,37,S,247481,Candidatus Cardinium hertigii
449,0.0,4,0,S,249402,Cardinium endosymbiont of Encarsia pergandiella
450,0.0,4,4,S1,1231626,Cardinium endosymbiont cEper1 of Encarsia pergandiella
451,0.0,29,0,G,281119,Candidatus Amoebophilus
452,0.0,29,0,S,281120,Candidatus Amoebophilus asiaticus
453,0.0,29,29,S1,452471,Candidatus Amoebophilus asiaticus 5a2
454,0.03,12176,0,C,117747,Sphingobacteriia
455,0.03,12176,0,O,200666,Sphingobacteriales
456,0.03,12176,248,F,84566,Sphingobacteriaceae
457,0.01,3631,146,G,423349,Mucilaginibacter
458,0.0,990,0,S,423351,Mucilaginibacter paludis
459,0.0,990,990,S1,714943,Mucilaginibacter paludis DSM 18603
460,0.0,746,746,S,1550579,Mucilaginibacter gotjawali
461,0.0,659,659,S,652787,Mucilaginibacter mallensis
462,0.0,564,564,S,1300914,Mucilaginibacter sp. PAMC 26640
463,0.0,526,526,S,1234841,Mucilaginibacter sp. BJC16-A31
464,0.01,3564,187,G,84567,Pedobacter
465,0.0,957,957,S,188932,Pedobacter cryoconitis
466,0.0,821,821,S,1727164,Pedobacter sp. PACM 27299
467,0.0,644,644,S,430522,Pedobacter steynii
468,0.0,490,0,S,984,Pedobacter heparinus
469,0.0,490,490,S1,485917,Pedobacter heparinus DSM 2366
470,0.0,465,465,S,363852,Pedobacter ginsengisoli
471,0.01,2749,440,G,28453,Sphingobacterium
472,0.0,766,766,S,1538644,Sphingobacterium sp. ML3W
473,0.0,596,596,S,1010,Sphingobacterium mizutaii
474,0.0,521,521,S,743722,Sphingobacterium sp. 21
475,0.0,283,283,S,2003121,Sphingobacterium sp. G1-14
476,0.0,143,143,S,1933220,Sphingobacterium sp. B29
477,0.0,745,0,G,1649482,Pseudopedobacter
