,8.62,3124538,3124538.1,U,0,unclassified
206,0.0,5,0,S,471827,Candidatus Desulforudis audaxviator
207,0.0,5,5,S1,477974,Candidatus Desulforudis audaxviator MP104C
208,0.0,4,0,G,278993,Thermincola
209,0.0,4,0,S,863643,Thermincola potens
210,0.0,4,4,S1,635013,Thermincola potens JR
211,0.0,345,0,F,216572,Oscillospiraceae
212,0.0,345,0,G,459786,Oscillibacter
213,0.0,345,0,S,351091,Oscillibacter valericigenes
214,0.0,345,345,S1,693746,Oscillibacter valericigenes Sjm18-20
215,0.0,298,1,F,2304686,Hungateiclostridiaceae
216,0.0,203,1,G,2304692,Hungateiclostridium
217,0.0,178,178,S,1515,Hungateiclostridium thermocellum
218,0.0,15,0,S,288965,Hungateiclostridium clariflavum
219,0.0,15,15,S1,720554,Hungateiclostridium clariflavum DSM 19732
220,0.0,9,9,S,1677857,Hungateiclostridium saccincola
221,0.0,38,0,G,2304693,Pseudoclostridium
222,0.0,38,38,S,84032,Pseudoclostridium thermosuccinogenes
223,0.0,24,0,G,2304691,Thermoclostridium
224,0.0,24,24,S,1510,Thermoclostridium stercorarium
225,0.0,18,0,G,1508657,Ruminiclostridium
226,0.0,18,0,S,1521,Ruminiclostridium cellulolyticum
227,0.0,18,18,S1,394503,Ruminiclostridium cellulolyticum H10
228,0.0,11,0,G,1637257,Mageeibacillus
229,0.0,11,0,S,884684,Mageeibacillus indolicus
230,0.0,11,11,S1,699246,Mageeibacillus indolicus UPII9-5
231,0.0,3,0,G,236752,Fastidiosipila
232,0.0,3,3,S,236753,Fastidiosipila sanguinis
233,0.0,186,0,F,990719,Christensenellaceae
234,0.0,186,0,G,990721,Christensenella
235,0.0,186,186,S,1805714,Christensenella massiliensis
236,0.0,78,0,F,68298,Syntrophomonadaceae
237,0.0,70,0,G,862,Syntrophomonas
238,0.0,70,0,S,863,Syntrophomonas wolfei
239,0.0,70,0,S1,370885,Syntrophomonas wolfei subsp. wolfei
240,0.0,70,70,S2,335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
241,0.0,8,0,G,129001,Syntrophothermus
242,0.0,8,0,S,86170,Syntrophothermus lipocalidus
243,0.0,8,8,S1,643648,Syntrophothermus lipocalidus DSM 12680
244,0.0,62,0,O1,538999,Clostridiales incertae sedis
245,0.0,27,0,F,539000,Clostridiales Family XVII. Incertae Sedis
246,0.0,27,0,G,73918,Thermaerobacter
247,0.0,27,0,S,73919,Thermaerobacter marianensis
248,0.0,27,27,S1,644966,Thermaerobacter marianensis DSM 12885
249,0.0,25,0,F,543314,Clostridiales Family XIII. Incertae Sedis
250,0.0,22,4,G,86331,Mogibacterium
251,0.0,16,16,S,86332,Mogibacterium pumilum
252,0.0,2,2,S,114527,Mogibacterium diversum
253,0.0,3,0,S,143393,[Eubacterium] sulci
254,0.0,3,3,S1,888727,Eubacterium sulci ATCC 35585
255,0.0,10,0,F,543347,Clostridiales Family XVI. Incertae Sedis
256,0.0,10,0,G,178898,Carboxydocella
257,0.0,10,10,S,178899,Carboxydocella thermautotrophica
258,0.0,38,0,F,31984,Heliobacteriaceae
259,0.0,38,0,G,2697,Heliobacterium
260,0.0,38,0,S,35701,Heliobacterium modesticaldum
261,0.0,38,38,S1,498761,Heliobacterium modesticaldum Ice1
262,0.0,29,0,F,543349,Symbiobacteriaceae
263,0.0,29,0,G,2733,Symbiobacterium
264,0.0,29,0,S,2734,Symbiobacterium thermophilum
265,0.0,29,29,S1,292459,Symbiobacterium thermophilum IAM 14863
266,0.0,202,3,O,68295,Thermoanaerobacterales
267,0.0,95,0,F,186814,Thermoanaerobacteraceae
268,0.0,25,0,F1,42857,Moorella group
269,0.0,23,0,G,44260,Moorella
270,0.0,23,23,S,1525,Moorella thermoacetica
271,0.0,2,0,G,42837,Ammonifex
272,0.0,2,0,S,42838,Ammonifex degensii
273,0.0,2,2,S1,429009,Ammonifex degensii KC4
274,0.0,24,0,G,140458,Thermacetogenium
275,0.0,24,0,S,85874,Thermacetogenium phaeum
276,0.0,24,24,S1,1089553,Thermacetogenium phaeum DSM 12270
277,0.0,15,0,G,499228,Tepidanaerobacter
278,0.0,15,0,S,499229,Tepidanaerobacter acetatoxydans
279,0.0,15,15,S1,1209989,Tepidanaerobacter acetatoxydans Re1
280,0.0,11,10,G,1754,Thermoanaerobacter
281,0.0,1,0,S,106578,Thermoanaerobacter siderophilus
282,0.0,1,1,S1,880478,Thermoanaerobacter siderophilus SR4
283,0.0,10,0,G,249529,Caldanaerobacter
284,0.0,10,0,S,911092,Caldanaerobacter subterraneus
285,0.0,10,0,S1,119072,Caldanaerobacter subterraneus subsp. tengcongensis
286,0.0,10,10,S2,273068,Caldanaerobacter subterraneus subsp. tengcongensis MB4
287,0.0,7,0,G,129957,Carboxydothermus
288,0.0,7,0,S,129958,Carboxydothermus hydrogenoformans
289,0.0,7,7,S1,246194,Carboxydothermus hydrogenoformans Z-2901
290,0.0,3,0,G,202949,Thermanaeromonas
291,0.0,3,0,S,161154,Thermanaeromonas toyohensis
292,0.0,3,3,S1,698762,Thermanaeromonas toyohensis ToBE
293,0.0,79,0,F,543372,Thermoanaerobacterales Family IV. Incertae Sedis
294,0.0,79,0,G,252965,Mahella
295,0.0,79,0,S,252966,Mahella australiensis
296,0.0,79,79,S1,697281,Mahella australiensis 50-1 BON
297,0.0,24,0,F,543371,Thermoanaerobacterales Family III. Incertae Sedis
298,0.0,11,0,G,291988,Thermosediminibacter
299,0.0,11,0,S,291990,Thermosediminibacter oceani
300,0.0,11,11,S1,555079,Thermosediminibacter oceani DSM 16646
301,0.0,7,6,G,44000,Caldicellulosiruptor
302,0.0,1,0,S,55205,Caldicellulosiruptor owensensis
303,0.0,1,1,S1,632518,Caldicellulosiruptor owensensis OL
304,0.0,6,0,G,28895,Thermoanaerobacterium
305,0.0,3,3,S,1550240,Thermoanaerobacterium sp. RBIITD
306,0.0,2,1,S,1517,Thermoanaerobacterium thermosaccharolyticum
307,0.0,1,1,S1,580327,Thermoanaerobacterium thermosaccharolyticum DSM 571
308,0.0,1,0,S,29329,Thermoanaerobacterium xylanolyticum
309,0.0,1,1,S1,858215,Thermoanaerobacterium xylanolyticum LX-11
310,0.0,1,0,F,227387,Thermodesulfobiaceae
311,0.0,1,0,G,227388,Thermodesulfobium
312,0.0,1,1,S,1794699,Thermodesulfobium acidiphilum
313,0.0,61,0,O,53433,Halanaerobiales
314,0.0,56,0,F,53434,Halobacteroidaceae
315,0.0,55,0,G,28186,Acetohalobium
316,0.0,55,0,S,28187,Acetohalobium arabaticum
317,0.0,55,55,S1,574087,Acetohalobium arabaticum DSM 5501
318,0.0,1,0,G,42417,Halobacteroides
319,0.0,1,0,S,42422,Halobacteroides halobius
320,0.0,1,1,S1,748449,Halobacteroides halobius DSM 5150
321,0.0,5,0,F,972,Halanaerobiaceae
322,0.0,4,0,G,2330,Halanaerobium
323,0.0,4,4,S,656519,Halanaerobium hydrogeniformans
324,0.0,1,0,G,32636,Halothermothrix
325,0.0,1,0,S,31909,Halothermothrix orenii
326,0.0,1,1,S1,373903,Halothermothrix orenii H 168
327,0.0,9,0,O,485256,Natranaerobiales
328,0.0,9,0,F,485255,Natranaerobiaceae
329,0.0,9,0,G,375928,Natranaerobius
330,0.0,9,0,S,375929,Natranaerobius thermophilus
331,0.0,9,9,S1,457570,Natranaerobius thermophilus JW/NM-WN-LF
332,0.02,6879,102,C,91061,Bacilli
333,0.01,4997,108,O,1385,Bacillales
334,0.01,2134,23,F,186817,Bacillaceae
335,0.0,1681,333,G,1386,Bacillus
336,0.0,698,294,G1,86661,Bacillus cereus group
337,0.0,211,190,S,1396,Bacillus cereus
338,0.0,6,6,S1,1454382,Bacillus cereus D17
339,0.0,5,5,S1,1217984,Bacillus cereus FRI-35
340,0.0,3,3,S1,526986,Bacillus cereus Rock3-44
341,0.0,3,3,S1,572264,Bacillus cereus 03BB102
342,0.0,2,2,S1,526982,Bacillus cereus Rock1-15
343,0.0,1,1,S1,526992,Bacillus cereus AH1271
344,0.0,1,1,S1,288681,Bacillus cereus E33L
345,0.0,106,106,S,580165,Bacillus cytotoxicus
346,0.0,44,31,S,1428,Bacillus thuringiensis
347,0.0,4,0,S1,180869,Bacillus thuringiensis serovar pakistani
348,0.0,4,4,S2,527027,Bacillus thuringiensis serovar pakistani str. T13001
349,0.0,2,2,S1,527019,Bacillus thuringiensis IBL 200
350,0.0,2,0,S1,29339,Bacillus thuringiensis serovar kurstaki
351,0.0,2,2,S2,1261129,Bacillus thuringiensis serovar kurstaki str. HD-1
352,0.0,2,2,S1,1195464,Bacillus thuringiensis MC28
353,0.0,1,1,S1,180850,Bacillus thuringiensis serovar indiana
354,0.0,1,0,S1,180877,Bacillus thuringiensis serovar pulsiensis
355,0.0,1,1,S2,527028,Bacillus thuringiensis serovar pulsiensis BGSC 4CC1
356,0.0,1,0,S1,180860,Bacillus thuringiensis serovar tochigiensis
357,0.0,1,1,S2,527024,Bacillus thuringiensis serovar tochigiensis BGSC 4Y1
358,0.0,20,19,S,1392,Bacillus anthracis
359,0.0,1,1,S1,260799,Bacillus anthracis str. Sterne
360,0.0,17,12,S,1405,Bacillus mycoides
361,0.0,5,5,S1,315730,Bacillus mycoides KBAB4
362,0.0,3,2,S,64104,Bacillus pseudomycoides
363,0.0,1,1,S1,527000,Bacillus pseudomycoides DSM 12442
364,0.0,3,3,S,1890302,Bacillus wiedmannii
365,0.0,195,108,G1,653685,Bacillus subtilis group
366,0.0,31,17,S,1423,Bacillus subtilis
367,0.0,4,0,S1,96241,Bacillus subtilis subsp. spizizenii
368,0.0,3,3,S2,655816,Bacillus subtilis subsp. spizizenii str. W23
369,0.0,1,1,S2,1052585,Bacillus subtilis subsp. spizizenii TU-B-10
370,0.0,4,2,S1,135461,Bacillus subtilis subsp. subtilis
371,0.0,2,2,S2,1052588,Bacillus subtilis subsp. subtilis str. RO-NN-1
372,0.0,4,4,S1,483913,Bacillus subtilis subsp. inaquosorum
373,0.0,2,2,S1,936156,Bacillus subtilis BSn5
374,0.0,28,8,G2,1938374,Bacillus amyloliquefaciens group
375,0.0,17,16,S,492670,Bacillus velezensis
376,0.0,1,1,S1,1458206,Bacillus velezensis NJN-6
377,0.0,3,3,S,1390,Bacillus amyloliquefaciens
378,0.0,17,17,S,119858,Bacillus sonorensis
379,0.0,9,9,S,1648923,Bacillus paralicheniformis
380,0.0,2,0,S,1452,Bacillus atrophaeus
381,0.0,2,2,S1,1529886,Bacillus atrophaeus subsp. globigii
382,0.0,97,97,S,33932,Bacillus cohnii
383,0.0,84,84,S,1547283,Bacillus weihaiensis
384,0.0,78,77,S,1404,Bacillus megaterium
385,0.0,1,1,S1,1348623,Bacillus megaterium NBRC 15308 = ATCC 14581
386,0.0,39,39,S,1478,Bacillus simplex
387,0.0,25,24,S,1398,Bacillus coagulans
388,0.0,1,1,S1,345219,Bacillus coagulans 36D1
389,0.0,17,0,S,324767,Bacillus infantis
390,0.0,17,17,S1,1367477,Bacillus infantis NRRL B-14911
391,0.0,13,13,S,561879,Bacillus safensis
392,0.0,13,13,S,264697,Bacillus muralis
393,0.0,11,11,S,1664069,Bacillus glycinifermentans
394,0.0,9,9,S,666686,Bacillus sp. 1NLA3E
395,0.0,8,8,S,1581038,Bacillus sp. FJAT-22090
396,0.0,6,6,S,1408,Bacillus pumilus
397,0.0,6,6,S,98228,Bacillus sp. OxB-1
398,0.0,5,5,S,79880,Bacillus clausii
399,0.0,5,5,S,1178537,Bacillus xiamenensis
400,0.0,4,0,G1,1792192,Bacillus altitudinis complex
401,0.0,4,4,S,293387,Bacillus altitudinis
402,0.0,4,4,S,129985,Bacillus jeotgali
403,0.0,4,4,S,1127744,Bacillus sp. JS
404,0.0,3,3,S,2011012,Bacillus sp. FJAT-45348
405,0.0,3,3,S,1705566,Bacillus sp. FJAT-18017
406,0.0,3,0,S,665099,Bacillus oceanisediminis
407,0.0,3,3,S1,1196031,Bacillus oceanisediminis 2691
408,0.0,2,0,S,86665,Bacillus halodurans
409,0.0,2,2,S1,272558,Bacillus halodurans C-125
410,0.0,2,2,S,632773,Bacillus beveridgei
411,0.0,2,2,S,35841,Bacillus thermoamylovorans
412,0.0,2,0,S,300825,Bacillus lehensis
413,0.0,2,2,S1,1246626,Bacillus lehensis G1
414,0.0,2,2,S,859143,Bacillus kochii
415,0.0,1,1,S,199441,Bacillus krulwichiae
416,0.0,1,1,S,79883,Bacillus horikoshii
417,0.0,1,1,S,1565991,Bacillus sp. X1(2014)
418,0.0,1,1,S,1402861,Bacillus filamentosus
419,0.0,1,1,S,1479,Bacillus smithii
420,0.0,1,1,S,756828,Bacillus sp. WP8
421,0.0,1,1,S,1467,Bacillus lentus
422,0.0,1,1,S,2049935,Bacillus sp. Lzh-5
423,0.0,126,25,G,129337,Geobacillus
424,0.0,70,69,S,1422,Geobacillus stearothermophilus
425,0.0,1,1,S1,272567,Geobacillus stearothermophilus 10
426,0.0,9,9,S,471223,Geobacillus sp. WCH70
427,0.0,9,9,S,1921421,Geobacillus genomosp. 3
428,0.0,7,7,S,129338,Geobacillus subterraneus
429,0.0,5,0,G1,1505648,Geobacillus thermoleovorans group
430,0.0,4,4,S,33941,Geobacillus thermoleovorans
431,0.0,1,1,S,33938,Geobacillus thermocatenulatus
432,0.0,1,1,S,1233873,Geobacillus sp. GHH01
433,0.0,86,1,G,84406,Virgibacillus
434,0.0,75,75,S,163877,Virgibacillus necropolis
435,0.0,4,4,S,1473,Virgibacillus pantothenticus
436,0.0,2,2,S,1911587,Virgibacillus sp. 6R
437,0.0,2,2,S,2017483,Virgibacillus phasianinus
438,0.0,1,1,S,1482,Virgibacillus halodenitrificans
439,0.0,1,1,S,403957,Virgibacillus sp. SK37
440,0.0,76,28,G,150247,Anoxybacillus
441,0.0,37,37,S,198467,Anoxybacillus gonensis
442,0.0,11,9,S,33934,Anoxybacillus flavithermus
443,0.0,2,2,S1,491915,Anoxybacillus flavithermus WK1
444,0.0,49,1,G,400634,Lysinibacillus
445,0.0,31,31,S,2086577,Lysinibacillus sp. Marseille-P5727
446,0.0,11,11,S,28031,Lysinibacillus fusiformis
447,0.0,3,3,S,2169540,Lysinibacillus sp. 2017
448,0.0,2,2,S,1421,Lysinibacillus sphaericus
449,0.0,1,1,S,2072025,Lysinibacillus sp. YS11
450,0.0,48,0,G,182709,Oceanobacillus
451,0.0,41,41,S,2052660,Oceanobacillus sp. 160
452,0.0,5,0,S,746691,Oceanobacillus kimchii
453,0.0,5,5,S1,1238184,Oceanobacillus kimchii X50
454,0.0,2,2,S,182710,Oceanobacillus iheyensis
455,0.0,17,0,G,45667,Halobacillus
456,0.0,17,17,S,402384,Halobacillus mangrovi
457,0.0,13,0,G,1906945,Parageobacillus
458,0.0,9,9,S,1295642,Parageobacillus genomosp. 1
459,0.0,4,0,S,1426,Parageobacillus thermoglucosidasius
460,0.0,4,4,S1,634956,Parageobacillus thermoglucosidasius C56-YS93
461,0.0,4,0,G,459532,Terribacillus
462,0.0,4,4,S,586416,Terribacillus aidingensis
463,0.0,3,0,G,1329200,Fictibacillus
464,0.0,3,3,S,1221500,Fictibacillus phosphorivorans
465,0.0,2,0,G,29331,Amphibacillus
466,0.0,2,0,S,1449,Amphibacillus xylanus
467,0.0,2,2,S1,698758,Amphibacillus xylanus NBRC 15112
468,0.0,2,0,G,175304,Lentibacillus
469,0.0,2,2,S,1472767,Lentibacillus amyloliquefaciens
470,0.0,2,0,G,351195,Salimicrobium
471,0.0,2,2,S,1230341,Salimicrobium jeotgali
472,0.0,1,0,G,200903,Paraliobacillus
473,0.0,1,1,S,2213194,Paraliobacillus sp. X-1125
474,0.0,1,0,G,1055323,Aeribacillus
