,55.34,24259686,24259686.1,U,0,unclassified
79,0.01,5035,5035,S,393921,Porphyromonas crevioricanis
80,0.01,2484,0,S,28123,Porphyromonas asaccharolytica
81,0.01,2484,2484,S1,879243,Porphyromonas asaccharolytica DSM 20707
82,0.02,6679,0,G,307628,Petrimonas
83,0.02,6679,6679,S,1642646,Petrimonas mucosa
84,0.0,1860,0,G,1784836,Fermentimonas
85,0.0,1860,1860,S,1562970,Fermentimonas caenicola
86,0.05,22354,0,F,2005519,Barnesiellaceae
87,0.05,22354,0,G,397864,Barnesiella
88,0.05,22354,0,S,397865,Barnesiella viscericola
89,0.05,22354,22354,S1,880074,Barnesiella viscericola DSM 18177
90,0.02,8429,0,F,2005473,Muribaculaceae
91,0.02,8429,0,G,1918540,Muribaculum
92,0.02,8429,8429,S,1796646,Muribaculum intestinale
93,0.01,4975,0,F,2005520,Dysgonamonadaceae
94,0.01,4975,0,G,294702,Proteiniphilum
95,0.01,4975,4975,S,1642647,Proteiniphilum saccharofermentans
96,0.01,4117,0,O1,333046,unclassified Bacteroidales
97,0.0,2151,0,O2,185291,unclassified Bacteroidales (miscellaneous)
98,0.0,2151,2151,S,1400053,Bacteroidales bacterium CF
99,0.0,1966,0,G,511434,Candidatus Azobacteroides
100,0.0,1966,662,S,511435,Candidatus Azobacteroides pseudotrichonymphae
101,0.0,1304,1304,S1,511995,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
102,0.01,3757,0,F,2005523,Paludibacteraceae
103,0.01,3757,0,G,346096,Paludibacter
104,0.01,3757,0,S,185300,Paludibacter propionicigenes
105,0.01,3757,3757,S1,694427,Paludibacter propionicigenes WB4
106,0.01,5820,79,O,1970189,Marinilabiliales
107,0.0,2028,0,F,1471398,Prolixibacteraceae
108,0.0,2028,0,G,1471399,Draconibacterium
109,0.0,2028,2028,S,1168034,Draconibacterium orientale
110,0.0,1479,0,F,1573805,Marinifilaceae
111,0.0,1479,0,F1,1717716,unclassified Marinifilaceae
112,0.0,1479,1479,S,1717717,Marinifilaceae bacterium SPP2
113,0.0,1121,0,F,1970190,Salinivirgaceae
114,0.0,1121,0,G,1970191,Salinivirga
115,0.0,1121,1121,S,1307839,Salinivirga cyanobacteriivorans
116,0.0,1113,0,F,558415,Marinilabiliaceae
117,0.0,1113,0,G,1193324,Alkalitalea
118,0.0,1113,1113,S,889453,Alkalitalea saponilacus
119,0.14,63294,0,C,117743,Flavobacteriia
120,0.14,63294,338,O,200644,Flavobacteriales
121,0.14,61043,3262,F,49546,Flavobacteriaceae
122,0.02,10307,603,G,237,Flavobacterium
123,0.0,966,448,S,986,Flavobacterium johnsoniae
124,0.0,518,518,S1,376686,Flavobacterium johnsoniae UW101
125,0.0,958,958,S,2162713,Flavobacterium sp. HYN0048
126,0.0,849,849,S,2172098,Flavobacterium sp. HYN0049
127,0.0,747,747,S,2175091,Flavobacterium sp. HYN0059
128,0.0,690,690,S,2294119,Flavobacterium sp. CJ74
129,0.0,690,555,S,96345,Flavobacterium psychrophilum
130,0.0,130,130,S1,1452724,Flavobacterium psychrophilum FPG3
131,0.0,5,5,S1,1452725,Flavobacterium psychrophilum FPG101
132,0.0,656,656,S,1492737,Flavobacterium gilvum
133,0.0,603,603,S,2201181,Flavobacterium sp. MEBiC07310
134,0.0,549,549,S,1355330,Flavobacterium faecale
135,0.0,532,532,S,2183896,Flavobacterium sp. HYN0056
136,0.0,485,485,S,1306519,Flavobacterium commune
137,0.0,474,474,S,1981981,Flavobacterium sp. AJ004
138,0.0,397,397,S,996,Flavobacterium columnare
139,0.0,309,0,S,312277,Flavobacterium indicum
140,0.0,309,309,S1,1094466,Flavobacterium indicum GPTSA100-9 = DSM 17447
141,0.0,248,248,S,2249356,Flavobacterium sp. HYN0086
142,0.0,244,0,S,55197,Flavobacterium branchiophilum
143,0.0,244,244,S1,1034807,Flavobacterium branchiophilum FL-15
144,0.0,192,192,S,1784713,Flavobacterium arcticum
145,0.0,115,115,S,1763534,Flavobacterium crassostreae
146,0.02,9172,1853,G,1016,Capnocytophaga
147,0.01,2236,2236,S,1019,Capnocytophaga sputigena
148,0.0,740,740,S,1848904,Capnocytophaga stomatis
149,0.0,667,667,S,45243,Capnocytophaga haemolytica
150,0.0,632,632,S,1316596,Capnocytophaga sp. oral taxon 878
151,0.0,601,601,S,28189,Capnocytophaga cynodegmi
152,0.0,552,456,S,28188,Capnocytophaga canimorsus
153,0.0,96,96,S1,860228,Capnocytophaga canimorsus Cc5
154,0.0,477,477,S,327575,Capnocytophaga leadbetteri
155,0.0,436,436,S,1017,Capnocytophaga gingivalis
156,0.0,301,301,S,209053,Capnocytophaga sp. ChDC OS43
157,0.0,219,219,S,1316593,Capnocytophaga sp. oral taxon 864
158,0.0,176,176,S,1945658,Capnocytophaga sp. H4358
159,0.0,175,0,S,1018,Capnocytophaga ochracea
160,0.0,175,175,S1,521097,Capnocytophaga ochracea DSM 7271
161,0.0,82,82,S,1705617,Capnocytophaga sp. oral taxon 323
162,0.0,25,25,S,1945657,Capnocytophaga sp. H2931
163,0.02,8021,312,G,59732,Chryseobacterium
164,0.01,2320,2320,S,1324352,Chryseobacterium gallinarum
165,0.0,1521,1521,S,253,Chryseobacterium indologenes
166,0.0,940,940,S,2015076,Chryseobacterium sp. T16E-39
167,0.0,782,782,S,1265445,Chryseobacterium camelliae
168,0.0,569,569,S,1685010,Chryseobacterium glaciei
169,0.0,437,437,S,1721091,Chryseobacterium sp. IHB B 17019
170,0.0,435,435,S,536441,Chryseobacterium taklimakanense
171,0.0,386,386,S,558152,Chryseobacterium piperi
172,0.0,319,319,S,878220,Chryseobacterium sp. StRB126
173,0.01,3724,0,G,28250,Ornithobacterium
174,0.01,3724,253,S,28251,Ornithobacterium rhinotracheale
175,0.01,3471,3471,S1,1401325,Ornithobacterium rhinotracheale ORT-UMN 88
176,0.01,2814,22,G,292691,Gramella
177,0.0,922,922,S,2126553,Gramella sp. SH35
178,0.0,604,0,S,1486245,Gramella flava
179,0.0,604,604,S1,1229726,Gramella flava JLT2011
180,0.0,439,439,S,1250231,Gramella sp. MAR_2010_102
181,0.0,295,0,S,411153,Gramella forsetii
182,0.0,295,295,S1,411154,Gramella forsetii KT0803
183,0.0,271,271,S,1913577,Gramella salexigens
184,0.0,261,261,S,1250205,Gramella sp. MAR_2010_147
185,0.01,2361,644,G,308865,Elizabethkingia
186,0.0,795,585,S,1117645,Elizabethkingia anophelis
187,0.0,106,106,S1,1352940,Elizabethkingia anophelis FMS-007
188,0.0,104,104,S1,1338011,Elizabethkingia anophelis NUHP1
189,0.0,453,453,S,238,Elizabethkingia meningoseptica
190,0.0,240,240,S,172045,Elizabethkingia miricola
191,0.0,187,187,S,1756150,Elizabethkingia ursingii
192,0.0,42,42,S,1756149,Elizabethkingia bruuniana
193,0.0,1929,306,G,52959,Polaribacter
194,0.0,374,374,S,2058137,Polaribacter sp. ALD11
195,0.0,201,201,S,996801,Polaribacter reichenbachii
196,0.0,199,199,S,1774273,Polaribacter vadi
197,0.0,195,195,S,1312072,Polaribacter sp. SA4-12
198,0.0,170,170,S,1336804,Polaribacter sp. Hel1_33_78
199,0.0,137,137,S,754397,Polaribacter sp. SA4-10
200,0.0,127,127,S,1855336,Polaribacter sp. KT25b
201,0.0,111,111,S,1529069,Polaribacter sp. BM10
202,0.0,56,56,S,1896175,Polaribacter sp. KT 15
203,0.0,53,53,S,313598,Polaribacter sp. MED152
204,0.0,1475,0,F1,61432,unclassified Flavobacteriaceae
205,0.0,704,704,S,531844,Flavobacteriaceae bacterium 3519-10
206,0.0,473,473,S,1250295,Flavobacteriaceae bacterium MAR_2010_188
207,0.0,298,298,S,1150389,Flavobacteriaceae bacterium UJ101
208,0.0,1360,146,G,363408,Nonlabens
209,0.0,462,462,S,1336802,Nonlabens sp. Hel1_33_55
210,0.0,184,184,S,331648,Nonlabens spongiae
211,0.0,174,174,S,2058134,Nonlabens sp. MB-3u-79
212,0.0,146,0,S,930802,Nonlabens marinus
213,0.0,146,146,S1,1454201,Nonlabens marinus S1-08
214,0.0,133,0,S,328515,Nonlabens dokdonensis
215,0.0,133,133,S1,592029,Nonlabens dokdonensis DSW-6
216,0.0,68,68,S,1476901,Nonlabens sp. MIC269
217,0.0,47,47,S,319236,Nonlabens sediminis
218,0.0,1239,33,G,104267,Tenacibaculum
219,0.0,584,584,S,754423,Tenacibaculum sp. SZ-18
220,0.0,284,284,S,584609,Tenacibaculum jejuense
221,0.0,132,132,S,1850252,Tenacibaculum todarodis
222,0.0,111,111,S,669041,Tenacibaculum dicentrarchi
223,0.0,95,95,S,107401,Tenacibaculum maritimum
224,0.0,1204,207,G,252356,Maribacter
225,0.0,422,422,S,1178778,Maribacter cobaltidurans
226,0.0,249,249,S,1836467,Maribacter sp. T28
227,0.0,216,216,S,313603,Maribacter sp. HTCC2170
228,0.0,85,85,S,1250153,Maribacter sp. MAR_2009_60
229,0.0,25,25,S,1644130,Maribacter sp. 1_2014MBL_MicDiv
230,0.0,1010,0,G,252306,Robiginitalea
231,0.0,1010,0,S,252307,Robiginitalea biformata
232,0.0,1010,1010,S1,313596,Robiginitalea biformata HTCC2501
233,0.0,886,354,G,76831,Myroides
234,0.0,147,0,S,256,Myroides odoratus
235,0.0,147,147,S1,929704,Myroides odoratus DSM 2801
236,0.0,119,119,S,1583100,Myroides sp. A21
237,0.0,114,114,S,76832,Myroides odoratimimus
238,0.0,114,114,S,480520,Myroides profundi
239,0.0,38,38,S,1458492,Myroides sp. ZB35
240,0.0,881,3,G,225842,Formosa
241,0.0,230,0,S,320324,Formosa agariphila
242,0.0,230,230,S1,1347342,Formosa agariphila KMM 3901
243,0.0,227,227,S,1336795,Formosa sp. Hel3_A1_48
244,0.0,219,219,S,1336794,Formosa sp. Hel1_33_131
245,0.0,202,202,S,1798225,Formosa sp. Hel1_31_208
246,0.0,860,0,G,111500,Muricauda
247,0.0,528,0,S,111501,Muricauda ruestringensis
248,0.0,528,528,S1,886377,Muricauda ruestringensis DSM 13258
249,0.0,332,332,S,516051,Muricauda lutaonensis
250,0.0,838,131,G,143222,Salegentibacter
251,0.0,429,429,S,143223,Salegentibacter salegens
252,0.0,278,278,S,1729720,Salegentibacter sp. T436
253,0.0,787,38,G,104264,Cellulophaga
254,0.0,289,0,S,59600,Cellulophaga algicola
255,0.0,289,289,S1,688270,Cellulophaga algicola DSM 14237
256,0.0,284,194,S,76594,Cellulophaga baltica
257,0.0,86,86,S1,1348584,Cellulophaga baltica 18
258,0.0,4,4,S1,1348585,Cellulophaga baltica NN016038
259,0.0,176,176,S,979,Cellulophaga lytica
260,0.0,733,0,G,112040,Zobellia
261,0.0,733,733,S,63186,Zobellia galactanivorans
262,0.0,671,40,G,286104,Winogradskyella
263,0.0,249,249,S,1936080,Winogradskyella sp. J14-2
264,0.0,160,160,S,1249933,Winogradskyella sp. RHA_55
265,0.0,114,114,S,754409,Winogradskyella sp. PG-2
266,0.0,108,108,S,754417,Winogradskyella sp. PC-19
267,0.0,620,0,G,34084,Riemerella
268,0.0,620,620,S,34085,Riemerella anatipestifer
269,0.0,527,0,G,221065,Kordia
270,0.0,527,527,S,2282170,Kordia sp. SMS9
271,0.0,471,0,G,444459,Flagellimonas
272,0.0,471,471,S,1383885,Flagellimonas sp. HME9304
273,0.0,451,0,G,417127,Zunongwangia
274,0.0,451,0,S,398743,Zunongwangia profunda
275,0.0,451,451,S1,655815,Zunongwangia profunda SM-A87
276,0.0,441,0,G,358023,Lutibacter
277,0.0,248,248,S,1622118,Lutibacter profundi
278,0.0,193,193,S,1850246,Lutibacter sp. LPB0138
279,0.0,436,156,G,326319,Dokdonia
280,0.0,102,0,S,326320,Dokdonia donghaensis
281,0.0,102,102,S1,1300343,Dokdonia donghaensis DSW-1
282,0.0,78,78,S,2173169,Dokdonia sp. Dokd-P16
283,0.0,41,41,S,313590,Dokdonia sp. MED134
284,0.0,30,30,S,983548,Dokdonia sp. 4H-3-7-5
285,0.0,29,29,S,1239415,Dokdonia sp. PRO95
286,0.0,433,0,G,1176327,Aureitalea
287,0.0,433,433,S,2094025,Aureitalea sp. RR4-38
288,0.0,382,0,G,1209327,Flavivirga
289,0.0,382,382,S,1803846,Flavivirga eckloniae
290,0.0,377,0,G,178469,Arenibacter
291,0.0,377,377,S,616991,Arenibacter algicola
292,0.0,365,0,G,291183,Lacinutrix
293,0.0,145,145,S,2057808,Lacinutrix sp. Bg11-31
294,0.0,116,116,S,1486034,Lacinutrix venerupis
295,0.0,104,104,S,983544,Lacinutrix sp. 5H-3-7-4
296,0.0,316,0,G,336276,Olleya
297,0.0,186,186,S,639310,Olleya aquimaris
298,0.0,130,130,S,2058135,Olleya sp. Bg11-27
299,0.0,312,0,G,389486,Sediminicola
300,0.0,312,312,S,1453352,Sediminicola sp. YIK13
301,0.0,309,0,G,379070,Gilvibacter
302,0.0,309,309,S,754429,Gilvibacter sp. SZ-19
303,0.0,307,0,G,393005,Tamlana
304,0.0,307,307,S,2069432,Tamlana sp. UJ94
305,0.0,285,0,G,1204360,Siansivirga
306,0.0,285,0,S,762954,Siansivirga zeaxanthinifaciens
307,0.0,285,285,S1,1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1
308,0.0,257,0,G,1518147,Wenyingzhuangia
309,0.0,257,257,S,1790137,Wenyingzhuangia fucanilytica
310,0.0,251,0,G,244698,Gillisia
311,0.0,251,251,S,1336796,Gillisia sp. Hel1_33_143
312,0.0,220,0,G,83612,Psychroflexus
313,0.0,220,0,S,57029,Psychroflexus torquis
314,0.0,220,220,S1,313595,Psychroflexus torquis ATCC 700755
315,0.0,216,0,G,153265,Aequorivita
316,0.0,216,0,S,101385,Aequorivita sublithincola
317,0.0,216,216,S1,746697,Aequorivita sublithincola DSM 14238
318,0.0,194,0,G,1649495,Seonamhaeicola
319,0.0,194,194,S,1936081,Seonamhaeicola sp. S2-3
320,0.0,172,0,G,261827,Algibacter
321,0.0,172,172,S,1736674,Algibacter alginicilyticus
322,0.0,150,0,G,1013,Weeksella
323,0.0,150,0,S,1014,Weeksella virosa
324,0.0,150,150,S1,865938,Weeksella virosa DSM 16922
325,0.0,17,0,G,216431,Croceibacter
326,0.0,17,0,S,313588,Croceibacter atlanticus
327,0.0,17,17,S1,216432,Croceibacter atlanticus HTCC2559
328,0.0,636,0,F,39782,Blattabacteriaceae
329,0.0,636,313,G,34098,Blattabacterium
330,0.0,130,0,S,624186,Blattabacterium sp. (Blattella germanica)
331,0.0,130,130,S1,331104,Blattabacterium sp. (Blattella germanica) str. Bge
332,0.0,49,49,S,1186051,Blattabacterium sp. (Blaberus giganteus)
333,0.0,46,0,S,39768,Blattabacterium sp. (Mastotermes darwiniensis)
334,0.0,46,46,S1,1074889,Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR
335,0.0,37,37,S,1316444,Blattabacterium sp. (Nauphoeta cinerea)
336,0.0,34,33,S,1653831,Blattabacterium cuenoti
337,0.0,1,1,S1,1229512,Blattabacterium cuenoti BPAA
338,0.0,19,17,S,164514,Blattabacterium punctulatus
339,0.0,2,2,S1,1075399,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
340,0.0,6,6,S,298656,Blattabacterium sp. (Cryptocercus kyebangensis)
341,0.0,2,0,S,367806,Blattabacterium sp. (Blatta orientalis)
342,0.0,2,2,S1,1072467,Blattabacterium sp. (Blatta orientalis) str. Tarazona
343,0.0,559,0,F,1853230,Crocinitomicaceae
344,0.0,559,0,G,332102,Fluviicola
345,0.0,559,0,S,191579,Fluviicola taffensis
346,0.0,559,559,S1,755732,Fluviicola taffensis DSM 16823
347,0.0,436,0,F,246874,Cryomorphaceae
348,0.0,436,0,G,267986,Owenweeksia
349,0.0,436,0,S,253245,Owenweeksia hongkongensis
350,0.0,436,436,S1,926562,Owenweeksia hongkongensis DSM 17368
351,0.0,162,3,O1,313602,unclassified Flavobacteriales
352,0.0,144,0,G,336809,Candidatus Sulcia
353,0.0,144,127,S,336810,Candidatus Sulcia muelleri
354,0.0,17,17,S1,1189303,Candidatus Sulcia muelleri PSPU
355,0.0,15,0,G,1940138,Candidatus Walczuchella
356,0.0,15,15,S,1415657,Candidatus Walczuchella monophlebidarum
357,0.0,120,0,F,1755828,Ichthyobacteriaceae
358,0.0,120,0,G,1755829,Ichthyobacterium
359,0.0,120,120,S,242600,Ichthyobacterium seriolicida
360,0.08,36599,0,C,768503,Cytophagia
361,0.08,36599,508,O,768507,Cytophagales
362,0.03,14395,232,F,1853232,Hymenobacteraceae
363,0.02,9117,2020,G,89966,Hymenobacter
364,0.0,1217,1217,S,1356852,Hymenobacter sp. APR13
365,0.0,1148,0,S,1446467,Hymenobacter swuensis
366,0.0,1148,1148,S1,1227739,Hymenobacter swuensis DY53
367,0.0,1028,1028,S,1411621,Hymenobacter sedentarius
368,0.0,994,994,S,1484116,Hymenobacter sp. PAMC 26554
369,0.0,867,867,S,1850093,Hymenobacter nivis
370,0.0,668,668,S,1484118,Hymenobacter sp. PAMC 26628
371,0.0,589,589,S,1385664,Hymenobacter sp. DG25B
372,0.0,586,586,S,1385663,Hymenobacter sp. DG25A
373,0.01,2552,10,G,1379908,Rufibacter
374,0.0,1212,1212,S,1379910,Rufibacter sp. DG31D
375,0.0,780,780,S,512763,Rufibacter tibetensis
376,0.0,550,550,S,1379909,Rufibacter sp. DG15C
377,0.01,2494,64,G,323449,Pontibacter
378,0.0,1243,1243,S,388950,Pontibacter akesuensis
379,0.0,1187,1187,S,400092,Pontibacter korlensis
380,0.03,12701,172,F,89373,Cytophagaceae
381,0.01,3805,16,G,107,Spirosoma
382,0.0,1180,1180,S,1178516,Spirosoma montaniterrae
383,0.0,887,887,S,2057025,Spirosoma pollinicola
384,0.0,767,767,S,564064,Spirosoma rigui
385,0.0,505,505,S,1379870,Spirosoma radiotolerans
386,0.0,450,450,S,1211326,Spirosoma aerolatum
387,0.01,2949,46,G,861914,Fibrella
388,0.0,1653,0,S,651143,Fibrella aestuarina
389,0.0,1653,1653,S1,1166018,Fibrella aestuarina BUZ 2
390,0.0,1250,1250,S,1834519,Fibrella sp. ES10-3-2-2
391,0.0,2067,16,G,105,Runella
392,0.0,1140,0,S,106,Runella slithyformis
393,0.0,1140,1140,S1,761193,Runella slithyformis DSM 19594
394,0.0,911,911,S,2259595,Runella sp. HYN0085
395,0.0,1995,0,G,120831,Dyadobacter
396,0.0,1995,0,S,94254,Dyadobacter fermentans
397,0.0,1995,1995,S1,471854,Dyadobacter fermentans DSM 18053
398,0.0,691,0,G,978,Cytophaga
399,0.0,691,0,S,985,Cytophaga hutchinsonii
400,0.0,691,691,S1,269798,Cytophaga hutchinsonii ATCC 33406
401,0.0,431,0,G,1664383,Pseudarcicella
402,0.0,431,431,S,2183547,Pseudarcicella sp. HME7025
403,0.0,415,0,G,319458,Leadbetterella
404,0.0,415,0,S,316068,Leadbetterella byssophila
405,0.0,415,415,S1,649349,Leadbetterella byssophila DSM 17132
406,0.0,176,0,G,2173039,Arcticibacterium
407,0.0,176,176,S,1784714,Arcticibacterium luteifluviistationis
408,0.01,4797,42,F,563798,Cyclobacteriaceae
409,0.0,1833,155,G,390846,Echinicola
410,0.0,882,882,S,1795355,Echinicola strongylocentroti
411,0.0,796,0,S,390884,Echinicola vietnamensis
412,0.0,796,796,S1,926556,Echinicola vietnamensis DSM 17526
413,0.0,1229,1,G,246875,Algoriphagus
414,0.0,902,902,S,388413,Algoriphagus machipongonensis
415,0.0,326,326,S,1727163,Algoriphagus sp. M8-2
416,0.0,977,129,G,68288,Cyclobacterium
417,0.0,475,0,S,104,Cyclobacterium marinum
418,0.0,475,475,S1,880070,Cyclobacterium marinum DSM 745
419,0.0,373,373,S,320787,Cyclobacterium amurskyense
420,0.0,457,0,G,280472,Aquiflexum
421,0.0,457,0,S,280473,Aquiflexum balticum
422,0.0,457,457,S1,758820,Aquiflexum balticum DSM 16537
423,0.0,259,0,G,232244,Belliella
424,0.0,259,0,S,232259,Belliella baltica
425,0.0,259,259,S1,866536,Belliella baltica DSM 15883
426,0.01,2261,0,F,200667,Flammeovirgaceae
427,0.0,1045,0,G,59739,Flammeovirga
428,0.0,1045,1045,S,1191459,Flammeovirga sp. MY04
429,0.0,854,0,F1,340671,unclassified Flammeovirgaceae
430,0.0,854,854,S,1257021,Flammeovirgaceae bacterium 311
431,0.0,362,0,G,869806,Marivirga
432,0.0,362,0,S,1006,Marivirga tractuosa
433,0.0,362,362,S1,643867,Marivirga tractuosa DSM 4126
434,0.0,1077,0,F,1853234,Persicobacteraceae
435,0.0,1077,0,G,59740,Persicobacter
436,0.0,1077,1077,S,1085624,Persicobacter sp. JZB09
437,0.0,388,0,O1,1124781,unclassified Cytophagales
438,0.0,388,0,O2,1751870,unclassified Cytophagales (miscellaneous)
439,0.0,388,388,S,1945892,Cytophagales bacterium TFI 002
440,0.0,277,0,F,1937968,Bernardetiaceae
441,0.0,277,0,G,1937972,Bernardetia
442,0.0,277,0,S,999,Bernardetia litoralis
443,0.0,277,277,S1,880071,Bernardetia litoralis DSM 6794
444,0.0,195,0,F,1501348,Amoebophilaceae
445,0.0,146,27,G,273135,Candidatus Cardinium
446,0.0,62,62,S,650378,Cardinium endosymbiont of Sogatella furcifera
447,0.0,55,55,S,247481,Candidatus Cardinium hertigii
448,0.0,2,0,S,249402,Cardinium endosymbiont of Encarsia pergandiella
449,0.0,2,2,S1,1231626,Cardinium endosymbiont cEper1 of Encarsia pergandiella
450,0.0,49,0,G,281119,Candidatus Amoebophilus
451,0.0,49,0,S,281120,Candidatus Amoebophilus asiaticus
452,0.0,49,49,S1,452471,Candidatus Amoebophilus asiaticus 5a2
453,0.03,14346,0,C,117747,Sphingobacteriia
454,0.03,14346,0,O,200666,Sphingobacteriales
455,0.03,14346,288,F,84566,Sphingobacteriaceae
456,0.01,4307,174,G,423349,Mucilaginibacter
457,0.0,1152,0,S,423351,Mucilaginibacter paludis
458,0.0,1152,1152,S1,714943,Mucilaginibacter paludis DSM 18603
459,0.0,991,991,S,1550579,Mucilaginibacter gotjawali
460,0.0,754,754,S,652787,Mucilaginibacter mallensis
461,0.0,635,635,S,1234841,Mucilaginibacter sp. BJC16-A31
462,0.0,601,601,S,1300914,Mucilaginibacter sp. PAMC 26640
463,0.01,4207,239,G,84567,Pedobacter
464,0.0,1190,1190,S,188932,Pedobacter cryoconitis
465,0.0,1054,1054,S,1727164,Pedobacter sp. PACM 27299
466,0.0,657,657,S,430522,Pedobacter steynii
467,0.0,595,0,S,984,Pedobacter heparinus
468,0.0,595,595,S1,485917,Pedobacter heparinus DSM 2366
469,0.0,472,472,S,363852,Pedobacter ginsengisoli
470,0.01,3277,539,G,28453,Sphingobacterium
471,0.0,861,861,S,1010,Sphingobacterium mizutaii
472,0.0,844,844,S,1538644,Sphingobacterium sp. ML3W
473,0.0,562,562,S,743722,Sphingobacterium sp. 21
474,0.0,303,303,S,2003121,Sphingobacterium sp. G1-14
475,0.0,168,168,S,1933220,Sphingobacterium sp. B29
476,0.0,781,0,G,1649482,Pseudopedobacter
