,46.71,19699638,19699638.1,U,0,unclassified
88,0.0,1883,0,F,2005520,Dysgonamonadaceae
89,0.0,1883,0,G,294702,Proteiniphilum
90,0.0,1883,1883,S,1642647,Proteiniphilum saccharofermentans
91,0.0,1853,0,F,2005519,Barnesiellaceae
92,0.0,1853,0,G,397864,Barnesiella
93,0.0,1853,0,S,397865,Barnesiella viscericola
94,0.0,1853,1853,S1,880074,Barnesiella viscericola DSM 18177
95,0.0,1370,0,F,2005523,Paludibacteraceae
96,0.0,1370,0,G,346096,Paludibacter
97,0.0,1370,0,S,185300,Paludibacter propionicigenes
98,0.0,1370,1370,S1,694427,Paludibacter propionicigenes WB4
99,0.0,501,0,O1,333046,unclassified Bacteroidales
100,0.0,297,0,G,511434,Candidatus Azobacteroides
101,0.0,297,235,S,511435,Candidatus Azobacteroides pseudotrichonymphae
102,0.0,62,62,S1,511995,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
103,0.0,204,0,O2,185291,unclassified Bacteroidales (miscellaneous)
104,0.0,204,204,S,1400053,Bacteroidales bacterium CF
105,0.01,3115,0,O,1970189,Marinilabiliales
106,0.0,1043,0,F,1471398,Prolixibacteraceae
107,0.0,1043,0,G,1471399,Draconibacterium
108,0.0,1043,1043,S,1168034,Draconibacterium orientale
109,0.0,968,0,F,1573805,Marinifilaceae
110,0.0,968,0,F1,1717716,unclassified Marinifilaceae
111,0.0,968,968,S,1717717,Marinifilaceae bacterium SPP2
112,0.0,732,0,F,558415,Marinilabiliaceae
113,0.0,732,0,G,1193324,Alkalitalea
114,0.0,732,732,S,889453,Alkalitalea saponilacus
115,0.0,372,0,F,1970190,Salinivirgaceae
116,0.0,372,0,G,1970191,Salinivirga
117,0.0,372,372,S,1307839,Salinivirga cyanobacteriivorans
118,0.09,35865,0,C,117743,Flavobacteriia
119,0.09,35865,125,O,200644,Flavobacteriales
120,0.08,35454,1628,F,49546,Flavobacteriaceae
121,0.02,7271,239,G,237,Flavobacterium
122,0.0,1155,1155,S,1492737,Flavobacterium gilvum
123,0.0,1015,620,S,986,Flavobacterium johnsoniae
124,0.0,395,395,S1,376686,Flavobacterium johnsoniae UW101
125,0.0,930,930,S,1306519,Flavobacterium commune
126,0.0,882,882,S,1981981,Flavobacterium sp. AJ004
127,0.0,671,671,S,2294119,Flavobacterium sp. CJ74
128,0.0,457,457,S,2183896,Flavobacterium sp. HYN0056
129,0.0,334,334,S,2175091,Flavobacterium sp. HYN0059
130,0.0,331,331,S,2172098,Flavobacterium sp. HYN0049
131,0.0,322,322,S,2201181,Flavobacterium sp. MEBiC07310
132,0.0,225,225,S,2249356,Flavobacterium sp. HYN0086
133,0.0,186,186,S,1784713,Flavobacterium arcticum
134,0.0,164,164,S,96345,Flavobacterium psychrophilum
135,0.0,113,113,S,1763534,Flavobacterium crassostreae
136,0.0,111,111,S,1355330,Flavobacterium faecale
137,0.0,61,61,S,2162713,Flavobacterium sp. HYN0048
138,0.0,37,0,S,55197,Flavobacterium branchiophilum
139,0.0,37,37,S1,1034807,Flavobacterium branchiophilum FL-15
140,0.0,20,17,S,996,Flavobacterium columnare
141,0.0,3,3,S1,1041826,Flavobacterium columnare ATCC 49512
142,0.0,18,0,S,312277,Flavobacterium indicum
143,0.0,18,18,S1,1094466,Flavobacterium indicum GPTSA100-9 = DSM 17447
144,0.01,5358,482,G,1016,Capnocytophaga
145,0.01,3098,3098,S,1019,Capnocytophaga sputigena
146,0.0,375,180,S,28188,Capnocytophaga canimorsus
147,0.0,195,195,S1,860228,Capnocytophaga canimorsus Cc5
148,0.0,282,282,S,209053,Capnocytophaga sp. ChDC OS43
149,0.0,233,233,S,1316593,Capnocytophaga sp. oral taxon 864
150,0.0,211,211,S,1316596,Capnocytophaga sp. oral taxon 878
151,0.0,210,210,S,45243,Capnocytophaga haemolytica
152,0.0,156,156,S,327575,Capnocytophaga leadbetteri
153,0.0,132,132,S,1945658,Capnocytophaga sp. H4358
154,0.0,79,79,S,1017,Capnocytophaga gingivalis
155,0.0,75,75,S,1848904,Capnocytophaga stomatis
156,0.0,8,0,S,1018,Capnocytophaga ochracea
157,0.0,8,8,S1,521097,Capnocytophaga ochracea DSM 7271
158,0.0,8,8,S,28189,Capnocytophaga cynodegmi
159,0.0,8,8,S,1945657,Capnocytophaga sp. H2931
160,0.0,1,1,S,1705617,Capnocytophaga sp. oral taxon 323
161,0.01,3830,155,G,59732,Chryseobacterium
162,0.0,779,779,S,878220,Chryseobacterium sp. StRB126
163,0.0,659,659,S,253,Chryseobacterium indologenes
164,0.0,497,497,S,1265445,Chryseobacterium camelliae
165,0.0,433,433,S,558152,Chryseobacterium piperi
166,0.0,371,371,S,536441,Chryseobacterium taklimakanense
167,0.0,309,309,S,1721091,Chryseobacterium sp. IHB B 17019
168,0.0,284,284,S,1685010,Chryseobacterium glaciei
169,0.0,204,204,S,2015076,Chryseobacterium sp. T16E-39
170,0.0,139,139,S,1324352,Chryseobacterium gallinarum
171,0.0,1992,718,G,308865,Elizabethkingia
172,0.0,999,999,S,238,Elizabethkingia meningoseptica
173,0.0,180,116,S,1117645,Elizabethkingia anophelis
174,0.0,59,59,S1,1352940,Elizabethkingia anophelis FMS-007
175,0.0,5,5,S1,1338011,Elizabethkingia anophelis NUHP1
176,0.0,56,56,S,1756149,Elizabethkingia bruuniana
177,0.0,36,36,S,1756150,Elizabethkingia ursingii
178,0.0,3,3,S,172045,Elizabethkingia miricola
179,0.0,1853,74,G,52959,Polaribacter
180,0.0,502,502,S,1312072,Polaribacter sp. SA4-12
181,0.0,253,253,S,996801,Polaribacter reichenbachii
182,0.0,243,243,S,1774273,Polaribacter vadi
183,0.0,221,221,S,1336804,Polaribacter sp. Hel1_33_78
184,0.0,203,203,S,1855336,Polaribacter sp. KT25b
185,0.0,124,124,S,754397,Polaribacter sp. SA4-10
186,0.0,121,121,S,1529069,Polaribacter sp. BM10
187,0.0,83,83,S,313598,Polaribacter sp. MED152
188,0.0,29,29,S,2058137,Polaribacter sp. ALD11
189,0.0,1257,146,G,292691,Gramella
190,0.0,423,423,S,2126553,Gramella sp. SH35
191,0.0,410,0,S,1486245,Gramella flava
192,0.0,410,410,S1,1229726,Gramella flava JLT2011
193,0.0,189,189,S,1250205,Gramella sp. MAR_2010_147
194,0.0,73,73,S,1913577,Gramella salexigens
195,0.0,9,0,S,411153,Gramella forsetii
196,0.0,9,9,S1,411154,Gramella forsetii KT0803
197,0.0,7,7,S,1250231,Gramella sp. MAR_2010_102
198,0.0,1163,94,G,363408,Nonlabens
199,0.0,341,0,S,930802,Nonlabens marinus
200,0.0,341,341,S1,1454201,Nonlabens marinus S1-08
201,0.0,330,330,S,1336802,Nonlabens sp. Hel1_33_55
202,0.0,223,0,S,328515,Nonlabens dokdonensis
203,0.0,223,223,S1,592029,Nonlabens dokdonensis DSW-6
204,0.0,121,121,S,2058134,Nonlabens sp. MB-3u-79
205,0.0,45,45,S,331648,Nonlabens spongiae
206,0.0,5,5,S,319236,Nonlabens sediminis
207,0.0,4,4,S,1476901,Nonlabens sp. MIC269
208,0.0,753,0,G,286104,Winogradskyella
209,0.0,317,317,S,754409,Winogradskyella sp. PG-2
210,0.0,174,174,S,1936080,Winogradskyella sp. J14-2
211,0.0,165,165,S,754417,Winogradskyella sp. PC-19
212,0.0,97,97,S,1249933,Winogradskyella sp. RHA_55
213,0.0,734,0,F1,61432,unclassified Flavobacteriaceae
214,0.0,277,277,S,1150389,Flavobacteriaceae bacterium UJ101
215,0.0,237,237,S,1250295,Flavobacteriaceae bacterium MAR_2010_188
216,0.0,220,220,S,531844,Flavobacteriaceae bacterium 3519-10
217,0.0,707,1,G,225842,Formosa
218,0.0,414,0,S,320324,Formosa agariphila
219,0.0,414,414,S1,1347342,Formosa agariphila KMM 3901
220,0.0,183,183,S,1798225,Formosa sp. Hel1_31_208
221,0.0,75,75,S,1336794,Formosa sp. Hel1_33_131
222,0.0,34,34,S,1336795,Formosa sp. Hel3_A1_48
223,0.0,641,0,G,417127,Zunongwangia
224,0.0,641,0,S,398743,Zunongwangia profunda
225,0.0,641,641,S1,655815,Zunongwangia profunda SM-A87
226,0.0,618,22,G,104267,Tenacibaculum
227,0.0,220,220,S,584609,Tenacibaculum jejuense
228,0.0,153,153,S,669041,Tenacibaculum dicentrarchi
229,0.0,136,136,S,754423,Tenacibaculum sp. SZ-18
230,0.0,67,67,S,1850252,Tenacibaculum todarodis
231,0.0,20,20,S,107401,Tenacibaculum maritimum
232,0.0,548,38,G,252356,Maribacter
233,0.0,200,200,S,1178778,Maribacter cobaltidurans
234,0.0,177,177,S,1836467,Maribacter sp. T28
235,0.0,128,128,S,313603,Maribacter sp. HTCC2170
236,0.0,3,3,S,1250153,Maribacter sp. MAR_2009_60
237,0.0,2,2,S,1644130,Maribacter sp. 1_2014MBL_MicDiv
238,0.0,529,64,G,76831,Myroides
239,0.0,340,0,S,256,Myroides odoratus
240,0.0,340,340,S1,929704,Myroides odoratus DSM 2801
241,0.0,120,120,S,480520,Myroides profundi
242,0.0,4,4,S,76832,Myroides odoratimimus
243,0.0,1,1,S,1583100,Myroides sp. A21
244,0.0,529,0,G,143222,Salegentibacter
245,0.0,332,332,S,143223,Salegentibacter salegens
246,0.0,197,197,S,1729720,Salegentibacter sp. T436
247,0.0,514,0,G,111500,Muricauda
248,0.0,273,0,S,111501,Muricauda ruestringensis
249,0.0,273,273,S1,886377,Muricauda ruestringensis DSM 13258
250,0.0,241,241,S,516051,Muricauda lutaonensis
251,0.0,487,0,G,28250,Ornithobacterium
252,0.0,487,270,S,28251,Ornithobacterium rhinotracheale
253,0.0,217,217,S1,1401325,Ornithobacterium rhinotracheale ORT-UMN 88
254,0.0,431,0,G,104264,Cellulophaga
255,0.0,239,239,S,979,Cellulophaga lytica
256,0.0,117,63,S,76594,Cellulophaga baltica
257,0.0,50,50,S1,1348585,Cellulophaga baltica NN016038
258,0.0,4,4,S1,1348584,Cellulophaga baltica 18
259,0.0,75,0,S,59600,Cellulophaga algicola
260,0.0,75,75,S1,688270,Cellulophaga algicola DSM 14237
261,0.0,411,0,G,1204360,Siansivirga
262,0.0,411,0,S,762954,Siansivirga zeaxanthinifaciens
263,0.0,411,411,S1,1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1
264,0.0,390,0,G,178469,Arenibacter
265,0.0,390,390,S,616991,Arenibacter algicola
266,0.0,377,0,G,112040,Zobellia
267,0.0,377,377,S,63186,Zobellia galactanivorans
268,0.0,360,0,G,244698,Gillisia
269,0.0,360,360,S,1336796,Gillisia sp. Hel1_33_143
270,0.0,343,0,G,34084,Riemerella
271,0.0,343,343,S,34085,Riemerella anatipestifer
272,0.0,298,69,G,326319,Dokdonia
273,0.0,135,135,S,1239415,Dokdonia sp. PRO95
274,0.0,89,89,S,983548,Dokdonia sp. 4H-3-7-5
275,0.0,3,3,S,2173169,Dokdonia sp. Dokd-P16
276,0.0,1,1,S,313590,Dokdonia sp. MED134
277,0.0,1,0,S,326320,Dokdonia donghaensis
278,0.0,1,1,S1,1300343,Dokdonia donghaensis DSW-1
279,0.0,295,0,G,1649495,Seonamhaeicola
280,0.0,295,295,S,1936081,Seonamhaeicola sp. S2-3
281,0.0,289,0,G,1518147,Wenyingzhuangia
282,0.0,289,289,S,1790137,Wenyingzhuangia fucanilytica
283,0.0,258,0,G,252306,Robiginitalea
284,0.0,258,0,S,252307,Robiginitalea biformata
285,0.0,258,258,S1,313596,Robiginitalea biformata HTCC2501
286,0.0,236,0,G,216431,Croceibacter
287,0.0,236,0,S,313588,Croceibacter atlanticus
288,0.0,236,236,S1,216432,Croceibacter atlanticus HTCC2559
289,0.0,186,0,G,336276,Olleya
290,0.0,119,119,S,2058135,Olleya sp. Bg11-27
291,0.0,67,67,S,639310,Olleya aquimaris
292,0.0,174,0,G,291183,Lacinutrix
293,0.0,142,142,S,1486034,Lacinutrix venerupis
294,0.0,27,27,S,983544,Lacinutrix sp. 5H-3-7-4
295,0.0,5,5,S,2057808,Lacinutrix sp. Bg11-31
296,0.0,158,0,G,358023,Lutibacter
297,0.0,155,155,S,1622118,Lutibacter profundi
298,0.0,3,3,S,1850246,Lutibacter sp. LPB0138
299,0.0,152,0,G,393005,Tamlana
300,0.0,152,152,S,2069432,Tamlana sp. UJ94
301,0.0,145,0,G,389486,Sediminicola
302,0.0,145,145,S,1453352,Sediminicola sp. YIK13
303,0.0,109,0,G,261827,Algibacter
304,0.0,109,109,S,1736674,Algibacter alginicilyticus
305,0.0,90,0,G,1209327,Flavivirga
306,0.0,90,90,S,1803846,Flavivirga eckloniae
307,0.0,89,0,G,1013,Weeksella
308,0.0,89,0,S,1014,Weeksella virosa
309,0.0,89,89,S1,865938,Weeksella virosa DSM 16922
310,0.0,81,0,G,1176327,Aureitalea
311,0.0,81,81,S,2094025,Aureitalea sp. RR4-38
312,0.0,80,0,G,221065,Kordia
313,0.0,80,80,S,2282170,Kordia sp. SMS9
314,0.0,59,0,G,444459,Flagellimonas
315,0.0,59,59,S,1383885,Flagellimonas sp. HME9304
316,0.0,15,0,G,379070,Gilvibacter
317,0.0,15,15,S,754429,Gilvibacter sp. SZ-19
318,0.0,12,0,G,153265,Aequorivita
319,0.0,12,0,S,101385,Aequorivita sublithincola
320,0.0,12,12,S1,746697,Aequorivita sublithincola DSM 14238
321,0.0,4,0,G,83612,Psychroflexus
322,0.0,4,0,S,57029,Psychroflexus torquis
323,0.0,4,4,S1,313595,Psychroflexus torquis ATCC 700755
324,0.0,173,0,F,246874,Cryomorphaceae
325,0.0,173,0,G,267986,Owenweeksia
326,0.0,173,0,S,253245,Owenweeksia hongkongensis
327,0.0,173,173,S1,926562,Owenweeksia hongkongensis DSM 17368
328,0.0,63,0,F,39782,Blattabacteriaceae
329,0.0,63,7,G,34098,Blattabacterium
330,0.0,53,53,S,1316444,Blattabacterium sp. (Nauphoeta cinerea)
331,0.0,1,1,S,164516,Blattabacterium clevelandi
332,0.0,1,0,S,624186,Blattabacterium sp. (Blattella germanica)
333,0.0,1,1,S1,331104,Blattabacterium sp. (Blattella germanica) str. Bge
334,0.0,1,1,S,1186051,Blattabacterium sp. (Blaberus giganteus)
335,0.0,37,0,F,1853230,Crocinitomicaceae
336,0.0,37,0,G,332102,Fluviicola
337,0.0,37,0,S,191579,Fluviicola taffensis
338,0.0,37,37,S1,755732,Fluviicola taffensis DSM 16823
339,0.0,10,0,O1,313602,unclassified Flavobacteriales
340,0.0,10,0,G,336809,Candidatus Sulcia
341,0.0,10,9,S,336810,Candidatus Sulcia muelleri
342,0.0,1,1,S1,1189303,Candidatus Sulcia muelleri PSPU
343,0.0,3,0,F,1755828,Ichthyobacteriaceae
344,0.0,3,0,G,1755829,Ichthyobacterium
345,0.0,3,3,S,242600,Ichthyobacterium seriolicida
346,0.03,11351,0,C,768503,Cytophagia
347,0.03,11351,159,O,768507,Cytophagales
348,0.01,3648,2,F,89373,Cytophagaceae
349,0.0,1584,32,G,107,Spirosoma
350,0.0,680,680,S,2057025,Spirosoma pollinicola
351,0.0,323,323,S,1211326,Spirosoma aerolatum
352,0.0,277,277,S,564064,Spirosoma rigui
353,0.0,238,238,S,1379870,Spirosoma radiotolerans
354,0.0,34,34,S,1178516,Spirosoma montaniterrae
355,0.0,792,3,G,105,Runella
356,0.0,396,396,S,2259595,Runella sp. HYN0085
357,0.0,393,0,S,106,Runella slithyformis
358,0.0,393,393,S1,761193,Runella slithyformis DSM 19594
359,0.0,396,0,G,861914,Fibrella
360,0.0,222,0,S,651143,Fibrella aestuarina
361,0.0,222,222,S1,1166018,Fibrella aestuarina BUZ 2
362,0.0,174,174,S,1834519,Fibrella sp. ES10-3-2-2
363,0.0,309,0,G,319458,Leadbetterella
364,0.0,309,0,S,316068,Leadbetterella byssophila
365,0.0,309,309,S1,649349,Leadbetterella byssophila DSM 17132
366,0.0,162,0,G,978,Cytophaga
367,0.0,162,0,S,985,Cytophaga hutchinsonii
368,0.0,162,162,S1,269798,Cytophaga hutchinsonii ATCC 33406
369,0.0,160,0,G,120831,Dyadobacter
370,0.0,160,0,S,94254,Dyadobacter fermentans
371,0.0,160,160,S1,471854,Dyadobacter fermentans DSM 18053
372,0.0,133,0,G,1664383,Pseudarcicella
373,0.0,133,133,S,2183547,Pseudarcicella sp. HME7025
374,0.0,110,0,G,2173039,Arcticibacterium
375,0.0,110,110,S,1784714,Arcticibacterium luteifluviistationis
376,0.01,3113,0,F,563798,Cyclobacteriaceae
377,0.0,1238,120,G,390846,Echinicola
378,0.0,698,698,S,1795355,Echinicola strongylocentroti
379,0.0,420,0,S,390884,Echinicola vietnamensis
380,0.0,420,420,S1,926556,Echinicola vietnamensis DSM 17526
381,0.0,674,5,G,68288,Cyclobacterium
382,0.0,468,468,S,320787,Cyclobacterium amurskyense
383,0.0,201,0,S,104,Cyclobacterium marinum
384,0.0,201,201,S1,880070,Cyclobacterium marinum DSM 745
385,0.0,664,0,G,280472,Aquiflexum
386,0.0,664,0,S,280473,Aquiflexum balticum
387,0.0,664,664,S1,758820,Aquiflexum balticum DSM 16537
388,0.0,294,0,G,232244,Belliella
389,0.0,294,0,S,232259,Belliella baltica
390,0.0,294,294,S1,866536,Belliella baltica DSM 15883
391,0.0,243,2,G,246875,Algoriphagus
392,0.0,216,216,S,388413,Algoriphagus machipongonensis
393,0.0,25,25,S,1727163,Algoriphagus sp. M8-2
394,0.01,2119,4,F,1853232,Hymenobacteraceae
395,0.0,896,44,G,89966,Hymenobacter
396,0.0,397,397,S,1484116,Hymenobacter sp. PAMC 26554
397,0.0,169,169,S,1385664,Hymenobacter sp. DG25B
398,0.0,99,0,S,1446467,Hymenobacter swuensis
399,0.0,99,99,S1,1227739,Hymenobacter swuensis DY53
400,0.0,95,95,S,1411621,Hymenobacter sedentarius
401,0.0,56,56,S,1484118,Hymenobacter sp. PAMC 26628
402,0.0,18,18,S,1850093,Hymenobacter nivis
403,0.0,14,14,S,1385663,Hymenobacter sp. DG25A
404,0.0,4,4,S,1356852,Hymenobacter sp. APR13
405,0.0,734,0,G,1379908,Rufibacter
406,0.0,443,443,S,512763,Rufibacter tibetensis
407,0.0,275,275,S,1379910,Rufibacter sp. DG31D
408,0.0,16,16,S,1379909,Rufibacter sp. DG15C
409,0.0,485,0,G,323449,Pontibacter
410,0.0,303,303,S,400092,Pontibacter korlensis
411,0.0,182,182,S,388950,Pontibacter akesuensis
412,0.0,1069,0,F,200667,Flammeovirgaceae
413,0.0,734,0,G,59739,Flammeovirga
414,0.0,734,734,S,1191459,Flammeovirga sp. MY04
415,0.0,290,0,F1,340671,unclassified Flammeovirgaceae
416,0.0,290,290,S,1257021,Flammeovirgaceae bacterium 311
417,0.0,45,0,G,869806,Marivirga
418,0.0,45,0,S,1006,Marivirga tractuosa
419,0.0,45,45,S1,643867,Marivirga tractuosa DSM 4126
420,0.0,771,0,F,1853234,Persicobacteraceae
421,0.0,771,0,G,59740,Persicobacter
422,0.0,771,771,S,1085624,Persicobacter sp. JZB09
423,0.0,355,0,F,1937968,Bernardetiaceae
424,0.0,355,0,G,1937972,Bernardetia
425,0.0,355,0,S,999,Bernardetia litoralis
426,0.0,355,355,S1,880071,Bernardetia litoralis DSM 6794
427,0.0,102,0,O1,1124781,unclassified Cytophagales
428,0.0,102,0,O2,1751870,unclassified Cytophagales (miscellaneous)
429,0.0,102,102,S,1945892,Cytophagales bacterium TFI 002
430,0.0,15,0,F,1501348,Amoebophilaceae
431,0.0,9,2,G,273135,Candidatus Cardinium
432,0.0,3,3,S,247481,Candidatus Cardinium hertigii
433,0.0,3,0,S,249402,Cardinium endosymbiont of Encarsia pergandiella
434,0.0,3,3,S1,1231626,Cardinium endosymbiont cEper1 of Encarsia pergandiella
435,0.0,1,1,S,650378,Cardinium endosymbiont of Sogatella furcifera
436,0.0,6,0,G,281119,Candidatus Amoebophilus
437,0.0,6,0,S,281120,Candidatus Amoebophilus asiaticus
438,0.0,6,6,S1,452471,Candidatus Amoebophilus asiaticus 5a2
439,0.02,9728,0,C,117747,Sphingobacteriia
440,0.02,9728,0,O,200666,Sphingobacteriales
441,0.02,9728,217,F,84566,Sphingobacteriaceae
442,0.01,3035,11,G,84567,Pedobacter
443,0.0,829,0,S,984,Pedobacter heparinus
444,0.0,829,829,S1,485917,Pedobacter heparinus DSM 2366
445,0.0,713,713,S,1727164,Pedobacter sp. PACM 27299
446,0.0,524,524,S,188932,Pedobacter cryoconitis
447,0.0,489,489,S,430522,Pedobacter steynii
448,0.0,469,469,S,363852,Pedobacter ginsengisoli
449,0.01,2329,320,G,28453,Sphingobacterium
450,0.0,815,815,S,1538644,Sphingobacterium sp. ML3W
451,0.0,459,459,S,743722,Sphingobacterium sp. 21
452,0.0,296,296,S,1010,Sphingobacterium mizutaii
453,0.0,246,246,S,2003121,Sphingobacterium sp. G1-14
454,0.0,193,193,S,1933220,Sphingobacterium sp. B29
455,0.01,2299,83,G,423349,Mucilaginibacter
456,0.0,781,781,S,652787,Mucilaginibacter mallensis
457,0.0,640,640,S,1300914,Mucilaginibacter sp. PAMC 26640
458,0.0,507,0,S,423351,Mucilaginibacter paludis
459,0.0,507,507,S1,714943,Mucilaginibacter paludis DSM 18603
460,0.0,191,191,S,1234841,Mucilaginibacter sp. BJC16-A31
461,0.0,97,97,S,1550579,Mucilaginibacter gotjawali
462,0.0,1037,0,G,929509,Solitalea
463,0.0,1037,0,S,995,Solitalea canadensis
464,0.0,1037,1037,S1,929556,Solitalea canadensis DSM 3403
465,0.0,610,0,G,1649482,Pseudopedobacter
466,0.0,610,0,S,151895,Pseudopedobacter saltans
467,0.0,610,610,S1,762903,Pseudopedobacter saltans DSM 12145
468,0.0,201,0,F1,84568,unclassified Sphingobacteriaceae
469,0.0,201,201,S,1986952,Sphingobacteriaceae bacterium GW460-11-11-14-LB5
470,0.01,4093,0,C,1853228,Chitinophagia
471,0.01,4093,0,O,1853229,Chitinophagales
472,0.01,4093,3,F,563835,Chitinophagaceae
473,0.0,1358,0,G,354354,Niastella
474,0.0,1358,0,S,354356,Niastella koreensis
475,0.0,1358,1358,S1,700598,Niastella koreensis GR20-10
476,0.0,1213,0,G,79328,Chitinophaga
477,0.0,782,0,S,79329,Chitinophaga pinensis
478,0.0,782,782,S1,485918,Chitinophaga pinensis DSM 2588
479,0.0,340,340,S,2029983,Chitinophaga caeni
480,0.0,91,91,S,2033437,Chitinophaga sp. MD30
481,0.0,590,0,G,379899,Niabella
482,0.0,417,0,S,446683,Niabella soli
483,0.0,417,417,S1,929713,Niabella soli DSM 19437
484,0.0,173,173,S,1176587,Niabella ginsenosidivorans
