ASV,Fumarate.8,Succinate.8,Glycine.8,L-Proline.8,D-Fructose.8,L-Glutamate.8,L-Leucine.8,L-Arabinose.8,L-Methionine.8,Citrate.8,D-Glucose.8,Sucrose.8,L-Isoleucine.8,Dulcose.8,D-Serine.8,L-Aspartate.8,N-Acetyl-D-glucosamine.8,Galactose.8,L-Malate.8,Butyrate.8,2-Oxoglutarate.8,D-Ribose.8,L-Valine.8,CELB.8,L-Lysine.8,Ornithine.8,Propionate.8,Pyruvate.8,Acetate.8,Thyminose.8,L-Alanine.8,L-Asparagine.8,Decanoate.8,L-Histidine.8,Melibiose.8,L-Cysteine.8,Myristic acid.8,Niacin.8,Palmitate.8,L-Phenylalanine.8,Melitose.8,L-Threonine.8,L-Tyrosine.8,L-Inositol.8,5-Oxoproline.8,D-Allose.8,L-Fucose.8,L-Rhamnose.8,trans-4-Hydroxy-L-proline.8,trans-4-Hydroxy-L-proline.9,5-Oxoproline.9,Acetate.9,N-Acetyl-D-glucosamine.9,2-Oxoglutarate.9,L-Alanine.9,D-Allose.9,L-Arabinose.9,L-Asparagine.9,L-Aspartate.9,Butyrate.9,CELB.9,Citrate.9,L-Cysteine.9,Decanoate.9,Thyminose.9,D-Fructose.9,L-Fucose.9
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.0290648497685502,-0.0049519154314982,0.0,0.0,0.0,-0.0032992360429976,0.0,0.0,-0.0087233150743042,0.0,-0.0041141469393406,-0.0055441290737537,0.0,0.0,0.0
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0001940092647578,0.0,0.4538284146317964,0.0,0.0,0.0,0.0,-0.0042580477355952,0.0,0.0,-0.7589172439292858,-0.0001940092647578,-0.0024044269976195,0.0,0.0,0.0,0.0
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.3297208974546444,-0.0932814491630856,0.0,0.0,0.0,0.0,-0.2066016490727453,-0.3894779698309957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0442500272464533,0.0,0.0,0.0,0.0,-0.0272278809731045,-0.0426939306284419,0.0,-0.2485500136794939,0.0,-0.0129360703539192,0.0,0.0,0.0,0.0
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0151139249803329,-0.0560582910408672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.877741053896992,-0.0309658785120236,0.0,0.0,0.0,-0.0122631029682112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactococcus.1,0.0,0.0,-1.2483587590719305,-3.7494263982799314,0.0,-0.5673729997540393,-1.731882777155887,0.0,0.0,3.066603351757263,0.0,-0.3349446710486816,0.0,0.0,1.428498503286857,0.0,-4.602495881827337,0.0,0.0,0.0,-0.4933924457785421,0.0,0.0,0.0,-0.2970326065971078,0.0,0.0,-2.533512264450119,0.0,0.0,-0.6869512382334921,-1.62395797872625,0.0,0.0,0.0,0.0,0.0,0.0,0.1984764780511403,-0.007098507300771,0.0,-1.0234713368711343,0.0,0.0417392286466271,-0.945806563879058,0.0,-0.944621131845639,0.944621131845639,0.0,-0.1103288309084221,-0.1576344273131763,-0.2584202992502886,-1.4971470015444333,-1.8718816823358184,1.3741416931168045,-0.6629042977712601,0.0,-1.443963836903795,1.4194464166812917,-0.6870046622546835,-0.5267684047578375,1.0280912059399765,0.0,-0.3868080390880508,0.0,-0.3531129987767662,-0.4040827320813536
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0014514066211719,0.0020638354770993,0.3111861257532231,0.0,0.0,0.0,0.0,-0.031854966743067,-4.623252802598492,0.0,-0.2987059929702704,-0.0014514066211719,0.0,0.0,0.0136461613578403,0.0,0.0
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4113760025886253,0.0,0.0,0.0,-0.0168072012501275,0.0,0.0,0.0,0.0,0.0,-0.0139077378434941,0.0,0.0021506703839319,0.0
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0004027914098766,0.0,0.7601787619273227,0.0,0.0,0.0,0.0,-0.0088403255013769,-0.0885176488344117,-0.6954430355999873,0.0,-0.0004027914098766,-0.0046028638558492,0.0,0.0,-1.2702093991416703,0.0
Agrobacterium.1,2.599194091415704,-2.4846239164511563,0.0,0.0,0.0,0.1287728658571156,0.0,0.0,0.0,0.0008312709585681,0.0,0.0,0.0813101331583694,0.0,0.0,0.0,0.0,0.0680656252034611,0.0,0.0,0.0,0.0,0.1553261342998066,0.0480645762110265,0.0,0.0154628137382248,0.0,0.0,-0.0041665479902212,0.0,0.0,-0.0125879584764249,0.0,0.0,0.0,0.0,0.3920132426178756,-0.0002078177396445,-0.3920132426178756,0.0,-0.0680656252034611,-0.1254999261409072,0.0038223006683177,0.0,0.0,0.0,-0.0494883719059422,,0.0,0.0,0.2972080686108154,-0.0052301616785936,0.0,0.0,0.0,0.0,0.0,0.4470550605867553,0.0,0.0,0.2533097071959562,0.000415635479284,-0.0038402271414821,0.0,-0.0732263559028028,0.0,-0.0247441859529711
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0028747919410168,0.0,0.0,0.0,0.0,0.0,0.1278513309246756,-0.939947814284045,0.0,-0.0135036518807604,-0.0035081817809864,0.0,0.0,-0.0268797600049066,0.0
