ASV,Fumarate.9,Galactose.9,Dulcose.9,D-Glucose.9,L-Glutamate.9,Glycine.9,Palmitate.9,L-Histidine.9,L-Isoleucine.9,L-Inositol.9,L-Leucine.9,L-Lysine.9,L-Malate.9,Melibiose.9,L-Methionine.9,Niacin.9,Ornithine.9,L-Phenylalanine.9,Propionate.9,L-Proline.9,Pyruvate.9,Melitose.9,D-Ribose.9,L-Rhamnose.9,D-Serine.9,Succinate.9,Sucrose.9,L-Threonine.9,Myristic acid.9,L-Tyrosine.9,L-Valine.9,D-Fructose.10,L-Leucine.10,L-Methionine.10,Sucrose.10,Dulcose.10,N-Acetyl-D-glucosamine.10,L-Alanine.10,D-Glucose.10,L-Isoleucine.10,L-Valine.10,CELB.10,Ornithine.10,Pyruvate.10,Acetate.10,L-Cysteine.10,Niacin.10,Propionate.10,Thyminose.10,L-Arabinose.10,L-Aspartate.10,L-Asparagine.10,Citrate.10,L-Threonine.10,Decanoate.10
Lactobacillus.5,0.0,0.0,0.0,0.0,0.0,-0.0118583459699965,-0.0145400491979061,-0.0059322418286098,0.0,0.0,-0.0251527053533058,-0.0239215810382348,0.0,0.0,0.0,-0.0009784516304519,-0.0149785423459711,-0.0127543199315112,-0.0091946065630765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135255113692304,0.0,-0.0080381876777663,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio.1,-0.6004154897218326,0.0,0.0,0.0,-0.0635038831774267,0.0,0.0006548501473083,-0.0039805115580278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001665032611523,0.0,-0.0077597612957058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122819361085018,0.0,-0.0171010566623692,0.0,-0.006143468665551,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderiales.1,0.0,0.0,0.0,0.0,-0.233882312808823,0.3349034828078986,0.0,-0.0040554694949715,-0.0123714603133119,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0178362929244901,-0.0079058871615456,-0.000169638722705,-0.1594489968399398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3719657308612777,0.0031341760709703,-0.0061743383884116,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.4,0.0,0.0,-0.0679391565384067,0.0,-4.014752033770241,0.0,-0.0294606450590925,-0.5225835032197542,0.0,0.0,-0.0126498293065612,-0.0874773845303977,0.0,0.0,0.0,-0.0036127504633744,0.0,-0.047092951566048,-0.0971768095859824,0.0,-0.109028331644493,0.0,0.0,0.0,0.0,-0.1797846676968564,0.0,-0.0264794039894608,-0.0393296065335114,-0.0296795113358116,0.2208932074787773,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus.4,0.1714004984447077,0.0,-0.8496548454291902,0.0,0.0,0.0,-0.2540494627358768,-0.3279097387640224,0.0,0.0,0.1790754450584449,-0.019589674681993,0.715446605578705,0.0,0.1262534477130897,0.0394570754087378,0.0065554786743896,-0.0105380464267593,-0.1426126841007821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0180354294562927,0.3280158559043158,-0.0066414199573297,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.2,0.31842552524233,-1.0162018638109604,-0.6147464544388167,0.0,0.0,-0.0085388174607515,0.1562647455340073,-0.2804850765013087,0.0,0.0423471608792588,0.0,-0.0513639421596414,0.2194642216728218,0.0,0.0,-0.2510087810563134,-0.3134688714985377,0.1707677336191221,-0.7531938958214867,-0.1247261277234406,-0.2598505696004712,0.0,0.016773908797724,0.0,0.0,-0.0014774936474978,0.0,-0.2325709895044239,-0.0218987461759183,0.6281833223607404,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.1,0.0217077231257573,-0.4422872289196629,-1.1709890287936702,0.0661512358264428,0.0,0.0,-0.0614350129177228,-0.4332093852431227,0.0,0.0,-0.1227323924483402,-0.0211086599266419,0.1992895529984142,0.0,0.1064183799755221,-0.8073765643036614,-0.0240299160129233,-0.0196098984083268,-0.0166154576527284,0.0,0.0,-0.0457350469678326,0.0,0.0,0.0,0.0,0.0,-0.0675168604748604,,-0.0123587964387362,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter.1,-1.180843220850454,0.1196004891235234,0.0,0.0164705817084177,-1.1276351303727137,-0.0870727369527745,-0.2291996330455879,0.0,-0.123018566797204,-0.241720816110828,-0.1195471113024851,0.1263924202920666,-1.0408872748131248,0.0,0.0,,0.0852564977876189,-0.0196682901256074,-1.0549298332231667,0.0,0.0,-0.1196004891235234,-0.1416187637581116,,0.0,0.88873858588302,0.0,-0.0752055961510187,-0.1696440451854214,-0.110756730558125,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.3,0.0,-0.2708571249774737,-1.8535303952048,0.4514119797108475,0.0,-0.0053811456480792,-0.002897251352175,0.0,0.0,0.6333755207502527,0.0161856291177186,-0.0046056222457658,0.0,0.0,0.0,-0.0047548700942754,0.0391217983077794,0.0033394084684633,0.0,-0.0566474932705062,0.0,-0.3473912655702065,0.0,0.0,0.4775555051096044,0.0117135557485741,0.0,-0.0547550586492483,-0.0420433452944623,0.076468821904849,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.21,0.0483262008147656,0.0,0.0,0.0,-0.0147031471338774,0.1605176159498365,,-0.0189850859770373,0.0,0.0,-0.1884398955703656,0.0,-0.2397527977391421,-0.9847820777098713,-0.0132134427691331,,-0.2886108998570742,-0.0263360618990101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1868070732082796,-0.0200895491402161,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Akkermansia.1,0.0,0.0,0.0,0.0,0.0,-0.1049173819134482,-0.2402840555331611,0.0,-0.0289804692693969,-0.2754487345526719,-0.0824059270719744,-0.0066326316664919,-0.4217527555048183,0.0,0.0,-0.0004306096083202,-0.0195079716364406,0.0011503910162443,-0.0030082020058549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4165280385148562,-0.0528398687009674,0.0779228682165129,-0.0745805202382349,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.5,0.0,0.0,0.0,0.0,-0.4516990538906945,0.0,-0.0111439095843454,0.0,0.0,0.0,0.0,-0.0173526490019886,0.0,0.0,0.0,,0.0,-0.0094451127479178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063149099537983,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0332007750240397,-0.9957196349412406,-0.0227375614101802,0.0,-0.0974194401553772,-0.0192545809167758,-0.1673831098222524,0.0,0.0,-0.0003009522594478,0.0,0.0560431101289525,0.0,0.0685546706501482,0.0,-0.2950044632248667,0.0,0.0,0.0,0.0,0.0,-0.01027622822662,0.097864873141185,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium.1,0.0,0.2458732684486781,0.0,0.0,0.0,0.305365441020795,-0.6425471478557353,0.0,0.0,-0.6208051582149917,0.0,0.0,0.0,0.0,0.0,0.1390959619000317,-0.0001258733170088,-0.0180685760910434,-0.0101809334507941,0.0,0.0,0.0,0.0,0.5015383845974776,0.0,0.0032351321227373,-0.0540537309019705,-0.5629286343930958,0.733122829674414,-0.0141111934313336,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus.3,0.0,0.0,0.0,0.0,0.0,-1.0058479875244537,-0.0402988037027264,-0.0059411652549673,-0.0111369093396943,0.0,0.0,0.0,0.0,0.0,-0.0053963555389624,0.0851417333444744,0.495493370326274,-0.0127735052981798,0.0001655924778958,-0.0111092420118965,0.3110784803889249,-0.0026642057752125,0.0,0.0,0.0,0.0,0.0,0.9578222880676608,0.249171976525096,-0.0083746481635038,-0.0111536885469372,,,,,,,,,,,,,,,,,,,,,,,,
Acetivibrio.1,0.0,0.0,0.0,0.0,0.0,-0.0146945390455347,-0.0097982274022498,-0.2555720066339191,0.0,0.0,-0.0570934923895325,0.0,0.0,0.0,-0.0723411747552691,0.9980892489877706,0.1484844690766786,-0.0289507095843148,0.0517891126795921,0.0,0.0,0.0,0.0,0.0,0.0,0.0025483503039078,0.0,-0.1229823818392676,0.3040249525646117,-0.0185642235492659,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.7,-0.0894775865842713,0.0,0.0,0.0,0.0,0.1251281650197783,-0.0309623491852896,-0.6574866323814269,0.0,0.0,-0.0518606436218325,0.0,0.0,0.0,-0.0722651768127856,-0.0020174025257045,0.0288658299404539,-0.0262972603271084,-0.0410368856798749,1.0210983297573333,0.3357919183495266,0.0,0.0,0.0,0.0,0.3182206953165645,0.0,-0.027887327230608,0.0,-0.0168052924685664,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.23,-0.0017211100023268,0.0,-0.2596489022117398,0.0,0.0,0.0,,-0.0153421433457616,0.0,0.0,0.1457942770120916,0.0,0.4517355293460271,-0.0437023611902969,-0.0161114597944958,,-0.3124828738397344,-0.0093805851927088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2808002451217019,-0.0110677761108613,-0.0059119502028467,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.4,0.0,0.0,0.0,0.0,0.5064009567596643,0.0,-0.0107992034629899,-0.6062469101949426,-0.0127012530902984,0.0,-0.0197185199910158,0.0,0.0,0.0,-0.000291150953741,-0.0001741608748221,0.0,0.0805956223506278,0.0,0.0,0.5071366648419691,0.0,0.0,0.3551130494594677,0.0,0.1373706192002393,0.1918035971061096,0.0,-0.0087293996678857,0.0,-0.0186763546030468,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0280772398677187,0.0,0.0032283849309852,-0.1147457003307638,-0.0026748765113,-0.2052995418302845,0.0,-0.0047117374751101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0554236946769764,,-0.0029694903622205,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.16,0.0,0.7544772277600844,-1.2006595753171767,0.0,0.0059889295379423,0.0,-0.0119188798831379,-0.3393712602834904,0.0,0.0,-0.0199219757193052,0.0,0.0,0.0404468970324216,-0.0070890283670745,-0.0007749738785778,0.264344473018762,-0.010101945235025,0.0,0.0464528531481532,0.0,0.0,0.0,0.0,0.0,0.0348456183577609,0.0,-0.0233388881029446,0.0,-0.0065600524621863,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.3,0.0149377292158364,0.0,0.0,0.0,0.0,0.0099024832458672,-0.0207934493573192,0.0,0.0,0.0,0.0,-0.032378352095126,0.0,0.0,0.0,0.0,-0.0006760022860978,0.0228912098811658,0.0,0.0,0.0,-0.0163142301289615,0.0,0.0,0.0,0.0709549411517228,0.0,-0.0186892766523765,0.0,0.1189094689742903,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,0.0124252674848651,4.421581346251981,0.0,0.0,-0.1296650047908973,0.0488417992332675,-0.0380562486758806,0.0,0.0,0.0,-0.0637824394066095,-0.0594199612396479,0.0,2.2934596007871617,0.0,0.0,-0.0024811657813735,-0.0323425105481628,0.0,0.0,0.0,-0.1130944249731156,0.0,0.0,0.0,-0.0074434973441207,0.0,-0.1564960141582052,0.0,-0.0216238860501103,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,-0.0027545407239359,0.0,0.0,0.0,0.0,0.0,-0.0211246438196315,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.1163038345863463,0.0,0.0,0.0,0.0,0.0,-0.5186492369356245,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,0.0,0.0,-0.525329656386575,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0309658785120236,-0.0269687448230897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0908143599599927,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,0.0,-1.0419875026640537,-1.4311594091938034,0.0623960133446364,0.8062203128432989,-0.4976143766498599,0.2636879794910383,0.0,0.1604860303210619,-0.1803179313159795,0.2035153916697992,-3.284934920999932,-0.3290012476021649,0.1975458390536115,0.1120460911130448,0.0,0.0,0.5939908469961267,-1.0942219283245471,-0.713742494238259,-0.454579252138677,-1.5381175952305617,0.0,0.1810241609960926,0.0335134379066273,-3.1203854553345454,-0.4062106171333544,-0.5423179170747824,-0.4383203520133487,-0.1406588012150526,0.9565261220775972,0.0,0.9673283360626216,0.0,-0.9428708876400806,-4.008209269069029,-0.5244583167403355,8.611151234471926,0.0,0.1177292154650112,1.2013729738225178,-0.6769199513113187,0.0,0.0,0.4234856901112578,0.0,0.0,-2.0041046345345146,0.0,0.0,1.0640309715618883,-2.767779043516373,0.0,-0.1031605565031928,0.0
Paraclostridium.1,0.0,0.5750621652574546,-3.799864450188644,0.0,0.0,2.833281114204326,-0.0446444497228364,-1.617728962310774,0.0,0.0,-0.0746215795528201,-0.1180104939323177,0.0,0.0,-0.0346862800005799,-0.0029028132423469,-0.0374856915020824,-0.0378387726506045,-0.0506698587618021,0.0,0.7535204709117713,-0.6451169035784762,0.0,0.0,0.0,4.658901225904764,0.0,0.0,0.0,-0.0238472264844507,-0.0660858564200093,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.0171938016435903,-0.0066334408481656,-0.020235721239067,0.0,,-0.02388784035772,0.0,0.0,0.0,0.9404730012023134,-0.0207843901112583,-0.0129314830017611,0.0,-0.467782255858774,0.736622278165503,0.0,0.0,-1.8537226004488752,0.0,0.1311936897440871,0.0,-0.0815925655233517,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,0.0,1.4511901230968294,-0.7856664501041557,0.0,0.0,0.0,-0.0123896367735379,-0.2781750082882483,0.0,-0.3288694756661381,-0.0207088287988056,0.0,0.0,0.0,0.0,0.8091885923173215,-0.0008055828197532,-0.0105009391314698,0.0,-0.0095973699503898,0.1101274828291448,0.0,0.0,0.0,0.0,0.0492323499495039,0.0,-0.0111358796370936,0.0,-0.0066180337316937,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,1.8901466355981595,0.2602248571494922,0.0,0.0,0.1616453020172438,0.0,-0.2038738405176454,0.0,0.0406550665791847,0.0,0.199811429346336,0.0,0.0,0.031078410337975,0.0,-0.0002608683208666,0.0194100766501914,-0.0073149790867047,0.0,0.0,0.0,-0.2913032674874673,0.0,,0.0,-1.7796837172667763,0.0,-0.0840507687061658,0.1960066213089378,-0.0038017007681378,0.0776630671499033,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,0.2897380744459212,0.2773100333231511,0.0,0.3048361759711535,0.4704785010307374,-0.0285443009777313,-0.0084645350076668,-0.4417632203568041,0.0,0.0,0.0,-0.0123443100023624,0.0,0.0,0.0,-0.0652343926429411,-0.0106688732313709,-0.0066824891900464,0.0,0.0,0.0,-0.2773100333231511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052188892521688,0.0,,,,,,,,,,,,,,,,,,,,,,,,
