,id,WD-ABX_-1.5,WD-ABX_1.5,WD-ABX_4.0,WD-ABX_6.0,WD-ABX_9.0,WD-ABX_12.5
27,rxn00800_c1,0.0,0.0,0.0,0.0,0.0,0.0
28,rxn08333_c1,0.03346734105170667,0.043792298482010446,0.04377748726212351,0.04474128415941772,0.02633275568323768,0.012149365786390837
29,rxn01705_c1,-0.024061086066201377,-0.03148413437400042,-0.5088440113348041,-0.03216640028883397,-0.018931731083020265,-0.008734692588349647
30,rxn09177_c1,0.0,0.0,0.0,0.0,0.0,0.0
31,rxn00211_c1,0.0,0.0,0.0,0.0,0.0,0.0
32,rxn00179_c1,0.0,0.0,1.0554877434354442,0.0,0.0,0.0
33,rxn01210_c1,0.0,0.0,0.0,0.0,0.0,0.0
34,rxn00192_c1,0.0,0.0,0.0,0.0,0.0,0.0
35,rxn01218_c1,0.0,0.0,0.0,0.0,0.0,0.0
36,rxn02898_c1,0.03346734105170667,0.043792298482010446,0.04377748726212351,0.04474128415941772,0.02633275568323768,0.012149365786390837
37,rxn01199_c1,0.0,0.0,0.0,0.0,0.0,0.0
38,rxn00545_c1,0.0,1.3955445395648702,10.911321562267755,2.5377813967130898,0.0,0.0
39,rxn08807_c1,0.0,0.0,0.0,0.0,0.0,0.0
40,rxn05614_c1,0.0,0.0,0.0,0.0,0.0,0.0
41,rxn02316_c1,0.0,0.0,0.0,0.0,0.0,0.0
42,rxn10344_c1,0.0,0.0,0.0,0.0,0.0,0.0
43,rxn02320_c1,-0.20290871239858796,-0.2655077642478635,-0.2654179654929618,-0.2712613573280521,-0.15965252636405317,-0.07366023384909175
44,rxn05167_c1,0.0,0.0,0.0,0.0,0.0,0.0
45,rxn02504_c1,0.0,0.06568844772301574,0.0,0.06711192623912676,0.0,0.018224048679586463
46,rxn04082_c1,0.8281376369311952,0.05311988687499773,0.0654026819004612,0.07034768137136596,0.0,0.0
47,rxn03173_c1,0.0,0.0,0.0,0.0,0.0,0.0
48,rxn03039_c1,0.0,0.0,0.0,0.0,0.0,0.0
49,rxn10262_c1,0.0,0.0,0.0,0.0,0.0,0.0
50,rxn00544_c1,0.0,0.0,0.0,0.0,0.0,0.0
51,rxn10225_c1,0.0,0.0,0.0,0.0,0.0,0.0
52,rxn00898_c1,0.0,0.0,0.0,0.0,0.0,0.0
53,rxn05444_c1,0.0,0.0,0.0,0.0,0.0,0.0
54,rxn05334_c1,0.46958509400795734,0.0,0.0,0.0,0.0,0.0
55,rxn05040_c1,0.0,0.0,0.0,0.1342238524782534,0.0,0.0
56,rxn00890_c1,0.0,0.0,0.0,0.0,0.0,0.0
57,rxn03030_c1,0.0075484164309741275,0.009877166665287679,0.009873826057637234,0.010091206348602614,0.00593924104592236,0.002740237779458454
58,rxn01636_c1,0.0,0.0,0.04377748726212351,0.6849180874536207,0.0,0.18598751767024738
59,rxn05235_c1,0.0,0.0,0.0,0.0,0.0,0.0
60,rxn08556_c1,0.0,0.0,0.0,0.0,0.0,0.0
61,rxn00816_c1,0.0,-4.357744204781536,-5.773292410877079,-4.164318937387408,0.0,0.0
62,rxn01021_c1,0.0,0.0,0.0,0.0,0.0,0.0
63,rxn00165_c1,0.0,0.0,0.0,0.0,0.0,0.0
64,rxn00001_c1,3.445121617071351,8.188467641309643,10.98188541669983,7.516821962093491,2.710688778687883,2.5307298429986043
65,rxn08895_c1,0.0,0.0,0.0,0.0,0.0,0.0
66,rxn00710_c1,0.0,0.16421774572466158,0.0,0.24852367907000905,0.0,0.0
67,rxn10317_c1,0.0,0.0,0.0,0.0,0.0,0.0
68,rxn01114_c1,0.0,0.0,0.0,0.0,0.0,0.0
69,rxn02305_c1,0.0,0.021896149241005223,0.0,0.02237064207970886,0.0,0.0
70,rxn08817_c1,0.0,0.0,0.0,0.0,0.0,0.0
71,rxn00910_c1,-34.6825998006598,-0.385776759116761,-1.0510801270436128,0.0,0.0,0.0
72,rxn11944_c1,0.0,0.0,0.0,0.0,0.0,0.0
73,rxn01129_c1,0.3649437914292349,0.0,0.0,0.23935654569370968,0.0,0.0
74,rxn08296_c1,0.0,0.0,0.0,0.0,0.0,0.0
75,rxn05647_c1,0.0,0.0,0.0,0.0,0.0,0.0
76,rxn01962_c1,0.0,0.0,0.0,0.0,0.0,0.0
77,rxn10254_c1,0.0,0.0,0.0,0.0,0.0,0.0
78,rxn05459_c1,0.5147182750666717,0.673513211014885,3.4034936827720106,0.688108343331593,0.40499036245776115,0.18685382238952108
79,rxn01682_c1,0.0,0.0,0.0,0.0,0.0,0.0
80,rxn05513_c1,0.0,0.0,0.0,0.0,0.0,0.0
81,rxn08796_c1,0.0,0.0,0.0,0.0,0.0,0.0
82,rxn08941_c1,0.0,0.0,0.0,0.0,0.0,0.0
83,rxn12846_c1,0.0,0.0,0.0,0.0,0.0,0.0
84,rxn00337_c1,0.0075484164309741275,0.009877166665287679,0.009873826057637234,0.010091206348602614,0.00593924104592236,0.002740237779458454
85,rxn08308_c1,0.0,0.0,0.0,0.0,0.0,0.0
86,rxn00152_c1,0.0,0.0,0.0,0.0,0.0,0.0
87,rxn08823_c1,0.0,0.0,0.0,0.0,0.0,0.0
88,rxn05434_c1,0.0,0.0,0.0,0.0,0.0,0.0
89,rxn05346_c1,0.46958509400795734,0.0,0.0,0.0,0.0,0.0
90,rxn03248_c1,0.0,0.0,0.0,0.0,0.0,0.0
91,rxn08127_c1,0.0,0.0,0.0,0.0,0.0,0.0
92,rxn05386_c1,0.0,0.0,0.0,0.0,0.0,0.0
93,rxn05516_c1,0.0,0.0,0.0,0.0,0.0,0.0
94,rxn05733_c1,0.0,0.0,0.0,0.0,0.0,0.0
95,rxn00416_c1,0.0,0.0,0.0,0.0,0.0,0.0
96,rxn08017_c1,5.153258048339895,0.0,0.0,0.0,0.40499036245776115,1.5396084305781246
97,rxn12512_c1,0.03346734105170679,0.043792298482010494,0.043777487262122605,0.04474128415941703,0.026332755683237785,0.012149365786391364
98,rxn08669_c1,0.0,0.0,0.0,0.0,0.0,0.0
99,rxn00902_c1,-0.860332940570013,-2.0930812564735626,-1.972306607275952,-2.288860512597208,-0.6769267117835854,0.0
100,rxn06672_c1,0.0,0.0,0.0,0.0,0.0,0.0
101,rxn00649_c1,0.0,0.0,0.0,0.0,0.0,0.0
102,rxn01739_c1,0.9636832708547269,3.9965888349869725,1.8107532641517072,1.088364991074172,0.14566806355695186,0.3365127652091143
103,rxn02400_c1,0.0,0.0,0.0,0.0,0.0,0.0
104,rxn01268_c1,0.778547965532106,0.0,0.0,0.0,0.0,0.0
105,rxn00242_c1,0.0,0.0,0.0,0.0,0.0,0.0
106,rxn12641_c1,0.0,0.0,0.0,0.0,0.0,0.0
107,rxn00762_c1,-6.105918339659381,0.07431198471157295,0.07428685127067237,0.0,0.0,0.0
108,rxn08971_c1,0.0,0.0,0.0,0.0,0.0,0.0
109,rxn00225_c1,12.580002923753359,0.1108497932943654,2.500463442811635,0.3825436179963946,1.7045066783355831,6.242791916364022
110,rxn05350_c1,0.46958509400795734,0.0,0.0,0.0,0.0,0.0
111,rxn08838_c1,0.0,0.0,0.0,0.0,0.0,0.0
112,rxn00148_c1,0.0,-52.420545261143175,-70.60065812025246,-171.17243938346414,0.0,0.0
113,rxn01102_c1,0.0,0.0,0.0,0.0,0.0,0.0
114,rxn05569_c1,2.8700808282667194,0.10982216574850578,0.0,0.0,-1.7795088608931628,-4.424958362447285
115,rxn00100_c1,0.03346734105170679,0.043792298482010494,0.043777487262122605,0.04474128415941703,0.026332755683237785,0.012149365786391364
116,rxn00514_c1,0.0,0.0,0.0,0.0,0.0,0.0
117,rxn00789_c1,-0.20290871239858796,-0.2655077642478635,-0.2654179654929618,-0.2712613573280521,-0.15965252636405317,-0.07366023384909175
118,rxn03436_c1,1.055118954359351,0.9939048374829608,0.8758792861267741,1.1410204563292696,0.7406621228720274,0.2430787717020028
119,rxn05390_c1,0.0,0.0,0.0,0.0,0.0,0.0
120,rxn05560_c1,-2.2172900221819365,0.0,0.7728359480470154,0.03540982195583924,3.5277222448396794,0.0
121,rxn05437_c1,0.0,0.0,0.0,0.0,0.0,0.0
122,rxn00837_c1,0.0,0.0,0.0,0.0,0.0,0.0
123,rxn08976_c1,0.0,0.0,0.0,0.0,0.0,0.0
124,rxn00781_c1,6.556904633821199,74.03456658035435,88.63192353575252,91.81344665621192,3.873094953993712,-0.29360339259266366
125,rxn09264_c1,0.0,0.0,0.0,0.0,0.0,0.0
126,rxn00881_c1,0.0,0.0,0.0,0.0,0.0,0.04173922864662716
127,rxn06578_c1,0.0,0.0,0.0,0.0,0.0,0.0
128,rxn09265_c1,0.0,0.0,0.0,0.0,0.0,0.0
129,rxn00292_c1,0.0,0.0,0.0,0.0,0.0,0.0
130,rxn05401_c1,0.0,0.0,0.0,0.0,0.0,0.0
131,rxn03903_c1,0.0,0.0,0.0,0.0,0.0,0.0
132,rxn00097_c1,1.9517286047033804,5.155597286740123,7.9719295685385845,4.351116925739137,1.5356580741875556,1.9885960074463163
133,rxn01217_c1,0.024061086066201377,0.03148413437400041,0.031473485961989005,0.03216640028883397,0.018931731083020265,0.008734692588349647
134,rxn02212_c1,0.9636832708547269,3.9965888349869725,1.8107532641517072,1.088364991074172,0.14566806355695186,0.3365127652091143
135,rxn00191_c1,-1.256183940589087,0.0,0.0,19.85002517553496,-2.4603428198717,0.0
136,rxn00695_c1,0.0,0.0,0.0,0.0,0.0,0.0
137,rxn00250_c1,-4.599740525111051,0.5971335716380244,-0.037180247471411576,1.7026565099208306,-0.40499036245776115,-2.89492856487918
138,rxn05324_c1,0.0,0.0,-1.6327398911967126,-0.6881083433315927,0.0,0.0
139,rxn10481_c1,0.016733670525853336,0.021896149241005223,0.021888743631061754,0.02237064207970886,0.01316637784161884,0.006074682893195415
140,rxn00692_c1,0.728419205991686,-1.7380385864185235,-1.4136378093917479,-2.822732952837833,0.555991062698785,1.7293784647057546
141,rxn01492_c1,0.0,0.0,0.7728359480470154,0.03540982195583924,0.0,0.0
142,rxn00802_c1,0.0,0.6818059587673555,0.0,0.4473588779948541,0.0,0.0
143,rxn02160_c1,0.20290871239858796,0.2655077642478635,0.2654179654929618,0.2712613573280521,0.15965252636405317,0.07366023384909175
144,rxn08802_c1,0.0,0.0,0.0,0.0,0.0,0.0
145,rxn02315_c1,0.0,0.0,0.0,0.0,0.0,0.0
146,rxn08118_c1,1.9650057025790129,0.6610153962675234,0.6510884301410739,0.7003162576399509,0.0,0.0
147,rxn00913_c1,0.0,0.0,0.0,0.0,0.0,0.0
148,rxn01997_c1,0.0,0.0,0.0,0.0,0.0,0.0
149,rxn08809_c1,0.0,0.0,0.0,0.0,0.0,0.0
150,rxn00460_c1,0.0,0.0,0.0,0.0,0.0,0.0
151,rxn00171_c1,0.34380839951343845,-1.7537448295301625,-1.6391417806182838,6.065716518270122,0.0,0.8555260036952052
152,rxn05578_c1,0.9329193338123076,0.0,0.0,0.0,2.2879506366348994,-0.15634982353828053
153,rxn00178_c1,-3.2246702170229806,-2.8212130203167582,-4.130905064773204,-2.973260481213946,-2.9057822175553687,-1.2436283806250048
154,rxn03264_c1,0.0,0.0,0.0,0.0,0.0,0.0
155,rxn01362_c1,0.0,-0.16421774572466158,0.0,-0.24852367907000905,0.0,0.0
156,rxn05329_c1,0.46958509400795734,0.0,0.0,0.0,0.0,0.0
157,rxn03174_c1,0.0,0.0,0.0,0.0,0.0,0.0
158,rxn00549_c1,0.0,0.0,0.0,0.0,0.0,0.0
159,rxn05418_c1,0.0,0.0,0.0,0.0,0.0,0.0
160,rxn10060_c1,0.0,0.0,0.0,0.0,0.0,0.0
161,rxn00855_c1,0.0,0.0,0.0,0.0,0.0,0.0
162,rxn00727_c1,0.0,0.0,0.0,0.0,0.10616893003209535,0.04898405550964601
163,rxn10307_c1,0.0,0.0,0.0,0.0,0.0,0.0
164,rxn05500_c1,0.8281376369311952,0.05311988687499773,0.0654026819004612,0.07034768137136596,0.0,0.0
165,rxn05617_c1,0.0,0.0,0.0,0.0,0.0,0.0
166,rxn03852_c1,0.022645249292922384,0.029631499995863037,0.029621478172911702,0.030273619045807842,0.01781772313776708,0.008220713338375362
167,rxn12638_c1,0.0,0.0,0.0,0.0,0.0,0.0
168,rxn01354_c1,0.0,0.0,0.0,0.0,0.15780151441659906,0.0
169,rxn01445_c1,0.0,0.0,0.0,0.0,0.0,0.0
170,rxn05248_c1,0.0,0.0,0.0,0.0,0.0,0.0
171,rxn00612_c1,-28.440368667525398,0.0,0.12537234327314906,0.16002856440632174,0.5794371110140601,0.0
172,rxn08766_c1,0.46958509400795734,0.0,0.0,0.0,0.0,0.0
173,rxn08841_c1,0.0,0.0,0.0,0.0,0.0,0.0
174,rxn05461_c1,0.5147182750666717,0.673513211014885,3.4034936827720106,0.6881083433315927,0.40499036245776115,0.18685382238952108
175,rxn02159_c1,0.20290871239858796,0.2655077642478635,0.2654179654929618,0.2712613573280521,0.15965252636405317,0.07366023384909175
176,rxn05571_c1,0.0,0.0,0.0,0.0,0.0,0.0
177,rxn10222_c1,0.0,0.0,0.0,0.0,0.0,0.0
178,rxn02597_c1,0.0,0.0,0.0,0.0,0.0,0.0
179,rxn01966_c1,0.0,0.0,0.0,0.0,0.0,0.0
180,rxn10263_c1,0.0,0.0,0.0,0.0,0.0,0.0
181,rxn05466_c1,3.3525803611464036,21.575183055503626,6.048637711818765,24.652986231178094,9.333633467991584,-0.8312364258022831
182,rxn08814_c1,0.0,0.0,0.0,0.0,0.0,0.0
183,rxn00917_c1,0.11849930262983274,0.2207457862387413,0.1550048957708721,0.2926413067798349,0.09323755896724588,0.06124184835652384
184,rxn08078_c1,0.0,0.0,0.0,0.0,0.0,0.0
185,rxn08845_c1,0.0,0.0,0.0,0.0,0.0,0.0
186,rxn00395_c1,0.0,0.0,0.0,0.0,0.0,0.0
187,rxn01292_c1,0.8281376369311952,0.05311988687499773,0.0654026819004612,0.07034768137136596,0.0,0.0
188,rxn00300_c1,0.0,0.0,0.0,0.0671119262391267,0.0,0.0
189,rxn08792_c1,0.0,0.0,0.0,0.0,0.0,0.0
190,rxn05174_c1,0.0,0.0,0.0,0.0,0.0,0.0
191,rxn08799_c1,2.1050341002000295,0.0,0.0,0.0,0.0,0.19847647805114033
192,rxn05234_c1,0.0,0.0,0.0,0.0,0.0,0.0
193,rxn05957_c1,0.0,0.0,0.0,0.09337696643754345,0.0,0.0
194,rxn05335_c1,0.0,0.0,1.6327398911967126,0.6881083433315927,0.0,0.0
195,rxn03419_c1,0.0,0.0,0.0,0.0,0.0,0.0
196,rxn10256_c1,0.0,0.0,0.0,0.0,0.0,0.0
197,rxn01516_c1,0.0,0.0,0.0,0.0,0.0,0.0
198,rxn00758_c1,0.0,0.0,0.0,0.0,0.0,0.0
199,rxn10314_c1,0.0,0.0,0.0,0.0,0.0,0.0
200,rxn09111_c1,0.0,0.0,0.0,0.0,0.0,0.0
201,rxn06078_c1,0.0,0.0,0.0,0.0,0.0,0.0
202,rxn00471_c1,0.39871561986322535,2.0960340799204182,0.0,0.0,0.6025580616532457,0.0
203,rxn05607_c1,0.0,0.0,0.0,0.0,0.0,0.0
204,rxn05595_c1,0.03346734105170667,0.043792298482010446,0.04377748726212351,0.04474128415941772,0.02633275568323768,0.01214936578639083
205,rxn05348_c1,0.0,0.0,1.6327398911967126,0.6881083433315927,0.0,0.0
206,rxn04056_c1,0.0,0.0,0.0,0.0,0.0,0.0
207,rxn05435_c1,0.0,0.0,0.0,0.0,0.0,0.0
208,rxn00907_c1,-1.3892829057744127,1.2769853944457514,0.28730670912402356,2.7234546263098727,-1.4115445261045287,-1.7563372059736908
209,rxn05458_c1,0.0,-0.3634202283128843,-0.3579624729920559,0.0,0.0,0.0
210,rxn08300_c1,0.0,0.0,0.0,0.0,0.0,0.0
211,rxn01644_c1,0.0075484164309741275,0.0,0.009873826057637234,0.0,0.0,0.0
212,rxn08297_c1,0.0,0.0,0.0,0.0,0.0,0.0
213,rxn01280_c1,0.0,0.0,0.0,0.0,0.0,0.0
214,rxn05581_c1,3.945419685429804,0.0,0.0,0.0,3.5724067991009774,0.02061649001923168
215,rxn10322_c1,0.0,0.0,0.0,0.0,0.0,0.0
216,rxn05450_c1,0.0,0.0,0.0,0.0,0.0,0.0
217,rxn05039_c1,0.0,0.0,0.0,0.0671119262391267,0.0,0.0
218,rxn12847_c1,0.0,0.0,0.0,0.0,0.0,0.0
219,rxn05410_c1,0.0,0.0,0.0,0.0,0.0,0.0
220,rxn05443_c1,0.0,0.0,0.0,0.0,0.0,0.0
221,rxn09114_c1,0.0,0.0,0.0,0.0,0.0,0.0
222,rxn08822_c1,0.0,0.0,0.0,0.0,0.0,0.0
223,rxn05030_c1,0.007548416430974127,0.009877166665287679,0.009873826057637234,0.010091206348602614,0.005939241045922361,0.002740237779458454
224,rxn05345_c1,0.0,0.0,1.6327398911967126,0.6881083433315927,0.0,0.0
225,rxn05422_c1,0.0,0.0,0.0,0.0,0.0,0.0
226,rxn03891_c1,0.0,0.0,0.0,0.0,0.0,0.0
227,rxn01465_c1,0.0,-0.16421774572466158,0.0,-0.24852367907000905,0.0,0.0
228,rxn03052_c1,0.0,0.0,0.0,0.0,0.0,0.0
229,rxn05145_c1,1.9749276529150244,3.8049423462127088,3.84743294423383,3.932137301795695,0.0,1.2119609232675144
230,rxn01301_c1,0.0,0.0,0.0,0.0,0.0,0.0
231,rxn01643_c1,-0.0075484164309741275,-0.009877166665287679,-0.009873826057637234,-0.010091206348602614,-0.00593924104592236,-0.002740237779458454
232,rxn00499_c1,0.0,0.8105927961677679,0.9601118242539229,0.34691805713231,3.9105643181466645,17.720085996296056
233,rxn08844_c1,0.0,0.0,0.0,0.0,0.0,0.0
234,rxn05385_c1,0.0,0.0,0.0,0.0,0.0,0.0
235,rxn00707_c1,-0.48148044585359084,-99.58387104326803,-99.48551581049799,-6.28757819201462,-99.81987411040463,-73.95385196861784
236,rxn00369_c1,0.0,0.0,0.0,0.0,0.0,0.0
237,rxn01637_c1,0.0,0.0,-0.04377748726212351,-0.6849180874536207,0.0,-0.18598751767024738
238,rxn00566_c1,0.0,0.0,1.278927953591403,0.0,0.0,0.006074682893195415
239,rxn00708_c1,0.0,0.0,0.0,0.0,0.0,0.0
240,rxn01269_c1,0.0,0.0,0.0,0.0,0.0,0.09980961686551931
241,rxn00392_c1,0.03346734105170679,0.04379229848201052,0.043777487262123056,0.044741284159417846,0.026332755683236897,0.01214936578639085
242,rxn00747_c1,9.080226019120857,-64.28253292936961,-70.51859344948133,-84.73127939969278,-4.10715935585374,0.0
243,rxn01334_c1,0.0,0.0,1.4252142512392787,0.0,0.0,0.0
244,rxn00830_c1,0.05774942800853413,0.07556561438830334,0.07554005695082026,0.07720313258772751,0.045438374570778886,0.020964286459044704
245,rxn01108_c1,0.0,0.0,0.0,0.0,0.0,0.0
246,rxn05219_c1,0.0,0.15712068829457163,0.10907018238681188,0.5322914744573091,0.0,0.14454220413335997
247,rxn10292_c1,0.0,0.0,0.0,0.0,0.0,0.0
248,rxn03406_c1,0.0,0.0,0.0,0.0,0.0,0.0
249,rxn06673_c1,0.0,0.0,0.0,0.0,0.0,0.0
250,rxn12646_c1,0.0,0.0,0.0,0.0,0.0,0.0
251,rxn05448_c1,0.0,0.0,0.0,0.0,0.0,0.0
252,rxn05446_c1,0.0,0.0,0.0,0.0,0.0,0.0
253,rxn02175_c1,0.03346734105170679,0.043792298482010494,0.043777487262122605,0.04474128415941703,0.026332755683237785,0.012149365786391364
254,rxn05211_c1,1.3098010115498089,0.0,-1.4553473866111553,0.0,-2.9563975088212486,-3.066603351757263
255,rxn10291_c1,0.03019366572389651,0.039508666661150715,0.039495304230548936,0.040364825394410456,0.02375696418368944,0.010960951117833816
256,rxn02835_c1,0.20290871239858796,0.2655077642478635,0.2654179654929618,0.2712613573280521,0.15965252636405317,0.07366023384909175
257,rxn03884_c1,0.0,0.0,1.1236468165425042,0.0,0.0,0.0
258,rxn01675_c1,0.0,0.0,0.0,0.0,0.0,0.0
259,rxn08839_c1,0.0,0.0,0.0,0.0,0.0,0.0
260,rxn01575_c1,-1.055118954359351,-0.9939048374829608,-0.8758792861267741,-1.1410204563292696,-0.7406621228720274,-0.2430787717020028
261,rxn01454_c1,0.0,0.0,0.0,0.0,0.0,0.0
262,rxn05150_c1,0.0,0.0,0.0,0.0,0.0,0.0
263,rxn02009_c1,0.0,0.0,0.0,0.0,0.0,0.0
264,rxn05398_c1,0.0,0.0,0.0,0.0,0.0,0.0
265,rxn09562_c1,97.26355369840418,0.24264193547974652,0.17689363940193384,0.31501194885954376,0.10640393680886472,0.06731653124971926
266,rxn01501_c1,-0.48464067336119543,-0.6341564151022898,-0.6339419337794738,-0.6478986797476279,-0.38132471970399817,-0.175935005010733
267,rxn00555_c1,-1.555277293759183,0.0,0.11748382806356239,0.27557302404527895,1.162241422514927,0.0
268,rxn03435_c1,-1.055118954359351,-0.9939048374829608,-0.8758792861267741,-1.1410204563292696,-0.7406621228720274,-0.2430787717020028
269,rxn03080_c1,0.0,0.0,0.0,0.1342238524782534,0.0,0.0
270,rxn01044_c1,0.0,0.0,0.0,0.0,0.0,0.0
271,rxn00143_c1,0.0,0.0,0.0,0.0,0.0,0.0
272,rxn12644_c1,0.0,0.0,0.0,0.0,0.0,0.0
273,rxn00737_c1,0.0,0.0,0.0,0.0,0.0,0.0
274,rxn08843_c1,0.0,0.0,0.0,0.0,0.0,0.0
275,rxn01256_c1,0.778547965532106,3.7105454255571173,1.5685840862057046,0.7961229780524745,0.0,0.25108061234029555
276,rxn00213_c1,0.0,1.0568568331857815,1.0564993881671843,1.0797590793004797,0.0,0.0
277,rxn00777_c1,7.12057542456485,0.021896149241005223,-1.504302142754184,-0.5941473868398245,-0.4952994667024375,-0.33043808231591887
278,rxn01740_c1,-0.9636832708547269,-3.9965888349869725,0.0,0.0,0.0,0.0
279,rxn05573_c1,0.0,0.0,0.0,0.0,0.0,0.0
280,rxn05327_c1,0.0,0.0,0.0,0.0,0.0,0.0
281,rxn01444_c1,0.0,0.0,0.0,0.0,0.0,0.0
282,rxn02762_c1,0.0,0.0,0.0,0.0,0.0,0.0
283,rxn05655_c1,0.0,0.9428708876400806,0.8125434176451861,0.0,0.3469047264661778,0.33494467104868164
284,rxn02314_c1,0.0,-91.21791756941748,-91.73821591400792,0.0,-99.53272922838447,-73.95385196861784
285,rxn08801_c1,-0.25735913753333584,-0.3367566055074425,-0.3366427093132384,-0.3440541716657965,-0.20249518122888058,-0.09342691119476054
286,rxn00139_c1,0.0,0.0,0.0,0.0,0.0,0.0
287,rxn00790_c1,-0.1427612949473137,-0.5057388150989439,0.0,-0.5838101773273987,0.0,-0.1342332267164581
288,rxn07976_c1,0.0,0.0,0.0,0.0,0.0,0.0
289,rxn08311_c1,0.2271654718094393,0.2972479388462918,0.2971474050826895,0.30368934627138605,0.17873821704519113,0.08246596007692672
290,rxn03919_c1,0.0,0.0,0.0,0.0,0.0,0.0
291,rxn03175_c1,0.20290871239858796,0.2655077642478635,0.2654179654929618,0.2712613573280521,0.15965252636405317,0.07366023384909175
292,rxn10264_c1,0.0,0.0,0.0,0.0,0.0,0.0
293,rxn03421_c1,0.0,0.0,0.0,0.0,0.0,0.0
294,rxn01146_c1,0.0,0.0,0.0,0.0,0.0,0.0
295,rxn05336_c1,0.0,-0.31009298270200075,-3.0455312097799547,-0.6881083433315927,0.0,0.0
296,rxn01484_c1,1.9682265068430884,0.5244583167403355,0.5165821311410079,0.37245241164779197,0.9986667610670409,4.602495881827337
297,rxn00162_c1,0.0,0.0,0.0,0.0,0.0,0.0
298,rxn07584_c1,0.0,0.0,0.0,0.0,0.0,0.0
299,rxn05567_c1,0.48148044585359084,4.008209269069029,1.9740074856129897,2.1232592546272118,0.0,0.0
300,rxn00856_c1,0.0,0.0,0.0,0.0,0.0,0.0
301,rxn00132_c1,0.0,0.0,0.0,0.0,0.0,0.0
302,rxn06556_c1,0.0,0.0,0.0,0.0,0.0,0.0
303,rxn08044_c1,0.0,0.0,0.0,0.0,0.0,0.0
304,rxn08893_c1,0.0,0.0,0.0,0.0,0.0,0.0
305,rxn06864_c1,0.0,0.0,0.0,0.0,0.0,0.0
306,rxn00712_c1,0.0,0.0,0.0,0.0,0.0,0.0
307,rxn08615_c1,0.0,0.0,0.0,0.0,0.0,0.0
308,rxn08815_c1,0.0,0.0,0.0,0.0,0.0,0.0
309,rxn00126_c1,0.11713569368097335,0.15327304468703656,0.1532212054174256,0.156594494557957,0.09216464489133189,0.0425227802523679
310,rxn01518_c1,0.0,0.0,0.0,0.0,0.0,0.0
311,rxn12844_c1,0.0,0.0,0.0,0.0,0.0,0.0
312,rxn08798_c1,0.0,0.0,0.0,0.0,0.0,0.0
313,rxn05175_c1,0.0,0.0,0.0,0.0,0.0,0.0
314,rxn05034_c1,0.0,0.0,0.0,0.0,0.0,0.0
315,rxn08306_c1,0.0,0.0,0.0,0.0,0.0,0.0
316,rxn08821_c1,0.0,0.0,0.0,0.0,0.0,0.0
317,rxn00206_c1,0.0,0.0,0.0,0.0,0.0,0.0
318,rxn05381_c1,0.0,0.0,0.0,0.0,0.0,0.0
319,rxn01871_c1,0.0,0.0,0.0,0.0,0.0,0.0
320,rxn05340_c1,0.0,0.0,-1.6327398911967126,-0.6881083433315927,0.0,0.0
