ASV,Fumarate.5,Succinate.5,Glycine.5,L-Proline.5,D-Fructose.5,L-Glutamate.5,L-Leucine.5,L-Arabinose.5,L-Methionine.5,Citrate.5,D-Glucose.5,Sucrose.5,L-Isoleucine.5,Dulcose.5,D-Serine.5,L-Aspartate.5,N-Acetyl-D-glucosamine.5,Galactose.5,L-Malate.5,Butyrate.5,2-Oxoglutarate.5,D-Ribose.5,L-Valine.5,CELB.5,L-Lysine.5,Ornithine.5,Propionate.5,Pyruvate.5,Acetate.5,Thyminose.5,L-Alanine.5,L-Asparagine.5,Decanoate.5,L-Histidine.5,Melibiose.5,L-Cysteine.5,Myristic acid.5,Niacin.5,Palmitate.5,L-Phenylalanine.5,Melitose.5,L-Threonine.5,L-Tyrosine.5,L-Inositol.5,5-Oxoproline.5,D-Allose.5,L-Fucose.5,L-Rhamnose.5,trans-4-Hydroxy-L-proline.5
Acinetobacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.21,0.4896582872341173,0.0,0.1913559662151151,0.0,0.0,0.0,0.0,0.0,-0.0461959079028972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9778802327066418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0569787815431403,0.0,-0.0314799898028399,-3.939128310839485,-0.0322630810168293,0.0,,,0.0,0.0,-0.7368840004169575,,0.0,0.0,0.0,0.0,0.0,
Akkermansia.1,0.0,0.0,0.0,0.0,0.1444050262239515,0.0,-0.0822722332874733,0.0,0.0,-0.0003633285898088,0.0,0.0,-0.0529938584520735,0.0,0.0,0.0,-0.2431339135137729,0.0,0.0,0.0,0.2388696103478031,0.0,-0.0779239721622884,0.0,0.0,-0.0547940560423225,0.0,0.0,-0.0456417871222903,0.0,0.0,-0.1345461134728882,0.0,0.0,0.0,0.0,-0.0291375704165671,0.0,-0.0450578738683637,0.1064176516392923,0.0,-1.6464936366808467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0796446536989039,0.0,0.0,0.0,0.0,0.0,-0.0513013605676214,0.0,0.0,0.0,-0.0282069856709269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2041023279468611,0.0,0.0,-0.0426094173406947,0.0,-0.4557759063810589,0.0,0.0,0.3365235834396798,0.0,-0.0436188324694611,0.0,-0.8850133896746002,-0.0447824031474264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium.1,0.0,0.0,0.9160963230623852,0.0,0.324675460717037,0.0,0.0,0.0,0.0,0.0,0.0,-0.1621611927059115,0.0,0.0,0.0,0.0,5.9522923912253045,0.0,0.0,0.0,-0.0778875508053655,0.0,0.0,0.0,0.0,-0.0002682413498724,-0.022001231433122,0.0,0.0,0.0,0.0,-0.0324958877877398,0.0,0.0,0.0,0.0,0.0732637948893873,0.0,-0.0799893262902051,-0.0250023792956668,0.0,-1.642289275547454,-0.0195263538591519,-1.862415474644975,0.0,0.0,0.0,0.5629450842610613,0.0
Ruminococcus.3,0.0,0.0,-0.0876970026402029,-0.0118367887129596,-1.4641545055169822,0.0,0.0,0.0,-0.009833310605108,-0.0004967774336875,0.0,0.0,-0.0198785764645123,0.0,0.0,0.0,-0.0143904860558239,0.0,0.0,-0.0491539242109436,-0.0931977580320231,0.0,0.0,0.0,0.0,0.0,0.0004967774336875,0.0,0.0,0.0,0.0,-0.0109030980002325,0.0,-0.0060238110498522,0.0,0.0,0.40360655516816,0.0863261148467503,0.0,-0.0129511937571822,-0.0079926173256376,0.0370881585143294,-0.0081622639725497,0.0,-0.0004967774336875,0.0,0.0,0.0,0.0
Acetivibrio.1,0.0,0.0,0.0,0.0,-0.2001535556269443,0.0,-0.0814322208559873,0.0,-0.1333458873983672,-0.0015838751368624,0.0,0.0,0.0,0.0,0.0,0.7236527848953159,8.736343694396895,0.0,0.0,-5.0150517867793925,0.0,0.0,0.0,0.0,0.0,0.2787375129508895,0.1035782253591842,0.0,0.2118506053746719,0.0,0.7828477289514637,-0.0347623395635228,0.0,-0.4247261449181763,0.0,0.0,0.6217493837952507,1.885470378963404,0.0,-0.0412922818019747,0.0,-0.2283513528897104,-0.026023740391477,0.0,-0.0015838751368624,0.0,0.0,0.0,0.0
Eubacterium.7,0.0,0.464907107722237,0.2823193801489183,1.960672514804525,-3.1308451367295342,0.0,-0.0798755164997773,0.0,-0.1330306649872448,-0.0015535968846015,0.0,0.0,0.0,0.0,0.0,0.0,5.391102320960958,0.0,0.0,0.0,-1.511207008715138,0.0,0.0,0.0,0.0,0.0444590139008194,-0.0820737713597498,0.6715838366990532,0.0,0.0,0.0408936090300251,-0.034097803034103,0.0,-1.309349262228918,0.0,0.0,0.0,-0.003107193769203,-0.0476582982292605,-0.040502915206255,0.0,-0.0429519286838425,-0.0255262558625467,0.0,-0.0015535968846015,0.0,0.0,0.0,0.0
Clostridium.23,0.0,0.0,0.0,0.0,0.0,0.0,0.573099978860975,0.0,-0.0322229195889916,0.0,0.0,0.0,0.0,-0.5192978044234797,0.0,0.0,-3.095640455163124,0.0,0.9034710586920542,0.0,0.0,0.0,0.0,0.0,0.0,-0.6249657476794689,0.0,0.0,0.0,0.0,0.0,-0.0397442712848638,0.0,-0.0219581609308639,-0.0874047223805939,-0.0225043886459307,0.0,,,0.0,0.0,-0.5616004902434037,0.0,0.0,,0.0,0.0,0.0,
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053497530226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0061942313430229,0.0,0.0064567698619705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065984720859953,0.0,0.0,-0.2294914006615276,-0.0037362511751251,,-0.4098761588414428,,0.0,0.0,-0.1108473893539528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.16,0.0,0.0696912367155219,0.0,0.0929057062963065,0.0,0.0,-0.0199493065181478,0.0,-0.0072924968532849,-0.0003880185295157,0.0,0.0,0.0,-1.4874753946851134,0.0,0.0,0.0299113067813703,0.1534748108953253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5232263641620627,0.0,0.0,0.0,0.0,0.0,-0.0085160954711904,0.0,-0.6198868803490952,0.0,0.0,0.0,-0.0007760370590315,-0.0119352312989365,-0.01011580401274,0.0,-0.0466777762058893,-0.0063753090405873,0.0,-0.0003880185295157,0.0,0.0,0.0,0.0
Oscillibacter.3,0.0149377292158364,0.0709549411517228,0.0099024832458672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3894779698309957,-0.0932814491630856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032378352095126,-0.0006760022860978,0.0,0.0,-0.3297208974546444,0.0,0.0,-0.2066016490727453,0.0,0.0,0.0,0.0,0.0,0.0,-0.0207934493573192,0.0228912098811658,-0.0163142301289615,-0.0186892766523765,0.1189094689742903,0.0,0.0,0.0,0.0,0.0,0.0
Murimonas.1,0.0124252674848651,-0.0074434973441207,0.0488417992332675,0.0,0.0,-0.1296650047908973,-0.0637824394066095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0426939306284419,0.0442500272464533,4.421581346251981,0.0,0.0,0.0,0.0,0.0,-0.2485500136794939,-0.0594199612396479,-0.0024811657813735,0.0,0.0,0.0,0.0,0.0,-0.0272278809731045,0.0,0.0,2.2934596007871617,-0.0129360703539192,0.0,0.0,-0.0380562486758806,-0.0323425105481628,-0.1130944249731156,-0.1564960141582052,-0.0216238860501103,0.0,0.0,0.0,0.0,0.0,0.0
Oscillibacter.1,-0.0027545407239359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0560582910408672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0151139249803329,0.0,,0.0,0.0,0.0,,-0.0211246438196315,,-0.1163038345863463,-0.5186492369356245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.525329656386575,0.0,0.0,-0.877741053896992,0.0,0.0309658785120236,0.0,-0.0309658785120236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0122631029682112,0.0,0.0,-0.0269687448230897,0.0,0.0,0.0,,0.0,0.0,-0.0908143599599927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
