,id,RC-ABX_-1.5,RC-ABX_1.5,RC-ABX_4.0,RC-ABX_6.0,RC-ABX_9.0,RC-ABX_12.5,WD-ABX_-1.5,WD-ABX_1.5,WD-ABX_4.0,WD-ABX_6.0,WD-ABX_9.0,WD-ABX_12.5
88,rxn00165_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,rxn10228_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
90,rxn01117_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
91,rxn05542_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
92,rxn00539_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
93,rxn00001_c1,0.0,0.0,0.0,0.0,0.0,0.0,4.121645792172801,0.0,0.0,0.0,2.265855082034551,0.0
94,rxn01322_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
95,rxn05545_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
96,rxn08895_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,rxn11268_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
98,rxn00710_c1,0.0,0.021013309953076188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,rxn10317_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,rxn01114_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,rxn02305_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,rxn00470_c1,0.0016774821523721493,0.006784545775535494,0.017610739076881807,0.018590170126645364,0.0034370871344159754,0.0008112931564208582,0.02155700102897798,0.0,0.0,0.0,0.00846144101169655,0.0
103,rxn08817_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,rxn00910_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.01077850051448899,0.0,0.0,0.0,0.0,0.0
105,rxn00953_c1,0.24774854155338102,0.3504557429936804,0.10062259569611444,0.17604930873566313,0.01963850736694306,0.010728452468375362,0.06467100308693394,0.0,0.0,0.0,0.01747700972629715,0.0
106,rxn11944_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,rxn01129_c1,0.0,0.0,-0.6358487886796471,0.0,-0.02682457104588192,0.0,0.2350677837000727,0.0,0.0,0.0,0.0,0.0
108,rxn08296_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,rxn05541_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
110,rxn00717_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
111,rxn08710_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
112,rxn05647_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,rxn01962_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,rxn10254_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,rxn05459_c1,0.0257992028285166,0.10434440230250745,0.2708482047108904,0.285911578275649,0.05286143163710411,0.012477460142446682,0.33154060157044296,0.0,0.0,0.0,0.26026915705015324,0.0
116,rxn01682_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,rxn08796_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,rxn08941_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,rxn03181_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
120,rxn02331_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
121,rxn12846_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,rxn00337_c1,0.00037834896480328726,0.001530225443653422,0.003972027296825058,0.004192933804384748,0.000775220384554341,0.00018298372084004494,0.0048620898958856955,0.0,0.0,0.0,0.003816884064003136,0.0
123,rxn05221_c1,0.0,0.05297961966186993,0.0,0.0,0.04094798942065037,0.0,0.2568209112992212,0.0,0.0,0.0,0.2016119949715972,0.0
124,rxn08308_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,rxn00152_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,rxn00208_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
127,rxn08823_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,rxn05434_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,rxn00140_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
130,rxn05346_c1,0.0,0.0,0.0,0.1467104257441279,0.3898205152954774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,rxn00452_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
132,rxn03248_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,rxn05386_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,rxn05516_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,rxn05733_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,rxn00416_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,rxn09206_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
138,rxn01729_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
139,rxn08017_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,rxn09209_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
141,rxn12512_c1,0.0016774821523721783,0.006784545775535399,0.017610739076881807,0.018590170126645322,0.0034370871344159837,0.000811293156420867,0.021557001028977563,0.0,0.0,0.0,0.01692288202339265,0.0
142,rxn08669_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,rxn06672_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,rxn00649_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,rxn01739_c1,0.010957011409651711,0.04431543153333935,0.11503017705727862,0.12142764434004566,0.0224504343575323,0.0052992208345735,0.11924944862437388,0.0,0.0,0.0,0.09361433660054111,0.0
146,rxn02400_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,rxn01268_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,rxn00641_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
149,rxn02679_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
150,rxn01974_c1,0.00037834896480328726,0.001530225443653422,0.003972027296825058,0.004192933804384748,0.000775220384554341,0.00018298372084004494,0.0048620898958856955,0.0,0.0,0.0,0.003816884064003136,0.0
151,rxn00242_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,rxn12641_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,rxn00762_c1,-0.01661336771154247,-2.2237717989381185,0.0,0.08975372358986089,0.0,-0.2575538540472818,-1.8784554040141621,0.0,0.0,0.0,0.0,0.0
154,rxn08971_c1,0.0,0.0,0.0,0.0,0.0,0.0,5.447125692282465,0.0,0.0,0.0,0.0,0.0
155,rxn00060_c1,0.0008387410761860746,0.003392272887767747,0.008805369538440903,0.009295085063322682,0.0017185435672079877,0.0004056465782104291,0.01077850051448899,0.0,0.0,0.0,0.00846144101169655,0.0
156,rxn00225_c1,0.0008387410761860746,2.448264730157473,-0.693760374972215,-5.555419440166883,0.0,0.08348036368071851,-3.412413138178914,0.0,0.0,0.0,4.908376960866437,0.0
157,rxn05350_c1,0.0,0.0,0.0,0.1467104257441279,0.3898205152954774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,rxn09198_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
159,rxn08838_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,rxn00148_c1,0.0,-0.08625651550041918,0.0,-3.4809586721842734,0.0,0.0,-99.88650815442001,0.0,0.0,0.0,0.0,0.0
161,rxn01102_c1,0.026449735379014072,0.0,0.0,3.1864054449639974,0.35185746940325097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,rxn05569_c1,0.035253388303641595,-2.1678263692448816,1.4216980976402076,6.029530197688876,0.14207157180147312,-0.049945661353750934,5.336139429102401,0.0,0.0,0.0,-5.413269826017667,0.0
163,rxn00100_c1,0.0016774821523721783,0.006784545775535399,0.017610739076881807,0.018590170126645322,0.0034370871344159837,0.000811293156420867,0.021557001028977563,0.0,0.0,0.0,0.01692288202339265,0.0
164,rxn02842_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
165,rxn00514_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,rxn00789_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.13069766478331865,0.0,0.0,0.0,-0.10260152415857364,0.0
167,rxn03436_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.4313022937849516,0.0,0.0,0.0,0.3385850297232931,0.0
168,rxn08583_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
169,rxn05390_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,rxn05560_c1,-0.019459919100303757,-5.82152037780717,-0.08267088987731641,0.7210347038200235,-0.5351514902696365,-0.2589305528442476,-0.18805999627783201,0.0,0.0,0.0,0.0,0.0
171,rxn05437_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,rxn05158_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
173,rxn00837_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,rxn08976_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,rxn00781_c1,-0.026449735379014072,-8.746308776485805,0.41953895987706025,0.6278221914580419,-0.35185746940325097,-0.04594603368494565,0.5097738122493032,0.0,0.0,0.0,-1.6134942800258754,0.0
176,rxn09264_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,rxn05319_c1,-4.881500545676488,-1.3045338054246796,-11.401437328861684,-16.580861252726713,-4.212668190324975,-0.6325741610768081,-12.828002656362091,0.0,0.0,0.0,0.0,0.0
178,rxn00881_c1,0.0,0.055752895725427395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,rxn05298_c1,0.0,-0.05297961966186993,0.0,-0.049946759676239516,-0.04094798942065037,0.0,,,,,,
180,rxn10157_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
181,rxn06578_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,rxn09265_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,rxn00292_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,rxn08336_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
185,rxn05401_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,rxn03043_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
187,rxn01709_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
188,rxn02264_c1,0.0008387410761860746,0.003392272887767747,0.008805369538440903,0.009295085063322682,0.0017185435672079877,0.0004056465782104291,0.01077850051448899,0.0,0.0,0.0,0.00846144101169655,0.0
189,rxn09202_c1,0.0028465513887612876,0.011512824844160009,0.02988399829203624,0.031546013480071376,0.005832458570083673,0.0013766987969657902,0.03658048530041968,0.0,0.0,0.0,0.028716760567266016,0.0
190,rxn01451_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
191,rxn03903_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,rxn00097_c1,2.911074845075471,1.52103986664488,2.161051798060014,13.857029611300637,3.1640184429759173,0.07819416729178139,3.159720712599076,0.0,0.0,0.0,1.4985489299252184,0.0
193,rxn01217_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,rxn02212_c1,0.010957011409651711,0.04431543153333935,0.11503017705727862,0.12142764434004566,0.0224504343575323,0.0052992208345735,0.11924944862437388,0.0,0.0,0.0,0.09361433660054111,0.0
195,rxn00695_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,rxn00614_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
197,rxn00250_c1,0.0,-0.3503561805444785,-0.2078177682794795,-0.9343190034931669,-1.5882011180535076,-0.023994203638117537,-0.836426646269403,0.0,0.0,0.0,-0.41435943134480824,0.0
198,rxn05324_c1,0.0,-0.0606380662050338,0.0,-0.08759059417160983,-0.12782261443145956,0.0,-0.2175843979437792,0.0,0.0,0.0,0.0,0.0
199,rxn10481_c1,0.0008387410761860746,0.003392272887767747,0.008805369538440903,0.009295085063322682,0.0017185435672079877,0.0004056465782104291,0.01077850051448899,0.0,0.0,0.0,0.00846144101169655,0.0
200,rxn03535_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
201,rxn11552_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
202,rxn00692_c1,0.23899385904522413,0.33571367226090754,0.4460352171106762,0.24478743178437917,0.01448684380628042,0.0060887137447068265,0.10657856665103899,0.0,0.0,0.0,-0.09407061208798517,0.0
203,rxn01492_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,rxn00802_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,rxn02160_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.13069766478331865,0.0,0.0,0.0,0.10260152415857364,0.0
206,rxn08802_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,rxn02315_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,rxn00926_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
209,rxn10230_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
210,rxn02720_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
211,rxn00913_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,rxn01997_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,rxn08809_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,rxn00460_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,rxn00171_c1,0.0,-0.09378537289543068,0.46547302190258555,-0.07989252251462117,0.0,0.0005739603558759798,0.4635118764592167,0.0,0.0,0.0,-0.024333150352395215,0.0
216,rxn03958_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
217,rxn05578_c1,0.1449111532619476,0.59626731822601,0.9994167299655213,1.359738033238636,0.2986351216695011,0.07049010426631058,1.8730039051547172,0.0,0.0,0.0,-0.13193262338415307,0.0
218,rxn00178_c1,0.1489403566088776,0.09824702918661356,0.2550211691876573,-0.1899758556032718,0.04977246984308945,0.011748338806290793,0.3121670012024784,0.0,0.0,0.0,0.10619254133334902,0.0
219,rxn03264_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,rxn01362_c1,0.0,-0.021013309953076188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
