id,RC_-1.5,RC_1.5,RC_4.0,RC_6.0,RC_9.0,RC_12.5,WD_-1.5,WD_1.5,WD_4.0,WD_6.0,WD_9.0,WD_12.5
rxn02342_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01452_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00642_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00022_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10297_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05667_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02000_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn03239_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02632_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05457_c1,0.0,-0.0194338628582776,0.0,0.0,0.0,-0.0115167434956708,0.0,-0.1755684273542264,-0.1729593058213749,0.0,-0.1360045812435213,-0.2635203874793518
rxn00107_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn08934_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn04070_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00199_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01358_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10231_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn10270_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn12637_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01219_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05958_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00800_c1,0.010078035070195,0.0407604278617751,0.1058024049781165,0.1116866645837162,0.0206494505059058,0.0048741149770534,0.0,0.0,0.0,0.0,0.0,0.0
rxn08333_c1,0.0016774821523721,0.0067845457755354,0.0176107390768818,0.0185901701266453,0.0034370871344159,0.0008112931564208,0.0215570010289779,0.040084714138492,0.0393706458648546,0.0420018220026752,0.0169228820233931,0.0098844766773038
rxn01705_c1,0.0,0.0,0.0,-0.0133652590658895,-0.0024710672183501,-0.0005832729415642,-0.0154982392023934,-0.0288185952787591,-0.0283052214148902,-0.2548978792420214,-0.0121665751761976,-0.1148913991410436
rxn09177_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00211_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00179_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01210_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00192_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01218_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00509_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02898_c1,0.0016774821523721,0.0067845457755354,0.0176107390768818,0.0185901701266453,0.0034370871344159,0.0008112931564208,0.0215570010289779,0.040084714138492,0.0393706458648546,0.0420018220026752,0.0169228820233931,0.0098844766773038
rxn05654_c1,2.526210322210224,0.0,0.3505672903364894,0.0,0.8355359717242047,0.0,0.0862280041159119,0.2481380881024683,0.1761493088006818,0.1680072880107007,0.0676915280935724,0.0395379067092152
rxn01199_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00545_c1,0.0,0.0,0.0,0.0,0.0,0.0,1.2952770214260036,4.772647867229086,4.7240045704548095,3.137988291666168,0.0,0.2775776480051894
rxn08807_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05614_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02316_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01057_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn10344_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10336_c1,0.0028465513887612,0.01151282484416,0.0298839982920362,0.0315460134800713,0.0058324585700836,0.0013766987969657,0.0365804853004196,0.0680205142794926,0.0668087982364225,0.0712736910989769,0.028716760567266,0.0167731565865957
rxn02320_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1306976647833186,-0.2743100052371646,-0.4162292728578559,-0.254652307387978,-0.1026015241585736,-0.0599284667469365
rxn03384_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02504_c1,0.0025162232285582,0.0101768186633032,0.0264161086153227,0.027885255189968,0.0051556307016239,0.0012169397346312,0.0,0.0,0.0,0.0,0.0,0.0
rxn04082_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294854315045788,0.2180895963377508,0.0,0.0
rxn04996_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00262_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn03039_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10262_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10209_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00544_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08084_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn10225_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05444_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05334_c1,0.0,0.0,0.0,0.1467104257441279,0.3898205152954774,0.0,0.0,0.2462314646017396,0.3409275011405016,0.2850669930907782,0.0,0.0
rxn10205_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05040_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00890_c1,0.0,0.0,0.0,-0.1634671358154979,-0.4749681123106086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn03030_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0048620898958856,0.0943058335307558,0.0711303460380535,0.2021335956415189,0.0038168840640031,0.0022294016739264
rxn01636_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298861156250196,0.0
rxn05235_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02090_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05582_c1,0.0,-0.2760511097638003,0.7138101455685071,0.0,-1.069193436219409,0.0135960696241678,0.0,1.0934359039393104,1.0649677319956603,1.0280005892114874,0.0832253380273133,0.2951858265848044
rxn08556_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01843_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00816_c1,0.0404833392339517,0.0,0.1854816341513587,0.4071355150079723,0.5145077775030709,0.0195792581298848,0.0,-0.0230210188398777,-0.0852763139360501,-0.0381958549328602,0.0,0.0
rxn02988_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0577438119640056,-0.0646863963381756,0.0,0.0
rxn04792_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn01021_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00165_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10228_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn01117_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05542_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00539_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00001_c1,0.0,0.0,0.0,0.0,0.0,0.0,4.121645792172801,8.436917579417825,8.712510708375559,6.388501133321091,2.265855082034551,1.845154748686116
rxn01322_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05545_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn08895_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn11268_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00710_c1,0.0,0.0210133099530761,0.0,0.0,0.0,0.0,0.0,0.2230873994624139,0.2186914824088057,0.2333068334506407,0.0,0.0
rxn10317_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01114_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02305_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00470_c1,0.0016774821523721,0.0067845457755354,0.0176107390768818,0.0185901701266453,0.0034370871344159,0.0008112931564208,0.0215570010289779,0.040084714138492,0.0393706458648546,0.0420018220026751,0.0084614410116965,0.0098844766773038
rxn08817_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00910_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107785005144889,0.0,0.0,0.0,0.0,0.0
rxn00953_c1,0.247748541553381,0.3504557429936804,0.1006225956961144,0.1760493087356631,0.019638507366943,0.0107284524683753,0.0646710030869339,0.079626528328118,0.0734673241905813,0.1031490507388243,0.0174770097262971,0.0
rxn11944_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01129_c1,0.0,0.0,-0.6358487886796471,0.0,-0.0268245710458819,0.0,0.2350677837000727,0.0,0.0,0.0,0.0,0.0
rxn08296_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05541_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00717_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn08710_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05647_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01962_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10254_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05459_c1,0.0257992028285166,0.1043444023025074,0.2708482047108904,0.285911578275649,0.0528614316371041,0.0124774601424466,0.3315406015704429,0.6164916085215294,0.6055094396806093,0.6459761872768163,0.2602691570501532,0.152020466084177
rxn01682_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08796_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08941_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn03181_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02331_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn12846_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00337_c1,0.0003783489648032,0.0015302254436534,0.003972027296825,0.0041929338043847,0.0007752203845543,0.00018298372084,0.0048620898958856,0.0943058335307558,0.0711303460380535,0.2021335956415189,0.0038168840640031,0.0022294016739264
rxn05221_c1,0.0,0.0529796196618699,0.0,0.0,0.0409479894206503,0.0,0.2568209112992212,1.210729583406407,1.2063176652970309,1.2225787093006644,0.2016119949715972,0.0845479076238754
rxn08308_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00152_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00208_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn08823_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05434_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00140_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05346_c1,0.0,0.0,0.0,0.1467104257441279,0.3898205152954774,0.0,0.0,0.2462314646017396,0.3409275011405016,0.2850669930907783,0.0,0.0
rxn00452_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn03248_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05386_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05516_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05733_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00416_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4045757949223258,0.3908260973809281,0.0,0.0,0.0
rxn09206_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn01729_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn08017_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn09209_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn12512_c1,0.0016774821523721,0.0067845457755353,0.0176107390768818,0.0185901701266453,0.0034370871344159,0.0008112931564208,0.0215570010289775,0.040084714138483,0.0393706458648548,0.0420018220026756,0.0169228820233926,0.0098844766773034
rxn08669_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn06672_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00649_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01739_c1,0.0109570114096517,0.0443154315333393,0.1150301770572786,0.1214276443400456,0.0224504343575323,0.0052992208345735,0.1192494486243738,0.2750225120487134,0.271203087454497,0.2940155507242408,0.0936143366005411,0.0546791454026685
rxn02400_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01268_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00641_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02679_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn01974_c1,0.0003783489648032,0.0015302254436534,0.003972027296825,0.0041929338043847,0.0007752203845543,0.00018298372084,0.0048620898958856,0.0943058335307558,0.0711303460380535,0.2021335956415189,0.0038168840640031,0.0022294016739264
rxn00242_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn12641_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00762_c1,-0.0166133677115424,-2.2237717989381185,0.0,0.0897537235898608,0.0,-0.2575538540472818,-1.878455404014162,0.0,0.0,0.0,0.0,0.0
rxn08971_c1,0.0,0.0,0.0,0.0,0.0,0.0,5.447125692282465,21.52156816584462,0.0,12.884356898482928,0.0,0.0
rxn00060_c1,0.000838741076186,0.0033922728877677,0.0088053695384409,0.0092950850633226,0.0017185435672079,0.0004056465782104,0.0107785005144889,0.020042357069246,0.0196853229324273,0.0210009110013375,0.0084614410116965,0.0049422383386519
rxn00225_c1,0.000838741076186,2.448264730157473,-0.693760374972215,-5.555419440166883,0.0,0.0834803636807185,-3.412413138178914,1.7883428377814716,1.7397379361678589,0.5118676807964049,4.908376960866437,9.956832924402365
rxn05350_c1,0.0,0.0,0.0,0.1467104257441279,0.3898205152954774,0.0,0.0,0.2462314646017396,0.3409275011405016,0.2850669930907782,0.0,0.0
rxn09198_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn08838_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00148_c1,0.0,-0.0862565155004191,0.0,-3.4809586721842734,0.0,0.0,-99.88650815442,-190.56584090096024,-87.37839126815254,-201.3786784234654,0.0,-1.4846170092937232
rxn01102_c1,0.026449735379014,0.0,0.0,3.1864054449639974,0.3518574694032509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05569_c1,0.0352533883036415,-2.1678263692448816,1.4216980976402076,6.029530197688876,0.1420715718014731,-0.0499456613537509,5.336139429102401,-0.0086525951913629,0.0,0.0,-5.413269826017667,-11.363319753426367
rxn00100_c1,0.0016774821523721,0.0067845457755353,0.0176107390768818,0.0185901701266453,0.0034370871344159,0.0008112931564208,0.0215570010289775,0.040084714138483,0.0393706458648548,0.0420018220026756,0.0169228820233926,0.0098844766773034
rxn02842_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00514_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00789_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1306976647833186,-0.2743100052371646,-0.4162292728578559,-0.254652307387978,-0.1026015241585736,-0.0599284667469365
rxn03436_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.4313022937849516,0.8376005331139894,0.7950097712939079,0.8403526143803277,0.3385850297232931,0.1977639402648906
rxn08583_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05390_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05560_c1,-0.0194599191003037,-5.82152037780717,-0.0826708898773164,0.7210347038200235,-0.5351514902696365,-0.2589305528442476,-0.188059996277832,0.0124732865871822,0.052710756876065,0.044177513268599,0.0,0.0
rxn05437_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05158_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00837_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08976_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00781_c1,-0.026449735379014,-8.746308776485805,0.4195389598770602,0.6278221914580419,-0.3518574694032509,-0.0459460336849456,0.5097738122493032,92.41465213429989,88.82486367942697,103.36994191799204,-1.6134942800258754,-0.9257327831336326
rxn09264_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn05319_c1,-4.881500545676488,-1.3045338054246796,-11.401437328861684,-16.580861252726713,-4.212668190324975,-0.6325741610768081,-12.828002656362091,-28.806737854143964,-29.655969589030835,-28.93739784943729,0.0,0.0
rxn00881_c1,0.0,0.0557528957254273,0.0,0.0,0.0,0.0,0.0,0.3480656925836838,0.3368451355402616,0.0,0.0,0.0
rxn05298_c1,0.0,-0.0529796196618699,0.0,-0.0499467596762395,-0.0409479894206503,0.0,,,,,,
rxn10157_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn06578_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn09265_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00292_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08336_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn05401_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn03043_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn01709_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02264_c1,0.000838741076186,0.0033922728877677,0.0088053695384409,0.0092950850633226,0.0017185435672079,0.0004056465782104,0.0107785005144889,0.020042357069246,0.0196853229324273,0.0210009110013375,0.0084614410116965,0.0049422383386519
rxn09202_c1,0.0028465513887612,0.01151282484416,0.0298839982920362,0.0315460134800713,0.0058324585700836,0.0013766987969657,0.0365804853004196,0.0680205142794926,0.0668087982364225,0.0712736910989769,0.028716760567266,0.0167731565865957
rxn01451_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn03903_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00097_c1,2.911074845075471,1.52103986664488,2.161051798060014,13.857029611300636,3.1640184429759173,0.0781941672917813,3.159720712599076,6.648241511465358,6.955698079127613,4.6424779378022825,1.4985489299252184,1.3969793283060474
rxn01217_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02212_c1,0.0109570114096517,0.0443154315333393,0.1150301770572786,0.1214276443400456,0.0224504343575323,0.0052992208345735,0.1192494486243738,0.2750225120487134,0.271203087454497,0.2940155507242408,0.0936143366005411,0.0546791454026685
rxn00695_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00614_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00250_c1,0.0,-0.3503561805444785,-0.2078177682794795,-0.9343190034931668,-1.5882011180535076,-0.0239942036381175,-0.836426646269403,-2.5725325095660376,-2.4853100668242667,-2.739426086994547,-0.4143594313448082,-0.5099235591976775
rxn05324_c1,0.0,-0.0606380662050338,0.0,-0.0875905941716098,-0.1278226144314595,0.0,-0.2175843979437792,-0.1834431262198848,-0.1183529929973589,-0.132883620357766,0.0,0.0
rxn10481_c1,0.000838741076186,0.0033922728877677,0.0088053695384409,0.0092950850633226,0.0017185435672079,0.0004056465782104,0.0107785005144889,0.020042357069246,0.0196853229324273,0.0210009110013375,0.0084614410116965,0.0049422383386519
rxn03535_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn11552_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00692_c1,0.2389938590452241,0.3357136722609075,0.4460352171106762,0.2447874317843791,0.0144868438062804,0.0060887137447068,0.1065785666510389,0.7155843180555302,0.6669378147263347,0.3544460702551146,-0.0940706120879851,-0.0515865131242705
rxn01492_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124732865871822,0.052710756876065,0.044177513268599,0.0,0.0
rxn00802_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02160_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.1306976647833186,0.2743100052371646,0.4162292728578559,0.254652307387978,0.1026015241585736,0.0599284667469365
rxn08802_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02315_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00926_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn10230_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn02720_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
rxn00913_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn01997_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08809_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00460_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn00171_c1,0.0,-0.0937853728954306,0.4654730219025855,-0.0798925225146211,0.0,0.0005739603558759,0.4635118764592167,0.3604398878120224,0.3178203316373206,4.247988793298212,-0.0243331503523952,-0.0267699076740489
