ASV,Fumarate.2,Succinate.2,Glycine.2,L-Proline.2,D-Fructose.2,L-Glutamate.2,L-Leucine.2,L-Arabinose.2,L-Methionine.2,Citrate.2,D-Glucose.2,Sucrose.2,L-Isoleucine.2,Dulcose.2,D-Serine.2,L-Aspartate.2,N-Acetyl-D-glucosamine.2,Galactose.2,L-Malate.2,Butyrate.2,2-Oxoglutarate.2,D-Ribose.2,L-Valine.2,CELB.2,L-Lysine.2,Ornithine.2,Propionate.2,Pyruvate.2,Acetate.2,Thyminose.2,L-Alanine.2,L-Asparagine.2,Decanoate.2,L-Histidine.2,Melibiose.2,L-Cysteine.2,Myristic acid.2,Niacin.2,Palmitate.2,L-Phenylalanine.2,Melitose.2,L-Threonine.2,L-Tyrosine.2,L-Inositol.2,5-Oxoproline.2,D-Allose.2,L-Fucose.2,L-Rhamnose.2,trans-4-Hydroxy-L-proline.2
Lactobacillus.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderiales.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.2,0.0,0.0,0.0,-0.0886761521641182,0.0,0.0,0.0,1.5174445673262738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6521495548444358,-1.1824546495953487,0.0,-0.6849931733940349,0.0759122353108954,0.0,0.0,-0.089815899482326,0.0,0.0,-0.0299408037976088,0.0,-1.4813227095022503,0.0,-1.9703844311947896,-0.0995565434646763,0.0,-0.045127812806167,0.0,0.0,0.0,-0.2326283107934795,0.0,0.4930677137000885,0.0,-1.0544026333950651,2.022762366283118,0.0,0.0,0.0,-0.5070107357921194,0.0,0.0
Enterococcus.1,0.0868308925030295,0.0,0.0,0.0,0.7332671137763529,0.0,-0.0956585060141637,0.0,0.0,0.0,0.2646049433057713,0.0,0.0,-0.6846375897107269,0.0,0.0,1.0692015068696272,-1.7691489156786515,0.7971582119936571,0.0,0.0,0.0,0.0,-1.0963210562393466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0261209579076558,0.0,-0.0634047311671825,0.0,0.0,,-0.7733491376622621,-0.036608287851202,0.0,0.0,-0.1652810145002262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acinetobacter.1,0.0,-0.2173822310734447,-0.1670931770998271,0.0,0.0,0.0,-0.4136847559360211,0.0,0.0,0.0,0.0823529085420885,0.0,-0.0471823261913876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9419334837966766,0.0,0.0,0.0,0.84555068534874,0.1546397758100843,0.0659613518350729,0.0,0.0,0.0,0.0,-0.0391882672418339,-0.1290025122754012,0.0,0.0,0.0,0.0965747368695418,,0.0,-0.0301515049510341,0.0,-0.0411867819792223,-0.0235477171231419,0.0,0.0,0.0,0.0,,
Enterococcus.3,0.0,0.0,0.0,-0.0873173144715793,0.0,0.0,0.0,1.272494890614155,0.0,1.4237689533598816,1.80564791884339,0.0,0.0,-1.6532356350502089,1.9102220204384173,0.0,-2.548286049959658,0.0,0.0,0.0,0.0,0.0,0.0,-0.8811533256351938,0.0,0.0,0.0,0.0,0.0,0.0,-0.7448562348798891,-0.9518515329782667,0.0,0.0,0.0,-0.0198893787091542,0.0,-0.0073292296503004,0.0,0.0,-1.389565062280826,-0.2190202345969935,0.0,2.533502083001011,0.0,0.0,0.0,0.0,-1.2447359119467731
Clostridium.21,0.0,0.0,0.055943530218575,0.0,0.0,-0.0588125885355096,-0.0916647394469428,0.0,-0.0066578631736352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007483184557065,0.0,0.1158625347976041,0.0,0.0,0.0,0.0,-0.0022461962629498,0.0,-0.0334767455501837,0.0,0.0,0.0,0.0,0.0,-0.0656465409640092,0.0,0.0,0.0,-0.0042756720823456,0.0,,,-0.0097544862696254,0.0,-0.0103442924161609,,0.0,0.0,0.0,-0.4490560956514892,0.0,
Akkermansia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetivibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
