ASV,Fumarate.1,Succinate.1,Glycine.1,L-Proline.1,D-Fructose.1,L-Glutamate.1,L-Leucine.1,L-Arabinose.1,L-Methionine.1,Citrate.1,D-Glucose.1,Sucrose.1,L-Isoleucine.1,Dulcose.1,D-Serine.1,L-Aspartate.1,N-Acetyl-D-glucosamine.1,Galactose.1,L-Malate.1,Butyrate.1,2-Oxoglutarate.1,D-Ribose.1,L-Valine.1,CELB.1,L-Lysine.1,Ornithine.1,Propionate.1,Pyruvate.1,Acetate.1,Thyminose.1,L-Alanine.1,L-Asparagine.1,Decanoate.1,L-Histidine.1,Melibiose.1,L-Cysteine.1,Myristic acid.1,Niacin.1,Palmitate.1,L-Phenylalanine.1,Melitose.1,L-Threonine.1,L-Tyrosine.1,L-Inositol.1,5-Oxoproline.1,D-Allose.1,L-Fucose.1,L-Rhamnose.1,trans-4-Hydroxy-L-proline.1
Lactobacillus.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderiales.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0731851421897845,0.0,0.0,0.0,0.0,0.0,0.0,-0.1358783130768135,0.0,-0.1221867036688324,0.0,0.0,0.0,0.0,0.0,0.0,0.4417864149575547,-0.0819183370212504,-0.081290405313477,0.0,-0.0981137934414194,0.0,0.0,0.0,0.0,0.0,0.0,-0.8918630616980987,0.0,0.0,-0.0786592130670229,-0.0033943975696034,0.0,-0.0442466763098672,0.0,0.0,-0.0278856959999396,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus.4,0.0,0.0,0.0,0.0,0.0011887732356615,0.0,0.3394000614312056,0.0,0.2525068954261794,-0.0183355810370544,0.0,0.0,0.0,-0.4208865138173214,0.0,0.0,0.0,0.0,0.0,0.0,0.0138190330935865,0.0,0.0,-0.6353934631490658,-0.0167770067591629,0.0,-0.2587397401512526,0.0,0.0,0.0,0.0,0.0,0.0,-0.6502639871260196,0.0,0.0,-0.0077235231132021,-0.0007005480013161,0.0,-0.0091317884891646,0.0,-0.0096839431419978,-0.0057551504199153,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus.2,0.0,0.0,0.0,-0.3657723722309747,-1.9709777263195656,0.0,0.0,0.0,0.0,-3.057684652523051,0.0,0.0,0.0,0.0,0.0,0.0,-0.7748657963010623,0.0,1.5246187338334094,0.0,0.0,0.0,0.0,-0.0911550640051499,0.0,0.0,0.0,0.0,-0.5630439639802769,0.0,-1.098800483224337,-0.0828992185807613,0.0144249431517508,-0.0458006732490394,0.0,0.0,-0.1158677489615134,-0.0075542677980837,0.0,-0.0984714474854347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3905800976290402,0.0,0.0,0.0,0.0,-0.0872406050718695,0.0,0.0,1.6385405932890555,0.0,0.0,0.0,0.0,0.0,0.0,-0.0601362762457878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0273448895217218,0.0,-0.2753922152856329,0.0,0.0,,-1.272322123802539,-0.0383236170131843,-0.0324814986031502,0.0,0.0,-0.0204708979568691,0.0,0.0,0.0,0.0,0.0,0.0
Acinetobacter.1,0.0,0.0,-0.0837835678925742,0.0,-0.0162911203868174,-1.895439714890782,0.0,0.0,0.0,-2.878115576726342,0.0,0.0,-0.0500189897270121,0.0,0.0,0.0,0.0,0.0,-0.3754943561851994,0.0,0.0,0.0,0.0,0.0,-0.0590463580387012,0.0510322657619976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0343773759334403,,0.0,-0.0319642531036339,0.0,-0.0440059182460297,-0.0249634368619158,0.0,0.0,0.0,0.0,,
Enterococcus.3,0.0,0.0468542229942967,0.0,-0.0086851534099588,0.0,0.0,0.0647425164708745,0.0,0.0,0.4954264451309489,0.0,0.0,0.0,-0.0366518632444368,0.0,0.2921953069861328,-0.0105589093519821,0.0,0.0,0.0,0.0,0.0,0.0,-0.0089790363010461,0.0,0.0104310239427496,0.0,0.0,0.0,0.0,0.0,0.0,0.006508937853189,0.0,0.0,0.0,-0.0111816436371962,-0.0007290133036605,0.0,0.0,0.0,0.0,-0.005988998916282,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkermansia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetivibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
