ASV,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
bacterium.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterorhabdus.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium.1,0.0,2.3185905613617406,0.0,0.5031301243100043,0.0,0.0,1.6459110562529018,2.0326931092768086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8127486623469693,0.0,3.526289805740938,0.449524661829648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1615389195867352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0506790061451285,0.0,0.0,4.110418673610318,1.3133487576813259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3485739854889678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veillonella.1,0.0,3.2820149454491316,0.0,1.64100747272456,0.0,0.0,2.625662508153356,3.008513699995025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.376019927265523,0.0,3.008513699995029,0.0,4.406855022265724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008513699995019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1880099636327497,0.0,0.0,2.7542843889160644,0.0,2.272973393248309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parabacteroides.1,0.0,2.268785383093742,0.0,0.8327700032700115,0.0,2.571482949911623,1.4674002439752487,2.2687853830937335,6.806990349020797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.428643933215493,0.0,1.9851872102070203,0.0,3.1429236054475345,0.0,0.384172139809791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2687853830937224,3.714364260983432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041838649589065,0.0,0.0,2.8572032776795706,0.0,0.6013445721365556,0.0,1.407087923678344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium.2,0.0,2.01888844704925,0.0,0.7677936052426698,0.0,2.0917456364316753,1.749127930548733,2.050277447363498,4.382705142999728,0.0,2.670638595094065,0.6734267596509205,0.0,0.0,0.0,0.0,2.8264438258689766,0.0,2.0502774473633405,1.0956762857499345,2.589780311772554,1.4954543135078902,0.38848697440354657,0.0,0.23540477200846646,0.0,0.0,0.0,0.0,0.0,0.0,2.050277447363518,3.1874219221816023,0.0,0.0,2.746918025625842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0838310958602941,4.98034675340877,0.0,1.1952832208180992,0.0,1.3511321212853526,4.382705142999697,0.0,0.0,0.0,0.0,0.0,2.0936360389110384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus.1,0.0,5.9002522145880905,0.0,3.217315512107428,0.0,5.696795241671322,3.7964703941649427,4.269469219102619,11.063778277979683,0.0,4.881645506708737,3.2200577124025647,3.129301494968657,0.0,3.735014851423295,5.759326294847706,6.714080106255443,0.0,4.269469219102591,6.714080106255405,6.714080106255438,5.18821908528906,2.002754087551407,0.0,0.0,0.0,2.076745111309662,0.0,0.0,0.0,0.0,4.269469219102597,11.063778277979704,2.0956717252729495,4.340896275642095,7.818403316438991,0.0,2.062928422063447,3.8972219468551677,4.323607024183966,0.0,0.0,4.071272917016507,3.2173155121074477,13.52073171846815,5.747222873947657,5.900252214588109,3.21731551210747,4.269469219102573,9.883641928328496,4.479553875121333,0.0,0.0,0.0,1.2386343069865178,5.188219085289089,0.0,0.0,0.0,0.0,2.264036841853392,0.0,0.0
Streptococcus.1,0.0,0.0,0.0,1.2746615786616886,0.0,0.0,1.7823687451979957,3.0370853191914784,5.562926965233847,0.0,0.533733405638262,0.21920510130855428,0.0,0.0,0.0,0.0,3.1206663463507027,0.0,3.0370853191914713,3.120666346350707,3.1206663463507045,0.0,0.8033711854868074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8828159396287956,5.868209542594265,0.0,0.0,3.4259489237111076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4924926004285892,9.531600470919004,0.0,0.0,0.0,2.745424938655936,0.0,1.8436170510876981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922035626651339,0.0,0.0
Parvibacter.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia.1,0.0,2.3473489161387144,0.0,1.4085701159880004,0.0,2.907151655860907,1.666782320101837,2.4724709137121987,8.037891743141639,0.0,3.7345015719665113,0.49717414697178164,0.26449637443580687,0.0,0.7033164758724817,3.4604006551473288,4.430129452312512,2.916403198839011,2.4724709137122107,2.34734891613871,4.4301294523125,2.255543881666917,0.8148698844328812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472470913712196,6.615256036390917,0.0,0.9954004446941163,4.908093188290036,0.0,0.0,0.0,1.0239583034041069,0.0,0.0,0.0,1.6047001321382277,10.314108873942828,2.9164031988390113,3.8074614878169655,1.6047001321382366,1.8271140989466486,8.037891743141662,2.498934312260863,0.0,0.0,0.0,0.0,3.2065970499937975,0.0,0.0,0.0,0.0,0.6062200499188845,0.0,0.0
Clostridium.2,0.0,2.3291081168145897,0.0,0.0,0.0,0.0,1.2735945080279822,2.037969602212768,0.0,0.0,2.9428817265567564,0.0,0.0,0.0,0.0,0.0,3.493662175221897,0.0,2.037969602212804,2.329108116814593,3.493662175221889,0.0,0.8851243556968827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.329108116814575,0.0,0.0,0.0,3.632404838100752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164554058407294,3.7848006898237085,0.0,1.746831087610931,0.0,1.173259806017563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides.1,0.0,2.265891273679908,0.0,0.8457748104716104,0.0,2.5482651448741707,1.4988526833160534,2.30745617307238,5.9969996772068175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285484971671055,0.0,2.0190241514383347,0.0,3.0380839948885896,0.0,0.6716930882421692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307456173072371,3.6898879297778087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0683549085135848,0.0,0.8159906074859221,2.840466214819752,0.0,0.9746250668008587,0.0,1.4060611862530767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides.2,0.0,1.9878494847857486,0.0,0.8653747482595008,0.0,0.0,1.4818623015179189,2.307665995358675,5.209087534223501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.804893287658814,0.0,2.0192077459388553,0.0,2.8048932876588157,0.0,0.6689223624230155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3076659953586782,2.8048932876588033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052827779529152,0.0,0.0,2.4041942465646806,0.0,1.442291247099173,0.0,1.4007826533821197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.4,0.0,1.1539201878219971,0.0,0.43087401405401576,0.0,1.7500620057760543,1.681625349934964,2.0193603286884936,5.884263949834945,0.0,0.0,0.4978990097312822,0.0,0.0,0.0,0.0,3.461760563465982,0.0,0.7540295245945289,3.208447010589437,3.500124011552113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8654401408664959,5.590050752343181,0.0,0.0,3.380877148342839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501282122085699,9.414822319735883,0.0,1.7500620057760443,1.0626602652607098,0.0,5.884263949834922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.5,0.0,2.336758023306679,0.0,1.4010926677416424,0.0,2.892720273378976,1.6569448840723326,2.459085027956307,8.001625958595238,0.0,3.713841401339783,0.4944680147278539,0.18945239121559496,0.0,0.6390517956925565,3.44368483009975,4.408729251514125,0.0,2.4590850279562315,2.3367580233065546,4.408729251514007,2.2558058618599017,0.8104769814164606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4590850279562306,6.585408974773028,0.0,0.9383363180249353,4.885948594186437,0.0,0.0,0.0,0.9749699019152931,0.0,0.0,0.0,1.5961815202119958,10.267573132710623,2.620001420070985,3.789069149342792,1.5961815202119918,1.8172221562524056,8.001625958595234,2.485462743010491,0.6637158131988122,0.0,0.0,0.0,3.2069620775977765,0.0,0.0,0.0,0.0,0.6030019076356344,0.0,0.0
Enterococcus.1,0.0,1.1793185998579294,0.0,0.5896592999289645,0.0,2.6534668496803384,1.7467054033427347,2.0638075497513704,7.075911599147604,0.0,3.03605901531431,0.7616734907890503,0.0,0.0,0.0,2.948296499644805,3.537955799573777,0.0,2.063807549751365,3.537955799573767,3.5379557995737785,1.5068108556110622,0.6005095463023539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0638075497513677,7.07591159914755,0.0,0.039635135541469024,3.740064563354272,0.0,0.0,0.23890640778632824,0.03300176789706511,0.0,0.0,0.0,1.1793185998579228,10.51377396324887,1.7689778997868872,2.9482964996448273,1.179318599857926,1.3159730044651259,7.075911599147553,1.5012738657558826,0.0,0.0,0.0,0.0,2.1095351978555024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salmonella.1,0.0,2.3682095590149292,0.0,1.4180336226476085,0.0,3.5952240595550724,1.50385714061065,2.6010855858536623,8.109323641475363,0.0,3.804995009861104,1.5349173424967302,0.27100766839772694,0.0,0.743157318271787,3.47231041649338,4.445376757398621,2.6552652631379496,2.6010855858536246,3.229376671384,4.445376757398607,2.1969188111596516,0.8184235260915883,0.0,0.863811711249286,0.0,0.0,0.0,0.0,0.0,0.0,2.601085585853661,6.6740451208602805,1.7009414332691386,0.9900218001059475,4.951710896122126,0.0,0.0,0.9440787563413465,1.0285318666281165,0.0,0.0,0.9415366333541368,1.6154813422567689,10.40576927445965,2.6552652631379727,2.9191990227156865,1.6154813422567724,2.203697510237121,8.109323641475449,2.255211494119072,0.0,0.0,0.0,0.0,2.8170822011801,0.0,0.0,0.0,0.0,0.6102929515192226,0.0,0.18936324452459696
Bacteroides.3,0.0,2.316486263226342,0.0,0.8493031986886376,0.0,2.91773459978534,1.5007523967606644,2.316486263226342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5012815197424123,0.0,2.0269254803230683,0.0,3.501281519742429,0.0,0.6690670386249041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3164862632263588,3.50067648175164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0695611973326125,6.924415018849374,0.0,2.917734599785346,0.0,0.2558636364931487,6.95111178381921,1.3982765915544135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.6,0.0,0.0,0.0,0.6214029260830672,0.0,0.0,0.0,0.7689003058348339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273221683787762,0.0,1.0598355566912623,0.0,2.3197741072092133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0980118049045013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6164005782050063,0.0,0.0,2.0104708929146518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesorhizobium.1,0.0,1.4335694054549446,0.49070952428981,0.94212702342155,0.0,0.0,1.367810595778676,0.6233440141823462,5.360085044384204,0.0,1.5813940207025559,0.8918264922836527,0.0,0.0,0.2088429623431465,0.0,2.6738485539945875,0.0,1.4097904154299397,0.0,2.9408115693912884,1.236673765184859,0.0,0.0,0.5886563033233889,0.0,0.0,0.0,0.0,0.0,0.0,1.691748498515927,3.2745466435969734,0.0,0.880410781954071,3.5512688951685574,0.0,0.0,0.2707256255018458,0.9580377447632377,0.0,0.0,0.5228408013073469,0.8897866332314625,0.0,0.0,2.638782273075433,0.8897866332314629,0.7903265588267283,0.0,0.0,0.0,0.0,0.0,0.0,1.994635105136872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus.2,0.0,0.8062450838101424,0.0,0.8741431761921867,0.0,1.2093676257152213,1.7237945507423573,2.6407974635485725,5.2405930447659275,0.0,3.3415461429641655,0.6620734185245063,0.0,0.0,0.0,0.0,2.8218577933354894,0.0,0.0,2.82185779333552,2.821857793335515,0.0,0.5970399298209967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.622429528576543,4.0312254190507195,0.0,0.0,3.0641953923696437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1655242349229133,6.449960670481119,1.2093676257152226,2.418735251430428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridioides.1,0.0,1.1458590667791269,0.0,0.5183581679766073,0.0,0.0,1.666696714581495,2.0052533668634727,6.591379403502703,0.0,0.0,0.0,0.0,0.0,0.0,2.8646476669478136,3.437577200337383,0.0,0.8207337659629628,2.325354756051571,3.475057565351849,0.0,0.3758458436772595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1458590667791242,5.112544280921984,0.0,0.0,3.6265979873027567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061932542536935,8.366031976015766,0.0,1.737528782675924,0.0,0.26854082418935665,6.591379403502684,1.3658013935933302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.7,0.0,1.1529981336600275,0.0,0.43061889839710993,0.0,1.7487385331515914,1.68120736434923,2.017746733905052,5.87889378230526,0.0,0.0,0.4975693634506913,0.0,0.0,0.0,0.0,3.4589944009800995,0.0,0.7535830721949337,3.2060206441112844,3.49747706630322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86474860024502,5.584949093190016,0.0,0.0,3.3790464705467986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493195838269308,9.4062300516885,1.1633155454309276,1.7487385331516172,0.0,0.0,5.878893782305298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides.4,0.0,2.3180738608580853,0.0,0.8498205518972483,0.0,2.919749552302755,1.4998456045133324,2.02831462825083,6.954499448604766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5036994627633233,0.0,2.0283146282508184,0.0,3.5036994627633224,0.0,0.6693145018252246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3180738608580973,3.502825579998252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689854397850473,6.928665982414106,0.0,4.08764937322389,0.0,0.9982379301169955,6.954499448604763,1.4011828392221124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae.1,0.0,2.3483158426580144,0.0,1.409079128033205,0.0,2.9081239511083545,1.6674526589832548,2.4733708938787986,8.041202733950104,0.0,3.7358908041916754,0.49735883975682543,0.2645936006903493,0.0,0.7035798712725445,3.461525597269196,4.431569643701585,2.917604531787217,2.4733708938787977,2.3483158426580264,4.431569643701602,2.25644052274097,0.8151689488068572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4733708938787915,6.6179810111271316,0.0,0.9957855243942957,4.9101149437394955,0.0,0.0,0.0,1.024356444297551,0.0,0.0,0.0,1.6052800192783403,10.318357490467076,2.9176045317872212,3.808699255992373,1.8549902444993953,1.827779169035862,8.04120273395016,2.4998514430076906,0.0,0.0,0.0,0.0,3.207776993798133,0.0,0.0,0.0,0.0,0.6064391183940375,0.0,0.0
