ASV,Fumarate.4,Succinate.4,Glycine.4,L-Proline.4,D-Fructose.4,L-Glutamate.4,L-Leucine.4,L-Arabinose.4,L-Methionine.4,Citrate.4,D-Glucose.4,Sucrose.4,L-Isoleucine.4,Dulcose.4,D-Serine.4,L-Aspartate.4,N-Acetyl-D-glucosamine.4,Galactose.4,L-Malate.4,Butyrate.4,2-Oxoglutarate.4,D-Ribose.4,L-Valine.4,CELB.4,L-Lysine.4,Ornithine.4,Propionate.4,Pyruvate.4,Acetate.4,Thyminose.4,L-Alanine.4,L-Asparagine.4,Decanoate.4,L-Histidine.4,Melibiose.4,L-Cysteine.4,Myristic acid.4,Niacin.4,Palmitate.4,L-Phenylalanine.4,Melitose.4,L-Threonine.4,L-Tyrosine.4,L-Inositol.4,5-Oxoproline.4,D-Allose.4,L-Fucose.4,L-Rhamnose.4,trans-4-Hydroxy-L-proline.4
Enterococcus.3,0.0,0.0,-0.021524582592317,-0.0089771778057223,0.0,0.0,0.0,0.0,0.0,0.343749328470987,0.0,0.0,0.0,-1.619264720616643,0.0,-0.1335856633063016,-0.0014351828619568,0.0,0.0,0.0,0.0,0.0,0.0,-0.0282926993364476,-0.0184224889830634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007535252102973,-0.0115890054087003,0.0,0.0,0.0,-0.0065671320335216,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.21,-0.2963534839750546,0.0,0.3947709673656559,0.0,0.0,0.0,-0.4944258541552583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7593972999374308,0.0,0.0,0.0,0.0,0.0,0.0,-0.75199990346141,0.0,-0.460577109665578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0230567984692667,0.0,-0.02363035571681,-0.0584881516243038,,,-0.0495721167089235,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Akkermansia.1,0.0,0.0,-0.2567379775055958,0.0,0.0102452670286774,0.0,-0.1496565952558416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5513097645133742,0.0,-0.2978829540846778,0.0,-0.1278666095785824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0800653908189615,-0.0132506114405998,0.0,0.0,-0.02903556818438,-0.1255837209510146,-0.0013218194653827,-0.7369859558166478,-0.0616024182132586,0.0,0.0,-0.0487711556571665,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.1580059594142823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0269044996617606,0.0,-0.1571730713902131,0.0,0.0,0.0,0.0,-3.512922060108511,-0.0577637427503274,0.0,0.0,0.0,-0.8082779323089974,0.0,0.0,0.0,0.0,-1.5371060740586306,0.0,0.0,-0.0336306245772008,-0.0006709669874234,-0.0416046888920352,0.1681293303868576,0.0,0.0,0.0,0.0,1.2151268328321212,0.0,0.0,0.0,0.0
Bifidobacterium.1,0.0,0.009705396368212,0.0,0.0,-1.821971679478474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3121568377669295,0.7376198053460346,0.0,0.0,0.0,0.0,0.0,-0.3688099026730173,0.0,0.0,0.0,0.0,-0.9932465093421756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0204433544186859,0.0,0.0,-0.0190083314151539,0.0,0.0,-0.0148451233818637,0.0,0.0,0.0,0.0,0.9416700695313712,0.0
Ruminococcus.3,0.0,0.0,-1.2270350262313885,0.0,-0.004309707507488,0.0,0.0,0.0,0.0,-0.0006349312236465,0.0,0.0,0.0,0.0,0.0,-0.1248828713244051,-0.0183924798122744,0.0,0.0,0.0,0.0,0.0,0.0,-0.0153230459595418,0.0,1.5103509012154843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0076990327288162,0.0,0.0,0.0,0.1103334048920743,-0.0195301266220332,-0.0165529203669549,0.0,1.1561163698122332,-0.0110671205711925,0.0,0.0,0.0,0.0,0.0,0.0
Acetivibrio.1,0.0,0.0050967006078157,-0.0293890780910695,0.0,0.0,0.0,-0.0327547639230778,0.0,-0.011336462112171,0.0,0.0,0.0,0.0,0.0,0.0,-0.0645007868609631,3.0496308845189537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182314252024678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086417868349662,0.0,0.0,-0.0136994786660272,0.110708119012137,-0.0195964548044997,-0.016609137366655,0.0,-0.0176134107888248,-0.0111047067070549,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium.7,-0.1789551731685427,0.1715342829108919,-0.0320630501093617,0.0815241447101415,0.0,0.0,-0.0238457707438877,0.0,-0.0114996886383264,-0.0004638056411031,0.0,0.0,0.0,0.0,0.0,-0.043246723602384,1.311104376620824,0.0,0.0,0.0,-0.1313922584565023,0.0,0.0,-0.0111932046971994,0.0,0.0132726459800884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056240025339357,0.0,0.0,0.0,-0.000927611282206,-0.0142664001413187,-0.0120916054479619,0.0,-0.0128227257773736,-0.0080843290745861,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.23,-0.0034422200046537,0.0,0.0,0.0,0.0,0.0,-0.2815114248367916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1754108828083308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0087261257606593,0.0,-0.0089431954756794,-0.0221355522217226,,,-0.0187611703854176,0.0,0.0,-0.0118239004056934,0.0,,0.0,0.0,0.0,
Alistipes.4,0.0,0.1373706192002393,0.0,0.0,0.0,0.5064009567596643,-0.0197185199910158,0.0,-0.000291150953741,0.0,0.0,0.1918035971061096,-0.0127012530902984,0.0,0.0,0.1439343367326034,0.0,0.0,0.0,0.0,0.0,0.0,-0.0186763546030468,0.0,0.0,0.0,0.0,0.5071366648419691,0.0,0.0,0.3378702893428094,0.0,0.0,-0.6062469101949426,0.0,0.0,-0.0087293996678857,-0.0001741608748221,-0.0107992034629899,0.0805956223506278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551130494594677,0.0
Blautia.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0561544797354374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0519354681940774,0.0,0.0,0.0,-0.0099038308629964,0.0,0.0,-0.0174466301486084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0110882581475074,0.0,0.0,-0.0044920427035561,,-0.0007229248191262,,-0.0094234749502202,0.0,0.0,-0.0059389807244411,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.16,0.0,0.0,0.0,0.0,0.0,0.0119778590758846,-0.0198946449204625,0.0,-0.0068855598808641,0.0,0.0,0.0,0.0,-0.91384375594924,0.0,0.0,0.8777455224822226,1.3554796446248434,0.0,0.0,0.0,0.0,0.0,-1.5178344878585717,0.0,0.0054625818754612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0588556402178856,0.0808937940648432,-0.0048088539952391,0.0,-0.0007739106981241,-0.0119025284673394,-0.01008808645731,0.0,0.0,-0.0067447958837853,0.0,0.0,0.0,0.0,0.0,0.0
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
