ASV,Fumarate.6,Succinate.6,Glycine.6,L-Proline.6,D-Fructose.6,L-Glutamate.6,L-Leucine.6,L-Arabinose.6,L-Methionine.6,Citrate.6,D-Glucose.6,Sucrose.6,L-Isoleucine.6,Dulcose.6,D-Serine.6,L-Aspartate.6,N-Acetyl-D-glucosamine.6,Galactose.6,L-Malate.6,Butyrate.6,2-Oxoglutarate.6,D-Ribose.6,L-Valine.6,CELB.6,L-Lysine.6,Ornithine.6,Propionate.6,Pyruvate.6,Acetate.6,Thyminose.6,L-Alanine.6,L-Asparagine.6,Decanoate.6,L-Histidine.6,Melibiose.6,L-Cysteine.6,Myristic acid.6,Niacin.6,Palmitate.6,L-Phenylalanine.6,Melitose.6,L-Threonine.6,L-Tyrosine.6,L-Inositol.6,5-Oxoproline.6,D-Allose.6,L-Fucose.6,L-Rhamnose.6,trans-4-Hydroxy-L-proline.6
Akkermansia.1,0.0,0.0,-0.0961992392363256,0.0,0.0023885967553435,0.0,-0.0348911606543071,0.0,0.0,-0.0001540854756309,0.0,0.0,-0.0224743775033081,0.0,0.0,0.0,-0.012357068841541,0.0,0.0,0.0,0.1086613402067172,0.0,-0.0330470891927292,0.0,-0.0265305266659678,-0.02323783050344,-0.0120328080234199,0.0,-0.3730578740414083,0.0,-0.4366733833291611,-0.0186665640036684,-0.0154463360519262,0.0,0.0,-0.0195726308463823,0.0,0.0001540854756309,-0.019108774042748,-0.0143620791779888,0.0,-0.0196185173785783,0.3806521989543746,-1.1017949382106875,0.0,0.0,-0.3377403837776278,0.0,0.0
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0300753970795513,0.0,0.0,0.0,0.0,-0.0001093786011542,-0.0085415689192603,0.0,1.126501518956761,0.0,0.0,-0.0132505847855953,0.0,0.0,0.0,-0.0046959218425169,2.1465480485525408,0.4172878857000952,-1.8476521172770008,-0.0101950175623095,0.0,-0.0464966276318335,-0.0079621030529852,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus.3,0.0,0.0,-1.7028119337017698,-0.0214909373227299,-0.708261682222033,0.0,0.0,0.0,-0.0063557560117793,-0.0003381765054229,0.0,0.0,-0.0135321515545708,0.0,0.0,-0.0261395395235986,-0.0097961862912564,0.0,0.0,-1.3534219641120124,0.0,0.0,-0.0334610656408117,-0.0081613471539047,0.0,-0.0238707902366627,0.0,0.9332354411667746,0.0,0.0,0.0,-0.0074221800950827,0.0,-0.0041006519862335,0.0,0.0,0.3439093744071279,0.0587656802945986,-0.1013662844861462,-0.0088164017704022,0.0,1.6802623358764197,-0.0058945599467694,0.0,-0.0003381765054229,0.0,0.0,0.0,0.0
Acetivibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,0.0,-7.271098295645169,-0.6547466027923363,0.0,2.2172900221819365,0.0,0.0,0.0,0.1884373417859476,-1.3098010115498089,0.3743760800678188,0.0,0.3855202034440108,-0.4814804458535908,0.0,5.486912994548513,-1.9682265068430884,0.0,0.0,-0.4846406733611954,-3.364714688531373,0.0,0.0,-1.7917301986854106,-4.042893301523256,0.0,-1.5580522038690496,0.0,0.0,0.0,0.0,-0.3672647694414442,0.0,0.0,0.0,0.0,0.0,0.0,2.105034100200029,-0.4362537316569641,0.0,-1.843197815579071,0.5036066602320194,0.0,0.0,-1.9650057025790129,0.0,0.0,0.0
Paraclostridium.1,0.0,4.658901225904764,2.833281114204326,0.0,0.0,0.0,-0.0746215795528201,0.0,-0.0346862800005799,-0.0014514066211719,0.0,0.0,0.0,-3.799864450188644,0.0,-4.623252802598492,0.3111861257532231,0.5750621652574546,0.0,0.0,0.0,0.0,-0.0660858564200093,-0.2987059929702704,-0.1180104939323177,-0.0374856915020824,-0.0506698587618021,0.7535204709117713,0.0020638354770993,0.0136461613578403,0.0,-0.031854966743067,0.0,-1.617728962310774,0.0,0.0,0.0,-0.0029028132423469,-0.0446444497228364,-0.0378387726506045,-0.6451169035784762,0.0,-0.0238472264844507,0.0,-0.0014514066211719,0.0,0.0,0.0,0.0
Bacteroides.3,0.0,0.1311936897440871,0.0,-0.467782255858774,0.0021506703839319,0.0,,0.0,0.0,0.0,0.0,0.0,-0.020235721239067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113760025886253,0.0,0.0,0.0,-0.02388784035772,-0.0207843901112583,0.0,0.736622278165503,0.0,0.0,0.0,-0.0168072012501275,-0.0139077378434941,-0.0066334408481656,0.0,0.0,0.0,0.9404730012023134,-0.0171938016435903,-0.0129314830017611,0.0,-0.0815925655233517,0.0,0.0,0.0,0.0,0.0,-1.8537226004488752,0.0
Clostridium.11,0.0,0.0492323499495039,0.0,-0.0095973699503898,-1.2702093991416703,0.0,-0.0207088287988056,0.0,0.0,-0.0004027914098766,0.0,0.0,0.0,-0.7856664501041557,0.0,-0.0885176488344117,0.7601787619273227,1.4511901230968294,0.0,-0.6954430355999873,0.0,0.0,0.0,0.0,0.0,-0.0008055828197532,0.0,0.1101274828291448,0.0,0.0,0.0,-0.0088403255013769,0.0,-0.2781750082882483,0.0,-0.0046028638558492,0.0,0.8091885923173215,-0.0123896367735379,-0.0105009391314698,0.0,-0.0111358796370936,-0.0066180337316937,-0.3288694756661381,-0.0004027914098766,0.0,0.0,0.0,0.0
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
