,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.14,0.008214327689919554,0.005778605636981764,0.010513972202546086,0.017358862596946054,0.011478577244080556,0.010070909789674915,3.2325415947585136e-06,2.1512701845352904e-06,4.755493578162431e-06,4.887338616408989e-06,1.2932064671422098e-05,8.353111303918325e-06,0.00031981761452873456,0.0004208009359589595,0.00020532895484962546,0.0016023196506056287,8.007814004796288e-05,8.903552143036257e-05,6.6086835093222055e-06,1.0507414372377551e-05,0.00012955468101308687,1.028832155522625e-05,4.3348666765587415e-06,9.955782654486782e-05
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.23,6.4040217455080855e-06,4.7457499374129365e-06,4.964234946022399e-06,9.886421232559358e-06,1.2636207190989272e-05,7.333594656423993e-06,7.15164069636838e-09,6.951383249348737e-08,3.177986851751063e-07,5.978395861050725e-08,8.024031854036428e-08,7.281666142892662e-08,5.255013422873632e-07,4.889383010292132e-06,1.0270555964867409e-06,7.2615083767500356e-06,2.0048803338042046e-06,8.452131484219968e-07,1.140106018859866e-07,2.7307404583580103e-07,2.098051514381975e-06,1.1426389999140647e-07,5.480236000706383e-08,3.1661499607908527e-06
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.28,8.248380008214418e-06,8.923756784153769e-06,1.0059876111204222e-05,1.8109988740987995e-05,2.1938322774857293e-05,1.884326404775611e-05,1.7879101740920928e-07,2.890311982623948e-07,2.641940876756909e-07,2.2418984478940256e-07,2.1397418277430517e-07,4.26497588369428e-07,1.981056647511881e-06,6.863078904354985e-06,1.345442831397627e-06,1.061297378140391e-05,1.7268312364152996e-06,1.1717727739486803e-06,2.594724042922453e-07,1.7809176902334819e-07,6.16302632349705e-06,6.673011759498135e-07,2.5209085603249394e-07,1.6710235904173943e-05
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.34,1.4123002622760484e-05,1.1704242176932535e-05,1.1724354887223505e-05,2.1375228781099345e-05,2.9440028890880037e-05,1.9046975010434552e-05,1.7450003299138827e-06,9.951453914857133e-07,7.160042665993346e-07,8.270114274453534e-07,2.219982146283417e-06,1.9348427179686266e-06,2.744284787500672e-06,1.7000698723859767e-05,2.875755670162871e-06,1.779468536280508e-05,3.951224015526539e-06,5.532304244216702e-06,5.503960091047641e-07,6.411303684840562e-07,2.4783233513637063e-05,8.821173079336593e-07,1.0850867281398652e-06,1.758972200439362e-05
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_concoct_out.44,0.0006816440745918024,0.00038858375177714045,0.0034551367238136147,0.005336823209633388,0.0016318377961892362,0.001249715828291553,5.649796150131008e-07,9.073384451781502e-07,8.193845617767791e-07,9.366153515646141e-07,7.489096397100699e-07,2.1428903220512735e-06,4.883408902253933e-05,0.00018323972107379187,4.3834732858054055e-05,0.00024689128480950145,4.2190291988011183e-05,6.296837955743875e-05,3.2276794533929254e-06,5.698936608747149e-06,3.645364506238681e-05,5.374973855595755e-06,1.430341596184367e-06,0.0002879437492119234
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_metabat.9,0.00041964273693961444,0.002228770126281764,0.002694265513498536,0.0050875160858300985,0.009515530787639758,0.01055472332603613,8.22438680082363e-08,1.682966470894958e-07,2.8716748660401113e-07,1.54441893077144e-07,4.6806852481879306e-07,5.097166300024858e-07,3.198885155034982e-06,4.21653213731614e-06,3.327660132617035e-06,0.0002520780765071802,9.48293763726371e-06,0.00015417456202799636,6.604752109257155e-07,1.2347695985618813e-06,1.5735386357864814e-05,4.0220892796975153e-07,7.672330400988937e-07,2.8143555207029816e-06
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.42,0.00010704108880217077,0.0016784669387538529,0.0024866874892997,0.008258789773675987,0.0027254865251571184,0.004350298535738766,2.7140476442717885e-06,2.590304916073106e-06,4.671257782091913e-06,7.562670764229194e-06,1.5620115342524285e-05,1.0485599245765435e-05,5.229989549431357e-06,7.123247908572369e-05,1.966811467272106e-05,0.0006457954647584065,3.147808465702808e-05,9.30502838853671e-05,1.4451826639065077e-05,1.8569035116834436e-05,0.00026409223437283126,1.681050496673573e-05,1.2029118021550536e-05,0.0004684142969770021
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.55,0.0038710347551593853,0.004890349735352569,0.003396179133484073,0.005449715860649836,0.005756742591603646,0.0037478742913579417,8.045595783414421e-07,9.00021199652521e-07,1.7498072183737756e-06,1.8134467445187224e-06,3.2764796737315495e-06,3.1415188216479826e-06,0.0001948609024948333,0.00019974699582413596,0.00014135366174443815,0.00038653567666995615,5.496591630488029e-05,2.731575220582e-05,1.073272217754288e-06,1.61469870581169e-06,3.081513161748525e-05,1.8556457358604451e-06,2.6305132803390672e-06,3.5707135668919074e-05
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_metabat.4,2.2098144369833224e-05,9.13047349921233e-05,0.0011549584615740728,0.00881164328639342,0.00044910213947916677,0.00305826175495074,1.4081580531149327e-05,1.625160231242477e-05,1.1559448560766798e-05,1.896147887263258e-05,3.834149887587083e-05,4.932808692798295e-05,6.255968360563844e-07,5.517377158403029e-06,2.5470978792871155e-06,1.3246268027917653e-05,2.765856810868579e-06,4.8023474342158906e-06,5.275938887275673e-06,5.7345549625518166e-06,0.0017415138851562498,1.5695289302819617e-05,1.1464653713477776e-05,0.00031133807947776696
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.14,1.3661913057083926e-06,3.493803634905231e-07,2.774131293365456e-07,6.651414896523125e-07,7.00159237495448e-07,7.639161100441662e-07,0.0,0.0,3.446009839248129e-08,2.9891979305253764e-08,1.3373386423394086e-08,0.0,1.0843678491643986e-07,1.1662748464916982e-06,8.216444771893936e-08,2.0747166790714437e-06,4.243907275935915e-07,3.649784050004078e-07,3.14512005202721e-08,3.5618353804669705e-08,2.6225643929774687e-07,2.285277999828133e-08,2.7401180003531948e-08,3.517944400878724e-07
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.91,3.688716525412655e-06,2.081724665797697e-06,1.4600691017712928e-06,3.446642264561974e-06,4.7010691660408684e-06,2.597314774150177e-06,5.006148487457857e-08,9.146556907037816e-08,4.211789803525509e-08,8.469394136488553e-08,1.8722740992751748e-07,1.456333228578537e-07,1.6891114573522348e-06,3.947391788125759e-05,5.053113534714779e-06,3.9419616902357455e-05,4.082931482710756e-06,3.4961089321091725e-06,3.9314000650340115e-08,1.6621898442179208e-07,1.3112821964887374e-06,9.141111999312524e-08,6.57628320084766e-08,1.0553833202636197e-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.11,3.7741034820194357e-06,3.362785998596284e-06,3.927585883764783e-06,6.953751937274178e-06,5.868001228533264e-06,5.245557288969955e-06,8.581968835642047e-08,2.9268982102521046e-08,4.5946797856641874e-08,5.978395861050725e-08,8.024031854036428e-08,4.1609520816529596e-08,4.2123520294463093e-07,2.5119765924436573e-06,9.140794808731976e-07,4.229230153491776e-06,9.219522702895262e-07,6.147004715796345e-07,7.076520117061246e-08,1.4247341521867855e-07,1.8357950750842312e-06,1.5996945998796927e-07,1.42486136018366e-07,3.1661499607908527e-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.19,4.286425221660075e-06,3.377343513741721e-06,4.8182280358452695e-06,9.493383079582994e-06,8.50193359815901e-06,7.23173917508477e-06,1.7163937671284094e-07,2.1220012024327654e-07,3.599165832103605e-07,4.085237171718012e-07,4.6806852481879306e-07,7.177642340851373e-07,1.4388727229296827e-06,6.638795280029672e-06,1.8281589617463953e-06,6.303946832563231e-06,1.375611323924054e-06,6.147004715796345e-07,4.835622079991837e-07,1.1397873217494325e-06,7.3431803003369365e-06,1.0055223199243788e-06,3.507351040452091e-07,1.4951263703734586e-05
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.25,8.538695660677442e-07,5.240705452357843e-07,5.840276407085172e-07,3.355941152336661e-06,5.901342144604479e-06,3.8195805502208314e-06,3.5758203481841895e-08,8.780694630756292e-08,2.3356288910459568e-07,1.9927986203502455e-08,2.4072095562109344e-07,6.24142812247945e-08,1.5431388622724128e-07,2.8259736664991164e-06,7.394800294704503e-07,7.58069555814565e-06,1.4926846280878069e-06,8.067943689482694e-07,2.437468040321095e-07,1.2703879523665498e-06,6.031898103848182e-06,1.5539890398831295e-07,1.6440708002119152e-07,1.2312805403075552e-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.28,3.3984008729496223e-06,3.3336709683054025e-06,3.3143568610208367e-06,7.195621569875017e-06,8.168524437446893e-06,5.398340510978777e-06,1.537602749719199e-07,2.451277251086132e-07,3.0631198571094503e-07,2.042618585859003e-07,6.820427075930976e-07,5.617285310231487e-07,1.1093917226066534e-06,7.221932703275528e-06,9.654322606975367e-07,3.670652586049488e-06,1.4341479760059302e-06,9.028413176325874e-07,5.936414098201376e-07,2.0539917360692854e-06,7.867693178932437e-06,4.2963226396768805e-07,3.8361652004944684e-07,8.443066562108932e-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.39,3.073930437843881e-07,4.367254543631533e-07,2.920138203542586e-07,2.8419681830598848e-06,2.934000614266632e-06,2.6991702554893776e-06,1.4303281392736737e-08,1.4634491051260502e-08,1.1486699464160444e-07,9.963993101751228e-09,0.0,2.080476040826477e-08,7.924226590047524e-08,7.625643227061112e-07,2.3622278719194985e-07,2.8726846325604607e-06,1.097562226535149e-06,4.994441331584522e-07,0.0,2.1371012282801787e-07,1.8357950750842312e-06,9.141111999312525e-09,0.0,3.517944400878724e-07
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.8,1.8785130453490408e-06,1.7032292720163013e-06,3.693974827481375e-06,6.3188441516969575e-06,7.301660619595382e-06,4.990918585621885e-06,5.327972318794433e-07,7.280659298002105e-07,8.423579607050995e-07,1.0113452998277505e-06,1.6582999165008645e-06,2.059671280418215e-06,1.0718559124432701e-06,5.2482368092126485e-06,1.4892306149057702e-06,8.139273125587976e-06,1.1560988786170254e-06,5.954910818427703e-07,7.155148118361912e-07,5.105297378669324e-07,1.5866514577513687e-05,1.362025687897567e-06,5.480236000706384e-07,1.4423572043602754e-05
Salt_Pond_MetaGSF2_C_D1_MG_DASTool_bins_concoct_out.13,0.0006633200337040114,0.0010267415432077054,0.0010414088875293397,0.0018883669228269737,0.005566499324501216,0.003173154737901428,8.00983757993258e-07,9.549005410947475e-07,1.0299740519530547e-06,1.3501210652872923e-06,2.0862482820494786e-06,4.3065854045108095e-06,6.65092849639236e-05,9.554482396258923e-06,4.539585736471389e-06,6.766768245586842e-05,6.000006838392149e-06,3.0927117476350303e-06,1.7140904283548346e-06,3.3599980422405102e-06,2.12427715831175e-05,2.431535791817132e-06,8.494365801094909e-07,3.5355341228831164e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.13,7.008561398284046e-05,0.00041667975600787673,0.0002407069921179437,0.0008091748558659539,0.00032910818253888895,0.012114945589190398,9.046825480905989e-07,4.0976574943529466e-07,2.1288683006910724e-06,8.818133895049822e-07,4.881286044538842e-06,6.678328091052983e-06,1.3471185203080792e-05,8.455492637064815e-05,2.8326193351104265e-05,0.0010367997619682016,0.00030269302791536125,0.000452995828774658,3.848840663668321e-06,9.533846035049936e-06,0.00011014770450505376,3.9078253797060985e-06,2.3674619523051595e-06,8.091272122021086e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.15,3.7057939167340096e-06,1.9769105567505394e-05,4.136375765318075e-05,0.0002649379488100329,2.7939687667675524e-05,0.01635442536123215,5.335123959490813e-06,4.445226656820371e-06,2.461982585151733e-06,4.877374623307218e-06,8.197885877540552e-06,9.923870714742282e-06,2.3355615212771698e-07,1.973695894062875e-06,1.550853950694974e-06,5.82516606046981e-06,1.6682945843334299e-06,3.0158741886875775e-06,1.2737736210710243e-06,1.2703879523665498e-06,8.11683679626525e-05,2.9891436237751968e-06,1.972884960254301e-06,3.658662176913875e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.17,3.7331177428481784e-05,0.0022165563710747436,0.0007041329250202135,0.0030465898922401313,0.0028394457762885416,0.016022682058510165,3.107387882572068e-06,3.768381445699579e-06,3.88250441888623e-06,4.653184778517814e-06,7.315242373596574e-06,5.180385341657954e-06,1.1010504314592359e-06,3.633394714070285e-06,6.131521911025841e-06,0.005973987083795321,5.473176969655281e-06,5.103934853084648e-05,4.367785472252797e-06,2.908832227381358e-06,0.001775738350485,6.2250972715318315e-06,8.456004149089958e-06,0.00019225566150802222
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.24,0.00011218138358990949,0.004181253172618237,0.00048297625817488585,0.0023723178239570724,0.00136621071785,0.02606074345545329,4.0764351969299733e-07,4.463519770634449e-07,1.3094837389142933e-06,1.1010212377435092e-06,1.8589007128517752e-06,2.3509379261339205e-06,3.7118745606012146e-07,0.00010303589701505515,3.5946945877035865e-07,4.7957874004690055e-05,4.1561022978131034e-06,2.3493083648184137e-05,3.530397258400559e-06,2.7901043813657906e-06,0.00034460496123723936,3.332849434949347e-05,1.276894988164587e-06,0.00016164954522037762
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.25,1.1407697402665029e-05,0.00026391319207157534,0.0003798515775167434,0.0019801866821029606,0.00014816703102046513,0.011321796956001731,5.084101371047021e-05,1.8084572316595162e-05,0.0001292521712705394,2.960800550182496e-05,0.0002573173281724675,0.000451608934182197,1.4889204698141923e-06,2.8798017363371823e-05,1.791184960272871e-05,1.947041806513198e-05,2.5375638677492664e-05,3.880296726846437e-06,5.0353372032931125e-05,0.00016515043380758927,0.003852022580405,0.00017564189651077017,4.725059479806519e-05,0.001084582258790798
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.26,3.707501655866151e-05,0.0011694343066633562,0.00017158732084008278,0.0006125046108574014,0.0003622157121975695,0.07057418611546756,3.0787813197865863e-06,3.000070665508397e-06,2.0331458051564005e-06,3.457505606307669e-06,9.174143086448332e-06,6.376659065133144e-06,4.170645573709222e-08,1.4802719205471547e-06,5.135277982433682e-07,3.989839767445065e-06,9.951230853918669e-07,1.844101414738897e-06,1.470343624322725e-06,1.199151244757213e-06,0.00017269586527756623,1.2824980135035489e-05,1.967404724253594e-06,7.071068245766245e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.3,2.4301127850288048e-05,0.0015069939678557364,0.0002949339585577947,0.001640087744962171,0.0003033023134996528,0.02079598640825097,2.96435506864468e-06,2.2683461129453704e-06,3.7829530235301757e-06,3.631875485588333e-06,1.1955807462514319e-05,7.5937375490166675e-06,4.408372371410654e-06,7.517987087384955e-05,1.6915605674136597e-05,0.0005110186774141081,5.266835271066669e-05,0.00011383484358055122,2.740185845328706e-06,2.73074045835801e-06,0.00020167520181996749,2.6861157609979893e-05,6.209107388800332e-06,8.812450724201189e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.32,1.2107870446840616e-05,0.0002155240117281678,0.0002258726900439851,0.0014285727512526316,0.0002911328791336806,0.01174337679326476,1.4088732171845688e-06,1.2585662304084029e-06,1.6923737210529738e-06,1.6490408583398269e-06,3.958522381324653e-06,2.4445593479711126e-06,8.466410514629729e-07,2.9605438410943196e-06,1.0527319863989082e-05,0.0030199895167744885,6.307324261821995e-06,6.360228941875522e-05,3.1726398524824645e-06,3.2175246270218303e-06,0.00010490257571909874,4.273469859678596e-06,2.7784796523581395e-06,0.00011521267912877804
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.39,2.7375058288131925e-05,0.0009674342265052228,0.0003685214412870747,0.0006938030411154605,0.00032844136421736114,0.011906702057592207,5.935861777985742e-07,5.451347916594529e-07,9.916850537391867e-07,1.0312732860312524e-06,2.4874498747513e-06,1.4875403691909326e-06,2.193759571771052e-06,0.0003789496116599268,1.4933388372917196e-05,0.002350494403797149,5.549274617361719e-05,0.0003938309083851542,3.5461228586606873e-06,7.076179622527742e-06,0.0004500320498349337,0.00010623343309998021,1.5837882042041468e-06,9.28737321831985e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.42,4.3581502652097674e-05,0.00010216464129066782,0.00041419240279046127,0.002311306209133553,0.0004920118984628473,0.01023311464370749,5.664099431523748e-06,5.553789353953367e-06,1.2757894204860884e-05,1.2041485663466346e-05,3.819439162521354e-05,3.0281328774229402e-05,1.3245970342100495e-05,0.0005021261781395125,5.215388318958029e-05,0.0009846924546052633,0.00013663918012208023,0.000349111449077709,6.058287500217424e-06,7.34925366836352e-06,0.0005251685196937381,1.580498264681137e-05,1.1009794125419131e-05,0.0002054479530113174
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.8,4.04392626489684e-05,0.001814608820394007,0.00024315990820898705,0.0011715257992060855,0.00037338491908142364,0.03367163965982339,3.697398240022456e-06,3.1610500670722645e-06,5.000543166731193e-06,6.157747736882259e-06,1.8441899877860465e-05,9.590994548210085e-06,6.155872866794812e-06,0.0002791433988351202,2.4505546532173616e-05,0.0011154794021820175,5.272688936274862e-05,0.00012616727179166646,3.1569142522223117e-06,3.8467822109043235e-06,0.00024625879650058436,4.0339727252939606e-05,8.719055477123877e-06,9.252193774311029e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.11,4.1651757432784616e-05,0.0021014937713651543,0.0001746242645718007,0.0009743415812282896,0.0003202061579479167,0.02502843815208047,2.8070189733245933e-06,2.6817704851434767e-06,3.7829530235301757e-06,4.693040750924841e-06,1.6114930640189883e-05,7.437701845954639e-06,4.5668569032116095e-06,0.001023809888320101,2.2790363686040763e-05,0.004392175209593933,0.00024103929911010473,0.0033382653766412893,2.940687248645445e-06,3.728054364888763e-06,0.00020600243306838,3.955359162101397e-05,7.836737481010126e-06,0.00011661985688912968
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.16,5.7089719187289375e-05,0.003559341568089983,0.0004085273346755461,0.0022066673593296054,0.00024979014320538197,0.012741509582648454,4.21589219050916e-06,4.273271386968056e-06,6.3521448036807304e-06,9.580379367333803e-06,1.229014212309915e-05,2.1054417533163966e-05,3.1863732183138445e-06,9.778766020584238e-05,2.3139562588846216e-05,0.0024315679478717103,0.002173948819179643,0.0032314227509248547,5.7555696952098154e-06,6.993070130316837e-06,0.0005814225259231049,3.953987995301092e-05,4.280064316551698e-06,0.00024695969694168627
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.19,9.727282096638432e-05,0.005780876609344435,0.00034342285342756545,0.0017776510985039475,0.0005307540429375,0.05218937358921929,1.180020714900782e-06,1.0975868288445371e-06,1.7076893203385214e-06,1.634094868687202e-06,6.298865005418604e-06,3.3495664257306296e-06,3.040400623234027e-06,5.158523359482513e-05,9.982980397851114e-06,0.00018488917482340498,2.7453689826399212e-05,7.968054862851008e-05,2.8345394468895242e-06,4.321693594966588e-06,0.00015079745259620437,7.756233531414714e-05,3.2114182964139574e-06,0.00012418343735101894
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.13,5.9600095711528545e-06,5.517298240121173e-06,1.1023521718373282e-05,2.0377516546620888e-05,1.850420841952257e-05,1.4870900275526431e-05,7.1516406963683785e-06,8.008725227802315e-06,9.56076285400289e-06,1.3207272856371263e-05,2.112995054896265e-05,2.640124095808802e-05,4.0079903963345694e-06,2.148637121036629e-05,4.837431859452557e-06,2.8168268758162276e-05,5.063420405082159e-06,4.245275131846842e-06,8.035781732929532e-06,5.782046100958048e-06,0.00019249622644454623,1.7409247802690723e-05,8.757417129128799e-06,0.0002571617357042347
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.16,6.045396527759636e-06,4.760307452558374e-06,2.876336130489447e-06,5.1397296927678614e-06,1.1402593296354428e-05,3.412158624863939e-06,8.581968835642047e-08,1.7927251537794108e-07,9.955139535605731e-08,5.978395861050725e-08,3.343346605848522e-07,1.2482856244958853e-07,3.6701681048641273e-07,3.588537989205217e-06,7.086683615758504e-07,3.351465404653867e-06,5.560981947778093e-07,6.72328640790225e-07,9.435360156081654e-08,2.0183733822646171e-07,3.1470772715729625e-06,2.1481613198384434e-07,2.2468967602896201e-07,1.4071777603514908e-06
